gestion,codigo_departamento,area,edad,sexo,barrera,observaciones,numerador,denominador,valor,cv
2023,1,rural,16.0,hombre,calidad_o_falta_de_personal,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,hombre,desconocimiento,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,hombre,distancia,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,hombre,falta_de_dinero,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,hombre,horarios,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,hombre,idioma,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,hombre,otra_razon,1,202.24217403660714,202.24217403660714,100.0,0.0
2023,1,rural,16.0,hombre,tiempo_de_espera,1,0.0,202.24217403660714,0.0,
2023,1,rural,16.0,mujer,calidad_o_falta_de_personal,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,desconocimiento,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,distancia,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,falta_de_dinero,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,horarios,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,idioma,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,otra_razon,1,0.0,279.1026311072663,0.0,
2023,1,rural,16.0,mujer,tiempo_de_espera,1,279.1026311072663,279.1026311072663,100.0,0.0
2023,1,rural,17.0,hombre,calidad_o_falta_de_personal,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,desconocimiento,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,distancia,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,falta_de_dinero,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,horarios,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,idioma,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,otra_razon,1,0.0,57.91854667862062,0.0,
2023,1,rural,17.0,hombre,tiempo_de_espera,1,57.91854667862062,57.91854667862062,100.0,0.0
2023,1,rural,18.0,hombre,calidad_o_falta_de_personal,1,143.78014329768263,143.78014329768263,100.0,0.0
2023,1,rural,18.0,hombre,desconocimiento,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,hombre,distancia,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,hombre,falta_de_dinero,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,hombre,horarios,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,hombre,idioma,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,hombre,otra_razon,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,hombre,tiempo_de_espera,1,0.0,143.78014329768263,0.0,
2023,1,rural,18.0,mujer,calidad_o_falta_de_personal,1,0.0,117.63133922435428,0.0,
2023,1,rural,18.0,mujer,desconocimiento,1,0.0,117.63133922435428,0.0,
2023,1,rural,18.0,mujer,distancia,1,117.63133922435428,117.63133922435428,100.0,0.0
2023,1,rural,18.0,mujer,falta_de_dinero,1,0.0,117.63133922435428,0.0,
2023,1,rural,18.0,mujer,horarios,1,0.0,117.63133922435428,0.0,
2023,1,rural,18.0,mujer,idioma,1,0.0,117.63133922435428,0.0,
2023,1,rural,18.0,mujer,otra_razon,1,0.0,117.63133922435428,0.0,
2023,1,rural,18.0,mujer,tiempo_de_espera,1,0.0,117.63133922435428,0.0,
2023,1,rural,19.0,hombre,calidad_o_falta_de_personal,1,0.0,143.61965835531626,0.0,
2023,1,rural,19.0,hombre,desconocimiento,1,0.0,143.61965835531626,0.0,
2023,1,rural,19.0,hombre,distancia,1,0.0,143.61965835531626,0.0,
2023,1,rural,19.0,hombre,falta_de_dinero,1,0.0,143.61965835531626,0.0,
2023,1,rural,19.0,hombre,horarios,1,0.0,143.61965835531626,0.0,
2023,1,rural,19.0,hombre,idioma,1,0.0,143.61965835531626,0.0,
2023,1,rural,19.0,hombre,otra_razon,1,143.61965835531626,143.61965835531626,100.0,0.0
2023,1,rural,19.0,hombre,tiempo_de_espera,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,calidad_o_falta_de_personal,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,desconocimiento,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,distancia,1,143.61965835531626,143.61965835531626,100.0,0.0
2023,1,rural,20.0,mujer,falta_de_dinero,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,horarios,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,idioma,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,otra_razon,1,0.0,143.61965835531626,0.0,
2023,1,rural,20.0,mujer,tiempo_de_espera,1,0.0,143.61965835531626,0.0,
2023,1,rural,22.0,hombre,calidad_o_falta_de_personal,1,0.0,139.18630799082374,0.0,
2023,1,rural,22.0,hombre,desconocimiento,1,0.0,139.18630799082374,0.0,
2023,1,rural,22.0,hombre,distancia,1,0.0,139.18630799082374,0.0,
2023,1,rural,22.0,hombre,falta_de_dinero,1,0.0,139.18630799082374,0.0,
2023,1,rural,22.0,hombre,horarios,1,0.0,139.18630799082374,0.0,
2023,1,rural,22.0,hombre,idioma,1,0.0,139.18630799082374,0.0,
2023,1,rural,22.0,hombre,otra_razon,1,139.18630799082374,139.18630799082374,100.0,0.0
2023,1,rural,22.0,hombre,tiempo_de_espera,1,0.0,139.18630799082374,0.0,
2023,1,rural,23.0,hombre,calidad_o_falta_de_personal,1,0.0,76.89289301906251,0.0,
2023,1,rural,23.0,hombre,desconocimiento,1,0.0,76.89289301906251,0.0,
