gestion,codigo_municipio,area,edad,sexo,tenencia_vivienda,numerador,denominador,valor
2024,10101,rural,25,mujer,propia_pagada,26,29,89.65517241379311
2024,10101,rural,26,hombre,alquilada,2,60,3.3333333333333335
2024,10101,rural,26,hombre,cedida_por_servicios,1,60,1.6666666666666667
2024,10101,rural,26,hombre,otra,3,60,5.0
2024,10101,rural,26,hombre,prestada,6,60,10.0
2024,10101,rural,26,hombre,propia_en_pago,2,60,3.3333333333333335
2024,10101,rural,26,hombre,propia_pagada,46,60,76.66666666666667
2024,10101,rural,26,mujer,alquilada,3,36,8.333333333333334
2024,10101,rural,26,mujer,cedida_por_servicios,1,36,2.7777777777777777
2024,10101,rural,26,mujer,prestada,1,36,2.7777777777777777
2024,10101,rural,26,mujer,propia_pagada,31,36,86.11111111111111
2024,10101,rural,27,hombre,alquilada,6,67,8.955223880597014
2024,10101,rural,27,hombre,cedida_por_servicios,2,67,2.985074626865672
2024,10101,rural,27,hombre,otra,3,67,4.477611940298507
2024,10101,rural,27,hombre,prestada,4,67,5.970149253731344
2024,10101,rural,27,hombre,propia_en_pago,8,67,11.940298507462687
2024,10101,rural,27,hombre,propia_pagada,44,67,65.67164179104478
2024,10101,rural,27,mujer,cedida_por_servicios,1,42,2.380952380952381
2024,10101,rural,27,mujer,otra,1,42,2.380952380952381
2024,10101,rural,27,mujer,prestada,5,42,11.904761904761905
2024,10101,rural,27,mujer,propia_en_pago,2,42,4.761904761904762
2024,10101,rural,27,mujer,propia_pagada,33,42,78.57142857142857
2024,10101,rural,28,hombre,alquilada,3,65,4.615384615384615
2024,10101,rural,28,hombre,otra,3,65,4.615384615384615
2024,10101,rural,28,hombre,prestada,5,65,7.6923076923076925
2024,10101,rural,28,hombre,propia_en_pago,3,65,4.615384615384615
2024,10101,rural,28,hombre,propia_pagada,51,65,78.46153846153847
2024,10101,rural,28,mujer,otra,2,31,6.451612903225806
2024,10101,rural,28,mujer,prestada,4,31,12.903225806451612
2024,10101,rural,28,mujer,propia_en_pago,2,31,6.451612903225806
2024,10101,rural,28,mujer,propia_pagada,23,31,74.19354838709677
2024,10101,urbana,16,hombre,alquilada,28,115,24.347826086956523
2024,10101,urbana,16,hombre,anticretica,3,115,2.608695652173913
2024,10101,urbana,16,hombre,prestada,9,115,7.826086956521739
2024,10101,urbana,16,hombre,propia_en_pago,9,115,7.826086956521739
2024,10101,urbana,16,hombre,propia_pagada,66,115,57.391304347826086
2024,10101,urbana,16,mujer,alquilada,34,143,23.776223776223777
2024,10101,urbana,16,mujer,anticretica,7,143,4.895104895104895
2024,10101,urbana,16,mujer,cedida_por_servicios,2,143,1.3986013986013985
2024,10101,urbana,16,mujer,mixta,2,143,1.3986013986013985
2024,10101,urbana,16,mujer,otra,1,143,0.6993006993006993
2024,10101,urbana,16,mujer,prestada,9,143,6.293706293706293
2024,10101,urbana,16,mujer,propia_en_pago,16,143,11.188811188811188
2024,10101,urbana,16,mujer,propia_pagada,72,143,50.34965034965035
2024,10101,urbana,17,hombre,alquilada,89,239,37.23849372384937
2024,10101,urbana,17,hombre,anticretica,14,239,5.857740585774058
2024,10101,urbana,17,hombre,cedida_por_servicios,2,239,0.8368200836820083
2024,10101,urbana,17,hombre,mixta,1,239,0.41841004184100417
2024,10101,urbana,17,hombre,otra,1,239,0.41841004184100417
2024,10101,urbana,17,hombre,prestada,23,239,9.623430962343097
2024,10101,urbana,17,hombre,propia_en_pago,17,239,7.112970711297071
2024,10101,urbana,17,hombre,propia_pagada,92,239,38.49372384937239
2024,10101,urbana,17,mujer,alquilada,89,221,40.27149321266968
2024,10101,urbana,17,mujer,anticretica,15,221,6.787330316742081
2024,10101,urbana,17,mujer,cedida_por_servicios,4,221,1.8099547511312217
2024,10101,urbana,17,mujer,mixta,2,221,0.9049773755656109
2024,10101,urbana,17,mujer,otra,1,221,0.45248868778280543
2024,10101,urbana,17,mujer,prestada,19,221,8.597285067873303
2024,10101,urbana,17,mujer,propia_en_pago,17,221,7.6923076923076925
2024,10101,urbana,17,mujer,propia_pagada,74,221,33.484162895927604
2024,10101,urbana,18,hombre,alquilada,178,396,44.94949494949495
2024,10101,urbana,18,hombre,anticretica,33,396,8.333333333333334
2024,10101,urbana,18,hombre,cedida_por_servicios,3,396,0.7575757575757576
2024,10101,urbana,18,hombre,mixta,2,396,0.5050505050505051
2024,10101,urbana,18,hombre,otra,5,396,1.2626262626262625
2024,10101,urbana,18,hombre,prestada,20,396,5.05050505050505
2024,10101,urbana,18,hombre,propia_en_pago,17,396,4.292929292929293
2024,10101,urbana,18,hombre,propia_pagada,138,396,34.84848484848485
2024,10101,urbana,18,mujer,alquilada,244,508,48.031496062992126
2024,10101,urbana,18,mujer,anticretica,37,508,7.283464566929134
2024,10101,urbana,18,mujer,cedida_por_servicios,3,508,0.5905511811023622
2024,10101,urbana,18,mujer,mixta,4,508,0.7874015748031497
2024,10101,urbana,18,mujer,otra,4,508,0.7874015748031497
2024,10101,urbana,18,mujer,prestada,32,508,6.299212598425197
2024,10101,urbana,18,mujer,propia_en_pago,28,508,5.511811023622047
2024,10101,urbana,18,mujer,propia_pagada,156,508,30.708661417322833
2024,10101,urbana,19,hombre,alquilada,277,540,51.2962962962963
2024,10101,urbana,19,hombre,anticretica,45,540,8.333333333333334
2024,10101,urbana,19,hombre,cedida_por_servicios,2,540,0.37037037037037035
2024,10101,urbana,19,hombre,mixta,5,540,0.9259259259259259
2024,10101,urbana,19,hombre,otra,2,540,0.37037037037037035
2024,10101,urbana,19,hombre,prestada,28,540,5.185185185185185
2024,10101,urbana,19,hombre,propia_en_pago,15,540,2.7777777777777777
2024,10101,urbana,19,hombre,propia_pagada,166,540,30.74074074074074
2024,10101,urbana,19,mujer,alquilada,329,609,54.02298850574713
2024,10101,urbana,19,mujer,anticretica,51,609,8.374384236453203
2024,10101,urbana,19,mujer,cedida_por_servicios,5,609,0.8210180623973727
2024,10101,urbana,19,mujer,mixta,1,609,0.16420361247947454
2024,10101,urbana,19,mujer,otra,2,609,0.3284072249589491
2024,10101,urbana,19,mujer,prestada,31,609,5.090311986863711
2024,10101,urbana,19,mujer,propia_en_pago,35,609,5.747126436781609
2024,10101,urbana,19,mujer,propia_pagada,155,609,25.451559934318556
2024,10101,urbana,20,hombre,alquilada,275,590,46.610169491525426
2024,10101,urbana,20,hombre,anticretica,50,590,8.474576271186441
2024,10101,urbana,20,hombre,cedida_por_servicios,3,590,0.5084745762711864
2024,10101,urbana,20,hombre,mixta,4,590,0.6779661016949152
2024,10101,urbana,20,hombre,otra,4,590,0.6779661016949152
2024,10101,urbana,20,hombre,prestada,41,590,6.9491525423728815
2024,10101,urbana,20,hombre,propia_en_pago,22,590,3.7288135593220337
2024,10101,urbana,20,hombre,propia_pagada,191,590,32.3728813559322
2024,10101,urbana,20,mujer,alquilada,309,625,49.44
2024,10101,urbana,20,mujer,anticretica,83,625,13.28
2024,10101,urbana,20,mujer,cedida_por_servicios,4,625,0.64
2024,10101,urbana,20,mujer,mixta,7,625,1.12
2024,10101,urbana,20,mujer,otra,2,625,0.32
2024,10101,urbana,20,mujer,prestada,32,625,5.12
2024,10101,urbana,20,mujer,propia_en_pago,23,625,3.68
2024,10101,urbana,20,mujer,propia_pagada,165,625,26.4
2024,10101,urbana,21,hombre,alquilada,335,719,46.59248956884562
2024,10101,urbana,21,hombre,anticretica,63,719,8.762169680111265
2024,10101,urbana,21,hombre,cedida_por_servicios,4,719,0.5563282336578581
2024,10101,urbana,21,hombre,mixta,7,719,0.9735744089012517
2024,10101,urbana,21,hombre,otra,8,719,1.1126564673157162
2024,10101,urbana,21,hombre,prestada,44,719,6.119610570236439
2024,10101,urbana,21,hombre,propia_en_pago,34,719,4.728789986091794
2024,10101,urbana,21,hombre,propia_pagada,224,719,31.154381084840054
2024,10101,urbana,21,mujer,alquilada,347,715,48.53146853146853
2024,10101,urbana,21,mujer,anticretica,85,715,11.888111888111888
2024,10101,urbana,21,mujer,cedida_por_servicios,4,715,0.5594405594405595
2024,10101,urbana,21,mujer,mixta,5,715,0.6993006993006993
2024,10101,urbana,21,mujer,otra,6,715,0.8391608391608392
2024,10101,urbana,21,mujer,prestada,55,715,7.6923076923076925
2024,10101,urbana,21,mujer,propia_en_pago,33,715,4.615384615384615
2024,10101,urbana,21,mujer,propia_pagada,180,715,25.174825174825173
2024,10101,urbana,22,hombre,alquilada,345,755,45.6953642384106
2024,10101,urbana,22,hombre,anticretica,56,755,7.417218543046357
2024,10101,urbana,22,hombre,cedida_por_servicios,11,755,1.4569536423841059
2024,10101,urbana,22,hombre,mixta,6,755,0.7947019867549668
2024,10101,urbana,22,hombre,otra,3,755,0.3973509933774834
2024,10101,urbana,22,hombre,prestada,52,755,6.887417218543046
2024,10101,urbana,22,hombre,propia_en_pago,32,755,4.23841059602649
2024,10101,urbana,22,hombre,propia_pagada,250,755,33.11258278145695
2024,10101,urbana,22,mujer,alquilada,365,734,49.7275204359673
2024,10101,urbana,22,mujer,anticretica,80,734,10.899182561307901
2024,10101,urbana,22,mujer,mixta,3,734,0.4087193460490463
2024,10101,urbana,22,mujer,otra,3,734,0.4087193460490463
2024,10101,urbana,22,mujer,prestada,56,734,7.629427792915531
2024,10101,urbana,22,mujer,propia_en_pago,32,734,4.359673024523161
2024,10101,urbana,22,mujer,propia_pagada,195,734,26.56675749318801
2024,10101,urbana,23,hombre,alquilada,353,875,40.34285714285714
2024,10101,urbana,23,hombre,anticretica,86,875,9.82857142857143
2024,10101,urbana,23,hombre,cedida_por_servicios,6,875,0.6857142857142857
2024,10101,urbana,23,hombre,mixta,1,875,0.11428571428571428
2024,10101,urbana,23,hombre,otra,12,875,1.3714285714285714
2024,10101,urbana,23,hombre,prestada,75,875,8.571428571428571
2024,10101,urbana,23,hombre,propia_en_pago,52,875,5.942857142857143
2024,10101,urbana,23,hombre,propia_pagada,290,875,33.142857142857146
2024,10101,urbana,23,mujer,alquilada,362,834,43.405275779376495
2024,10101,urbana,23,mujer,anticretica,91,834,10.911270983213429
2024,10101,urbana,23,mujer,cedida_por_servicios,4,834,0.47961630695443647
2024,10101,urbana,23,mujer,mixta,3,834,0.3597122302158273
2024,10101,urbana,23,mujer,otra,6,834,0.7194244604316546
2024,10101,urbana,23,mujer,prestada,58,834,6.954436450839329
2024,10101,urbana,23,mujer,propia_en_pago,45,834,5.39568345323741
2024,10101,urbana,23,mujer,propia_pagada,265,834,31.774580335731414
2024,10101,urbana,24,hombre,alquilada,390,965,40.41450777202073
2024,10101,urbana,24,hombre,anticretica,83,965,8.601036269430052
2024,10101,urbana,24,hombre,cedida_por_servicios,4,965,0.41450777202072536
2024,10101,urbana,24,hombre,mixta,5,965,0.5181347150259067
2024,10101,urbana,24,hombre,otra,9,965,0.9326424870466321
2024,10101,urbana,24,hombre,prestada,94,965,9.740932642487047
2024,10101,urbana,24,hombre,propia_en_pago,59,965,6.1139896373057
2024,10101,urbana,24,hombre,propia_pagada,321,965,33.26424870466321
2024,10101,urbana,24,mujer,alquilada,333,813,40.95940959409594
2024,10101,urbana,24,mujer,anticretica,81,813,9.96309963099631
2024,10101,urbana,24,mujer,cedida_por_servicios,5,813,0.6150061500615006
2024,10101,urbana,24,mujer,mixta,6,813,0.7380073800738007
2024,10101,urbana,24,mujer,otra,1,813,0.12300123001230012
2024,10101,urbana,24,mujer,prestada,79,813,9.71709717097171
2024,10101,urbana,24,mujer,propia_en_pago,47,813,5.781057810578106
2024,10101,urbana,24,mujer,propia_pagada,261,813,32.103321033210335
2024,10101,urbana,25,hombre,alquilada,356,922,38.611713665943604
2024,10101,urbana,25,hombre,anticretica,85,922,9.219088937093275
2024,10101,urbana,25,hombre,cedida_por_servicios,6,922,0.6507592190889371
2024,10101,urbana,25,hombre,mixta,5,922,0.5422993492407809
2024,10101,urbana,25,hombre,otra,7,922,0.7592190889370932
2024,10101,urbana,25,hombre,prestada,100,922,10.845986984815617
2024,10101,urbana,25,hombre,propia_en_pago,43,922,4.663774403470716
2024,10101,urbana,25,hombre,propia_pagada,320,922,34.70715835140998
2024,10101,urbana,25,mujer,alquilada,298,762,39.10761154855643
2024,10101,urbana,25,mujer,anticretica,65,762,8.530183727034121
2024,10101,urbana,25,mujer,cedida_por_servicios,5,762,0.6561679790026247
2024,10101,urbana,25,mujer,mixta,2,762,0.26246719160104987
2024,10101,urbana,25,mujer,otra,15,762,1.968503937007874
2024,10101,urbana,25,mujer,prestada,70,762,9.186351706036746
2024,10101,urbana,25,mujer,propia_en_pago,45,762,5.905511811023622
2024,10101,urbana,25,mujer,propia_pagada,262,762,34.38320209973753
2024,10101,urbana,26,hombre,alquilada,376,979,38.40653728294178
2024,10101,urbana,26,hombre,anticretica,86,979,8.78447395301328
2024,10101,urbana,26,hombre,cedida_por_servicios,5,979,0.5107252298263534
2024,10101,urbana,26,hombre,mixta,5,979,0.5107252298263534
2024,10101,urbana,26,hombre,otra,11,979,1.1235955056179776
2024,10101,urbana,26,hombre,prestada,115,979,11.746680286006129
2024,10101,urbana,26,hombre,propia_en_pago,58,979,5.9244126659857
2024,10101,urbana,26,hombre,propia_pagada,323,979,32.992849846782434
2024,10101,urbana,26,mujer,alquilada,291,776,37.5
2024,10101,urbana,26,mujer,anticretica,88,776,11.34020618556701
2024,10101,urbana,26,mujer,cedida_por_servicios,3,776,0.3865979381443299
2024,10101,urbana,26,mujer,mixta,5,776,0.6443298969072165
2024,10101,urbana,26,mujer,otra,6,776,0.7731958762886598
2024,10101,urbana,26,mujer,prestada,79,776,10.18041237113402
2024,10101,urbana,26,mujer,propia_en_pago,39,776,5.025773195876289
2024,10101,urbana,26,mujer,propia_pagada,265,776,34.149484536082475
2024,10101,urbana,27,hombre,alquilada,286,968,29.545454545454547
2024,10101,urbana,27,hombre,anticretica,81,968,8.367768595041323
2024,10101,urbana,27,hombre,cedida_por_servicios,9,968,0.9297520661157025
2024,10101,urbana,27,hombre,mixta,9,968,0.9297520661157025
2024,10101,urbana,27,hombre,otra,19,968,1.962809917355372
2024,10101,urbana,27,hombre,prestada,144,968,14.87603305785124
2024,10101,urbana,27,hombre,propia_en_pago,80,968,8.264462809917354
2024,10101,urbana,27,hombre,propia_pagada,340,968,35.12396694214876
2024,10101,urbana,27,mujer,alquilada,259,743,34.85868102288021
2024,10101,urbana,27,mujer,anticretica,65,743,8.748317631224765
2024,10101,urbana,27,mujer,cedida_por_servicios,6,743,0.8075370121130552
2024,10101,urbana,27,mujer,otra,16,743,2.1534320323014806
2024,10101,urbana,27,mujer,prestada,91,743,12.24764468371467
2024,10101,urbana,27,mujer,propia_en_pago,52,743,6.998654104979812
2024,10101,urbana,27,mujer,propia_pagada,254,743,34.185733512786
2024,10101,urbana,28,hombre,alquilada,338,1050,32.19047619047619
2024,10101,urbana,28,hombre,anticretica,81,1050,7.714285714285714
2024,10101,urbana,28,hombre,cedida_por_servicios,11,1050,1.0476190476190477
2024,10101,urbana,28,hombre,mixta,5,1050,0.47619047619047616
2024,10101,urbana,28,hombre,otra,9,1050,0.8571428571428571
2024,10101,urbana,28,hombre,prestada,153,1050,14.571428571428571
2024,10101,urbana,28,hombre,propia_en_pago,71,1050,6.761904761904762
2024,10101,urbana,28,hombre,propia_pagada,382,1050,36.38095238095238
2024,10101,urbana,28,mujer,alquilada,269,782,34.39897698209719
2024,10101,urbana,28,mujer,anticretica,68,782,8.695652173913043
2024,10101,urbana,28,mujer,cedida_por_servicios,4,782,0.5115089514066496
2024,10101,urbana,28,mujer,mixta,7,782,0.8951406649616368
2024,10101,urbana,28,mujer,otra,4,782,0.5115089514066496
2024,10101,urbana,28,mujer,prestada,95,782,12.148337595907929
2024,10101,urbana,28,mujer,propia_en_pago,59,782,7.544757033248082
2024,10101,urbana,28,mujer,propia_pagada,276,782,35.294117647058826
2024,10102,rural,16,hombre,propia_pagada,3,3,100.0
2024,10102,rural,16,mujer,prestada,1,3,33.333333333333336
2024,10102,rural,16,mujer,propia_pagada,2,3,66.66666666666667
2024,10102,rural,17,hombre,alquilada,1,2,50.0
2024,10102,rural,17,hombre,propia_pagada,1,2,50.0
2024,10102,rural,17,mujer,alquilada,1,5,20.0
2024,10102,rural,17,mujer,prestada,2,5,40.0
2024,10102,rural,17,mujer,propia_pagada,2,5,40.0
2024,10102,rural,18,hombre,alquilada,1,3,33.333333333333336
2024,10102,rural,18,hombre,propia_pagada,2,3,66.66666666666667
2024,10102,rural,18,mujer,otra,1,7,14.285714285714286
2024,10102,rural,18,mujer,prestada,1,7,14.285714285714286
2024,10102,rural,18,mujer,propia_en_pago,1,7,14.285714285714286
2024,10102,rural,18,mujer,propia_pagada,4,7,57.142857142857146
2024,10102,rural,19,hombre,propia_pagada,5,5,100.0
2024,10102,rural,19,mujer,prestada,1,5,20.0
2024,10102,rural,19,mujer,propia_pagada,4,5,80.0
2024,10102,rural,20,hombre,alquilada,1,8,12.5
2024,10102,rural,20,hombre,cedida_por_servicios,1,8,12.5
2024,10102,rural,20,hombre,otra,1,8,12.5
2024,10102,rural,20,hombre,prestada,2,8,25.0
2024,10102,rural,20,hombre,propia_pagada,3,8,37.5
2024,10102,rural,20,mujer,anticretica,1,6,16.666666666666668
2024,10102,rural,20,mujer,propia_pagada,5,6,83.33333333333333
2024,10102,rural,21,hombre,prestada,2,11,18.181818181818183
2024,10102,rural,21,hombre,propia_pagada,9,11,81.81818181818181
2024,10102,rural,21,mujer,alquilada,1,5,20.0
2024,10102,rural,21,mujer,mixta,1,5,20.0
2024,10102,rural,21,mujer,propia_pagada,3,5,60.0
2024,10102,rural,22,hombre,alquilada,1,8,12.5
2024,10102,rural,22,hombre,cedida_por_servicios,1,8,12.5
2024,10102,rural,22,hombre,propia_pagada,6,8,75.0
2024,10102,rural,22,mujer,alquilada,1,13,7.6923076923076925
2024,10102,rural,22,mujer,prestada,3,13,23.076923076923077
2024,10102,rural,22,mujer,propia_pagada,9,13,69.23076923076923
2024,10102,rural,23,hombre,alquilada,3,13,23.076923076923077
2024,10102,rural,23,hombre,cedida_por_servicios,2,13,15.384615384615385
2024,10102,rural,23,hombre,prestada,1,13,7.6923076923076925
2024,10102,rural,23,hombre,propia_pagada,7,13,53.84615384615385
2024,10102,rural,23,mujer,alquilada,2,9,22.22222222222222
2024,10102,rural,23,mujer,propia_pagada,7,9,77.77777777777777
2024,10102,rural,24,hombre,alquilada,3,12,25.0
2024,10102,rural,24,hombre,prestada,4,12,33.333333333333336
2024,10102,rural,24,hombre,propia_pagada,5,12,41.666666666666664
2024,10102,rural,24,mujer,alquilada,2,9,22.22222222222222
2024,10102,rural,24,mujer,cedida_por_servicios,1,9,11.11111111111111
2024,10102,rural,24,mujer,otra,2,9,22.22222222222222
2024,10102,rural,24,mujer,propia_pagada,4,9,44.44444444444444
2024,10102,rural,25,hombre,otra,1,16,6.25
2024,10102,rural,25,hombre,prestada,3,16,18.75
2024,10102,rural,25,hombre,propia_en_pago,1,16,6.25
2024,10102,rural,25,hombre,propia_pagada,11,16,68.75
2024,10102,rural,25,mujer,alquilada,1,14,7.142857142857143
2024,10102,rural,25,mujer,cedida_por_servicios,1,14,7.142857142857143
2024,10102,rural,25,mujer,prestada,3,14,21.428571428571427
2024,10102,rural,25,mujer,propia_pagada,9,14,64.28571428571429
2024,10102,rural,26,hombre,alquilada,3,23,13.043478260869565
2024,10102,rural,26,hombre,prestada,3,23,13.043478260869565
2024,10102,rural,26,hombre,propia_pagada,17,23,73.91304347826087
2024,10102,rural,26,mujer,alquilada,1,8,12.5
2024,10102,rural,26,mujer,cedida_por_servicios,1,8,12.5
2024,10102,rural,26,mujer,prestada,1,8,12.5
2024,10102,rural,26,mujer,propia_pagada,5,8,62.5
2024,10102,rural,27,hombre,alquilada,2,25,8.0
2024,10102,rural,27,hombre,otra,2,25,8.0
2024,10102,rural,27,hombre,prestada,5,25,20.0
2024,10102,rural,27,hombre,propia_pagada,16,25,64.0
2024,10102,rural,27,mujer,alquilada,4,13,30.76923076923077
2024,10102,rural,27,mujer,cedida_por_servicios,1,13,7.6923076923076925
2024,10102,rural,27,mujer,prestada,1,13,7.6923076923076925
2024,10102,rural,27,mujer,propia_en_pago,1,13,7.6923076923076925
2024,10102,rural,27,mujer,propia_pagada,6,13,46.15384615384615
2024,10102,rural,28,hombre,alquilada,3,26,11.538461538461538
2024,10102,rural,28,hombre,otra,1,26,3.8461538461538463
2024,10102,rural,28,hombre,prestada,5,26,19.23076923076923
2024,10102,rural,28,hombre,propia_pagada,17,26,65.38461538461539
2024,10102,rural,28,mujer,alquilada,1,14,7.142857142857143
2024,10102,rural,28,mujer,otra,1,14,7.142857142857143
2024,10102,rural,28,mujer,prestada,6,14,42.857142857142854
2024,10102,rural,28,mujer,propia_pagada,6,14,42.857142857142854
2024,10103,rural,16,hombre,prestada,1,12,8.333333333333334
2024,10103,rural,16,hombre,propia_pagada,11,12,91.66666666666667
2024,10103,rural,16,mujer,propia_pagada,19,19,100.0
2024,10103,rural,17,hombre,otra,1,16,6.25
2024,10103,rural,17,hombre,propia_en_pago,1,16,6.25
2024,10103,rural,17,hombre,propia_pagada,14,16,87.5
2024,10103,rural,17,mujer,otra,2,13,15.384615384615385
2024,10103,rural,17,mujer,prestada,2,13,15.384615384615385
2024,10103,rural,17,mujer,propia_pagada,9,13,69.23076923076923
2024,10103,rural,18,hombre,alquilada,1,18,5.555555555555555
2024,10103,rural,18,hombre,otra,1,18,5.555555555555555
2024,10103,rural,18,hombre,propia_pagada,16,18,88.88888888888889
2024,10103,rural,18,mujer,alquilada,1,12,8.333333333333334
2024,10103,rural,18,mujer,propia_pagada,11,12,91.66666666666667
2024,10103,rural,19,hombre,alquilada,1,11,9.090909090909092
2024,10103,rural,19,hombre,propia_pagada,10,11,90.9090909090909
2024,10103,rural,19,mujer,alquilada,1,13,7.6923076923076925
2024,10103,rural,19,mujer,prestada,1,13,7.6923076923076925
2024,10103,rural,19,mujer,propia_pagada,11,13,84.61538461538461
2024,10103,rural,20,hombre,alquilada,1,21,4.761904761904762
2024,10103,rural,20,hombre,prestada,1,21,4.761904761904762
2024,10103,rural,20,hombre,propia_pagada,19,21,90.47619047619048
2024,10103,rural,20,mujer,otra,2,15,13.333333333333334
2024,10103,rural,20,mujer,prestada,1,15,6.666666666666667
2024,10103,rural,20,mujer,propia_pagada,12,15,80.0
2024,10103,rural,21,hombre,alquilada,1,25,4.0
2024,10103,rural,21,hombre,otra,1,25,4.0
2024,10103,rural,21,hombre,propia_en_pago,1,25,4.0
2024,10103,rural,21,hombre,propia_pagada,22,25,88.0
2024,10103,rural,21,mujer,propia_pagada,14,14,100.0
2024,10103,rural,22,hombre,alquilada,1,20,5.0
2024,10103,rural,22,hombre,cedida_por_servicios,1,20,5.0
