gestion,codigo_departamento,area,edad,sexo,edad_primer_embarazo,observaciones,numerador,denominador,valor,cv
2023,1,rural,24,mujer,22.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,24,mujer,23.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,24,mujer,24.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,24,mujer,25.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,24,mujer,26.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,24,mujer,27.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,24,mujer,28.0,1,0.0,0.09384469255174227,0.0,
2023,1,rural,28,mujer,13.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,14.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,15.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,16.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,17.0,1,0.5077211152952612,0.5077211152952612,100.0,0.0
2023,1,rural,28,mujer,18.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,19.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,20.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,21.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,22.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,23.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,24.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,25.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,26.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,27.0,1,0.0,0.5077211152952612,0.0,
2023,1,rural,28,mujer,28.0,1,0.0,0.5077211152952612,0.0,
2023,1,urbana,23,mujer,13.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,14.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,15.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,16.0,3,0.5526534255239133,1.8184601632291,30.391285808678276,0.9961485608132709
2023,1,urbana,23,mujer,17.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,18.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,19.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,20.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,21.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,22.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,23.0,3,1.2658067377051867,1.8184601632291,69.60871419132172,0.43492019600261483
2023,1,urbana,23,mujer,24.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,25.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,26.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,27.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,23,mujer,28.0,3,0.0,1.8184601632291,0.0,
2023,1,urbana,24,mujer,13.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,14.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,15.0,3,0.38800977279421317,1.6137437082683177,24.04407656594864,0.9380526477789861
2023,1,urbana,24,mujer,16.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,17.0,3,0.7504968115842492,1.6137437082683177,46.5065677863801,0.656272005799834
2023,1,urbana,24,mujer,18.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,19.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,20.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,21.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,22.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,23.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,24.0,3,0.4752371238898554,1.6137437082683177,29.449355647671254,0.8785426502855251
2023,1,urbana,24,mujer,25.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,26.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,27.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,24,mujer,28.0,3,0.0,1.6137437082683177,0.0,
2023,1,urbana,25,mujer,13.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,14.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,15.0,3,0.4270246620459571,1.7451426664856564,24.469326791825758,1.0745969276902758
2023,1,urbana,25,mujer,16.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,17.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,18.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,19.0,3,0.5335995777008903,1.7451426664856564,30.576272527646438,0.9959451143074245
2023,1,urbana,25,mujer,20.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,21.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,22.0,3,0.7845184267388088,1.7451426664856564,44.95440068052779,0.7800576388763374
2023,1,urbana,25,mujer,23.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,24.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,25.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,26.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,27.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,25,mujer,28.0,3,0.0,1.7451426664856564,0.0,
2023,1,urbana,27,mujer,13.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,14.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,15.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,16.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,17.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,18.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,19.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,20.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,21.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,22.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,23.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,24.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,25.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,26.0,1,0.0,0.6106893848667041,0.0,
2023,1,urbana,27,mujer,27.0,1,0.6106893848667041,0.6106893848667041,100.0,0.0
2023,1,urbana,27,mujer,28.0,1,0.0,0.6106893848667041,0.0,
2023,2,rural,16,mujer,13.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,14.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,15.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,16.0,1,2.4646653361827022,2.4646653361827022,100.0,0.0
2023,2,rural,16,mujer,17.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,18.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,19.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,20.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,21.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,22.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,23.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,24.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,25.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,26.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,27.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,16,mujer,28.0,1,0.0,2.4646653361827022,0.0,
2023,2,rural,17,mujer,13.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,14.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,15.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,16.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,17.0,2,2.683448347053732,2.683448347053732,100.0,0.0
2023,2,rural,17,mujer,18.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,19.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,20.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,21.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,22.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,23.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,24.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,25.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,26.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,27.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,17,mujer,28.0,2,0.0,2.683448347053732,0.0,
2023,2,rural,18,mujer,13.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,14.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,15.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,16.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,17.0,2,2.0147833898856295,3.6550723395841453,55.12294156440309,0.6346574467903106
2023,2,rural,18,mujer,18.0,2,1.6402889496985156,3.6550723395841453,44.877058435596894,0.7795561155827846
2023,2,rural,18,mujer,19.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,20.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,21.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,22.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,23.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,24.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,25.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,26.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,27.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,18,mujer,28.0,2,0.0,3.6550723395841453,0.0,
2023,2,rural,21,mujer,13.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,14.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,15.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,16.0,1,2.447256519184221,2.447256519184221,100.0,0.0
2023,2,rural,21,mujer,17.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,18.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,19.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,20.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,21.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,22.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,23.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,24.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,25.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,26.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,27.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,21,mujer,28.0,1,0.0,2.447256519184221,0.0,
2023,2,rural,23,mujer,13.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,14.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,15.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,16.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,17.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,18.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,19.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,20.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,21.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,22.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,23.0,1,3.7271775798191484,3.7271775798191484,100.0,0.0
2023,2,rural,23,mujer,24.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,25.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,26.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,27.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,23,mujer,28.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,24,mujer,13.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,14.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,15.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,16.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,17.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,18.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,19.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,20.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,21.0,2,1.5332010186446738,3.2919791925664024,46.57383686102226,0.5342616313897774
2023,2,rural,24,mujer,22.0,2,1.7587781739217283,3.2919791925664024,53.42616313897774,0.4657383686102225
2023,2,rural,24,mujer,23.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,24.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,25.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,26.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,27.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,24,mujer,28.0,2,0.0,3.2919791925664024,0.0,
2023,2,rural,25,mujer,13.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,14.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,15.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,16.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,17.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,18.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,19.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,20.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,21.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,22.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,23.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,24.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,25.0,1,0.7891475831259351,0.7891475831259351,100.0,0.0
2023,2,rural,25,mujer,26.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,27.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,25,mujer,28.0,1,0.0,0.7891475831259351,0.0,
2023,2,rural,26,mujer,13.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,14.0,1,3.7271775798191484,3.7271775798191484,100.0,0.0
2023,2,rural,26,mujer,15.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,16.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,17.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,18.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,19.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,20.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,21.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,22.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,23.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,24.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,25.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,26.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,27.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,26,mujer,28.0,1,0.0,3.7271775798191484,0.0,
2023,2,rural,27,mujer,13.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,14.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,15.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,16.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,17.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,18.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,19.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,20.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,21.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,22.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,23.0,1,1.0114867831336392,1.0114867831336392,100.0,0.0
2023,2,rural,27,mujer,24.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,25.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,26.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,27.0,1,0.0,1.0114867831336392,0.0,
2023,2,rural,27,mujer,28.0,1,0.0,1.0114867831336392,0.0,
2023,2,urbana,20,mujer,13.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,14.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,15.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,16.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,17.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,18.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,19.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,20.0,1,1.2000285179496337,1.2000285179496337,100.0,0.0
2023,2,urbana,20,mujer,21.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,22.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,23.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,24.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,25.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,26.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,27.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,20,mujer,28.0,1,0.0,1.2000285179496337,0.0,
2023,2,urbana,21,mujer,13.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,14.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,15.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,16.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,17.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,18.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,19.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,20.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,21.0,2,1.5458233894268192,1.5458233894268192,100.0,0.0
2023,2,urbana,21,mujer,22.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,23.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,24.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,25.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,26.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,27.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,21,mujer,28.0,2,0.0,1.5458233894268192,0.0,
2023,2,urbana,22,mujer,13.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,14.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,15.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,16.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,17.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,18.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,19.0,1,0.9321650094787333,0.9321650094787333,100.0,0.0
2023,2,urbana,22,mujer,20.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,21.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,22.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,23.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,24.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,25.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,26.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,27.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,22,mujer,28.0,1,0.0,0.9321650094787333,0.0,
2023,2,urbana,23,mujer,13.0,1,0.0,1.0705426776530818,0.0,
2023,2,urbana,23,mujer,14.0,1,0.0,1.0705426776530818,0.0,
2023,2,urbana,23,mujer,15.0,1,0.0,1.0705426776530818,0.0,
