gestion,codigo_departamento,area,edad,sexo,nivel_seguridad,observaciones,numerador,denominador,valor,cv
2025,1,rural,16,hombre,inseguro,8,1.0132821915745915,4.79181279919077,21.14611388294869,0.8691314188462876
2025,1,rural,16,hombre,muy_inseguro,8,0.9704857537703918,4.79181279919077,20.252998070673485,0.8685725045086097
2025,1,rural,16,hombre,muy_seguro,8,0.0,4.79181279919077,0.0,
2025,1,rural,16,hombre,seguro,8,2.8080448538457863,4.79181279919077,58.60088804637782,0.3568470016626724
2025,1,rural,16,mujer,inseguro,8,0.8629670983044984,5.474726111611281,15.762744669075623,0.7562956148418254
2025,1,rural,16,mujer,muy_inseguro,8,1.2645761750850901,5.474726111611281,23.09843724242325,0.9022237391201415
2025,1,rural,16,mujer,muy_seguro,8,0.0,5.474726111611281,0.0,
2025,1,rural,16,mujer,seguro,8,3.347182838221693,5.474726111611281,61.13881808850115,0.37766682394240414
2025,1,rural,17,hombre,inseguro,9,0.5507578444961787,4.753516140710068,11.586325326201752,0.8114444155872839
2025,1,rural,17,hombre,muy_inseguro,9,1.2645761750850901,4.753516140710068,26.602963735728284,0.7902457582143044
2025,1,rural,17,hombre,muy_seguro,9,1.1219721574568293,4.753516140710068,23.602994588532773,0.6801449097218695
2025,1,rural,17,hombre,seguro,9,1.81620996367197,4.753516140710068,38.20771634953719,0.47046683486329005
2025,1,rural,17,mujer,inseguro,11,1.56404003607077,6.470709702851842,24.171074084523514,0.4816557394475156
2025,1,rural,17,mujer,muy_inseguro,11,0.4663266291422137,6.470709702851842,7.206730800126748,0.9966806319924012
2025,1,rural,17,mujer,muy_seguro,11,1.6555552981326946,6.470709702851842,25.585374312234098,0.5968769824613888
2025,1,rural,17,mujer,seguro,11,2.7847877395061635,6.470709702851842,43.03682080311564,0.2897573941092289
2025,1,rural,18,hombre,inseguro,6,0.7891990243364191,5.2266340928721355,15.099565232865558,0.8133816245214031
2025,1,rural,18,hombre,muy_inseguro,6,0.9704857537703918,5.2266340928721355,18.568082948333796,0.9070920207007761
2025,1,rural,18,hombre,muy_seguro,6,1.4560653666664471,5.2266340928721355,27.858567115922046,0.5573491020935248
2025,1,rural,18,hombre,seguro,6,2.010883948098878,5.2266340928721355,38.47378470287861,0.6216981459788634
2025,1,rural,18,mujer,inseguro,3,0.0,3.0167717230252853,0.0,
2025,1,rural,18,mujer,muy_inseguro,3,0.0,3.0167717230252853,0.0,
2025,1,rural,18,mujer,muy_seguro,3,0.5200637949484138,3.0167717230252853,17.23908345398048,1.1340327234420131
2025,1,rural,18,mujer,seguro,3,2.496707928076872,3.0167717230252853,82.76091654601953,0.23621880441706983
2025,1,rural,19,hombre,inseguro,2,0.21076269584751503,0.5998436654492367,35.136270996488726,0.917311652628587
2025,1,rural,19,hombre,muy_inseguro,2,0.0,0.5998436654492367,0.0,
2025,1,rural,19,hombre,muy_seguro,2,0.0,0.5998436654492367,0.0,
2025,1,rural,19,hombre,seguro,2,0.38908096960172167,0.5998436654492367,64.86372900351127,0.49690190974450776
2025,1,rural,19,mujer,inseguro,4,0.1497294591626408,2.0551321141517436,7.285636681534786,1.0665173946164517
2025,1,rural,19,mujer,muy_inseguro,4,0.0,2.0551321141517436,0.0,
2025,1,rural,19,mujer,muy_seguro,4,0.6668663423300278,2.0551321141517436,32.448830794767524,0.8224180771837949
2025,1,rural,19,mujer,seguro,4,1.238536312659075,2.0551321141517436,60.265532523697686,0.44787410782320997
2025,1,rural,20,hombre,inseguro,2,0.7891990243364191,1.3092628192848328,60.27812084112405,0.5617522022942756
2025,1,rural,20,hombre,muy_inseguro,2,0.0,1.3092628192848328,0.0,
2025,1,rural,20,hombre,muy_seguro,2,0.0,1.3092628192848328,0.0,
2025,1,rural,20,hombre,seguro,2,0.5200637949484137,1.3092628192848328,39.72187915887595,0.8524613600788195
2025,1,rural,20,mujer,inseguro,1,0.5549187599237669,0.5549187599237669,100.0,0.0
2025,1,rural,20,mujer,muy_inseguro,1,0.0,0.5549187599237669,0.0,
2025,1,rural,20,mujer,muy_seguro,1,0.0,0.5549187599237669,0.0,
2025,1,rural,20,mujer,seguro,1,0.0,0.5549187599237669,0.0,
2025,1,rural,21,hombre,inseguro,6,0.0,3.5129119876381774,0.0,
2025,1,rural,21,hombre,muy_inseguro,6,0.0,3.5129119876381774,0.0,
2025,1,rural,21,hombre,muy_seguro,6,0.9539761646434817,3.5129119876381774,27.15627855182517,0.6413885498412415
2025,1,rural,21,hombre,seguro,6,2.5589358229946955,3.5129119876381774,72.84372144817482,0.23911087700031794
2025,1,rural,21,mujer,inseguro,3,0.0,1.4398668064175806,0.0,
2025,1,rural,21,mujer,muy_inseguro,3,0.0,1.4398668064175806,0.0,
2025,1,rural,21,mujer,muy_seguro,3,0.40102838533353796,1.4398668064175806,27.85176959050158,0.9078751918770945
2025,1,rural,21,mujer,seguro,3,1.038838421084043,1.4398668064175806,72.14823040949844,0.3504719452933984
2025,1,rural,22,hombre,inseguro,2,0.0,1.073693386059396,0.0,
2025,1,rural,22,hombre,muy_inseguro,2,0.5187746261356291,1.073693386059396,48.316831683168324,0.781376059052739
2025,1,rural,22,hombre,muy_seguro,2,0.0,1.073693386059396,0.0,
2025,1,rural,22,hombre,seguro,2,0.554918759923767,1.073693386059396,51.68316831683168,0.7304818329841699
2025,1,rural,22,mujer,inseguro,2,0.0,1.3092628192848328,0.0,
2025,1,rural,22,mujer,muy_inseguro,2,0.0,1.3092628192848328,0.0,
2025,1,rural,22,mujer,muy_seguro,2,0.7891990243364191,1.3092628192848328,60.27812084112405,0.5617522022942756
2025,1,rural,22,mujer,seguro,2,0.5200637949484137,1.3092628192848328,39.72187915887595,0.8524613600788195
2025,1,rural,23,hombre,inseguro,3,0.0,1.5665812846101068,0.0,
2025,1,rural,23,hombre,muy_inseguro,3,0.0,1.5665812846101068,0.0,
2025,1,rural,23,hombre,muy_seguro,3,0.0,1.5665812846101068,0.0,
2025,1,rural,23,hombre,seguro,3,1.5665812846101068,1.5665812846101068,100.0,0.0
2025,1,rural,23,mujer,inseguro,2,0.0,0.8141752325893153,0.0,
2025,1,rural,23,mujer,muy_inseguro,2,0.0,0.8141752325893153,0.0,
2025,1,rural,23,mujer,muy_seguro,2,0.0,0.8141752325893153,0.0,
2025,1,rural,23,mujer,seguro,2,0.8141752325893153,0.8141752325893153,100.0,0.0
2025,1,rural,24,hombre,inseguro,3,0.38908096960172167,2.1663767014851483,17.9599867989251,1.0482699262110144
2025,1,rural,24,hombre,muy_inseguro,3,0.0,2.1663767014851483,0.0,
2025,1,rural,24,hombre,muy_seguro,3,0.7640135403088352,2.1663767014851483,35.26688316879837,0.8386200781393714
2025,1,rural,24,hombre,seguro,3,1.0132821915745915,2.1663767014851483,46.773130032276526,0.6494955351593987
2025,1,rural,24,mujer,inseguro,4,0.0,2.37447708958364,0.0,
