gestion,codigo_municipio,area,edad,sexo,grupo_ocupacional,numerador,denominador,valor
2024,10101,urbana,18,hombre,operadores_de_maquinaria,48,958,5.010438413361169
2024,10101,urbana,18,hombre,personal_administrativo,19,958,1.9832985386221293
2024,10101,urbana,18,hombre,profesionales,5,958,0.5219206680584552
2024,10101,urbana,18,hombre,servicios_y_ventas,291,958,30.37578288100209
2024,10101,urbana,18,hombre,tecnicos,48,958,5.010438413361169
2024,10101,urbana,18,mujer,agricultura_y_pesca,16,841,1.9024970273483948
2024,10101,urbana,18,mujer,construccion_y_manufactura,69,841,8.204518430439952
2024,10101,urbana,18,mujer,ocupaciones_elementales,129,841,15.338882282996433
2024,10101,urbana,18,mujer,operadores_de_maquinaria,2,841,0.23781212841854935
2024,10101,urbana,18,mujer,personal_administrativo,14,841,1.6646848989298455
2024,10101,urbana,18,mujer,profesionales,2,841,0.23781212841854935
2024,10101,urbana,18,mujer,servicios_y_ventas,590,841,70.15457788347206
2024,10101,urbana,18,mujer,tecnicos,19,841,2.2592152199762188
2024,10101,urbana,19,hombre,agricultura_y_pesca,33,1117,2.954341987466428
2024,10101,urbana,19,hombre,construccion_y_manufactura,433,1117,38.764547896150404
2024,10101,urbana,19,hombre,directores_y_gerentes,6,1117,0.5371530886302597
2024,10101,urbana,19,hombre,ocupaciones_elementales,82,1117,7.341092211280215
2024,10101,urbana,19,hombre,operadores_de_maquinaria,75,1117,6.714413607878245
2024,10101,urbana,19,hombre,personal_administrativo,27,1117,2.4171888988361685
2024,10101,urbana,19,hombre,profesionales,7,1117,0.6266786034019696
2024,10101,urbana,19,hombre,servicios_y_ventas,384,1117,34.37779767233662
2024,10101,urbana,19,hombre,tecnicos,70,1117,6.266786034019695
2024,10101,urbana,19,mujer,agricultura_y_pesca,14,879,1.5927189988623436
2024,10101,urbana,19,mujer,construccion_y_manufactura,71,879,8.0773606370876
2024,10101,urbana,19,mujer,directores_y_gerentes,2,879,0.22753128555176336
2024,10101,urbana,19,mujer,ocupaciones_elementales,121,879,13.765642775881684
2024,10101,urbana,19,mujer,operadores_de_maquinaria,7,879,0.7963594994311718
2024,10101,urbana,19,mujer,personal_administrativo,29,879,3.299203640500569
2024,10101,urbana,19,mujer,profesionales,7,879,0.7963594994311718
2024,10101,urbana,19,mujer,servicios_y_ventas,597,879,67.91808873720136
2024,10101,urbana,19,mujer,tecnicos,31,879,3.5267349260523324
2024,10101,urbana,20,hombre,agricultura_y_pesca,25,1217,2.0542317173377156
2024,10101,urbana,20,hombre,construccion_y_manufactura,495,1217,40.673788003286774
2024,10101,urbana,20,hombre,directores_y_gerentes,4,1217,0.3286770747740345
2024,10101,urbana,20,hombre,ocupaciones_elementales,70,1217,5.751848808545604
2024,10101,urbana,20,hombre,operadores_de_maquinaria,104,1217,8.545603944124897
2024,10101,urbana,20,hombre,personal_administrativo,26,1217,2.1364009860312243
2024,10101,urbana,20,hombre,profesionales,9,1217,0.7395234182415776
2024,10101,urbana,20,hombre,servicios_y_ventas,387,1217,31.79950698438784
2024,10101,urbana,20,hombre,tecnicos,97,1217,7.970419063270337
2024,10101,urbana,20,mujer,agricultura_y_pesca,16,979,1.634320735444331
2024,10101,urbana,20,mujer,construccion_y_manufactura,85,979,8.682328907048008
2024,10101,urbana,20,mujer,directores_y_gerentes,1,979,0.10214504596527069
2024,10101,urbana,20,mujer,ocupaciones_elementales,153,979,15.628192032686414
2024,10101,urbana,20,mujer,operadores_de_maquinaria,7,979,0.7150153217568948
2024,10101,urbana,20,mujer,personal_administrativo,38,979,3.881511746680286
2024,10101,urbana,20,mujer,profesionales,13,979,1.3278855975485189
2024,10101,urbana,20,mujer,servicios_y_ventas,619,979,63.22778345250256
2024,10101,urbana,20,mujer,tecnicos,47,979,4.800817160367722
2024,10101,urbana,21,hombre,agricultura_y_pesca,22,1329,1.655379984951091
2024,10101,urbana,21,hombre,construccion_y_manufactura,526,1329,39.57863054928518
2024,10101,urbana,21,hombre,directores_y_gerentes,2,1329,0.1504890895410083
2024,10101,urbana,21,hombre,ocupaciones_elementales,68,1329,5.116629044394282
2024,10101,urbana,21,hombre,operadores_de_maquinaria,151,1329,11.361926260346126
2024,10101,urbana,21,hombre,personal_administrativo,28,1329,2.106847253574116
2024,10101,urbana,21,hombre,profesionales,12,1329,0.9029345372460497
2024,10101,urbana,21,hombre,servicios_y_ventas,413,1329,31.075996990218208
2024,10101,urbana,21,hombre,tecnicos,107,1329,8.051166290443943
2024,10101,urbana,21,mujer,agricultura_y_pesca,14,1068,1.3108614232209739
2024,10101,urbana,21,mujer,construccion_y_manufactura,101,1068,9.456928838951312
2024,10101,urbana,21,mujer,directores_y_gerentes,2,1068,0.18726591760299627
2024,10101,urbana,21,mujer,ocupaciones_elementales,158,1068,14.794007490636703
2024,10101,urbana,21,mujer,operadores_de_maquinaria,7,1068,0.6554307116104869
2024,10101,urbana,21,mujer,personal_administrativo,41,1068,3.838951310861423
2024,10101,urbana,21,mujer,profesionales,12,1068,1.1235955056179776
2024,10101,urbana,21,mujer,servicios_y_ventas,675,1068,63.20224719101124
2024,10101,urbana,21,mujer,tecnicos,58,1068,5.430711610486892
2024,10101,urbana,22,hombre,agricultura_y_pesca,29,1485,1.9528619528619529
2024,10101,urbana,22,hombre,construccion_y_manufactura,554,1485,37.30639730639731
2024,10101,urbana,22,hombre,directores_y_gerentes,4,1485,0.26936026936026936
2024,10101,urbana,22,hombre,fuerzas_armadas,1,1485,0.06734006734006734
2024,10101,urbana,22,hombre,ocupaciones_elementales,65,1485,4.377104377104377
2024,10101,urbana,22,hombre,operadores_de_maquinaria,161,1485,10.841750841750843
2024,10101,urbana,22,hombre,personal_administrativo,38,1485,2.558922558922559
2024,10101,urbana,22,hombre,profesionales,80,1485,5.3872053872053876
2024,10101,urbana,22,hombre,servicios_y_ventas,440,1485,29.62962962962963
2024,10101,urbana,22,hombre,tecnicos,113,1485,7.609427609427609
2024,10101,urbana,22,mujer,agricultura_y_pesca,20,1193,1.6764459346186085
2024,10101,urbana,22,mujer,construccion_y_manufactura,101,1193,8.466051969823972
2024,10101,urbana,22,mujer,directores_y_gerentes,5,1193,0.4191114836546521
2024,10101,urbana,22,mujer,fuerzas_armadas,2,1193,0.16764459346186086
2024,10101,urbana,22,mujer,ocupaciones_elementales,162,1193,13.57921207041073
2024,10101,urbana,22,mujer,operadores_de_maquinaria,7,1193,0.586756077116513
2024,10101,urbana,22,mujer,personal_administrativo,48,1193,4.0234702430846605
2024,10101,urbana,22,mujer,profesionales,101,1193,8.466051969823972
2024,10101,urbana,22,mujer,servicios_y_ventas,694,1193,58.17267393126572
2024,10101,urbana,22,mujer,tecnicos,53,1193,4.442581726739313
2024,10101,urbana,23,hombre,agricultura_y_pesca,23,1643,1.399878271454656
2024,10101,urbana,23,hombre,construccion_y_manufactura,624,1643,37.97930614729154
2024,10101,urbana,23,hombre,directores_y_gerentes,14,1643,0.852099817407182
2024,10101,urbana,23,hombre,ocupaciones_elementales,66,1643,4.017041996348143
2024,10101,urbana,23,hombre,operadores_de_maquinaria,173,1643,10.529519172245891
2024,10101,urbana,23,hombre,personal_administrativo,51,1643,3.10407790626902
2024,10101,urbana,23,hombre,profesionales,123,1643,7.486305538648813
2024,10101,urbana,23,hombre,servicios_y_ventas,443,1643,26.962872793670115
2024,10101,urbana,23,hombre,tecnicos,126,1643,7.668898356664638
2024,10101,urbana,23,mujer,agricultura_y_pesca,18,1427,1.2613875262789067
2024,10101,urbana,23,mujer,construccion_y_manufactura,123,1427,8.619481429572529
2024,10101,urbana,23,mujer,directores_y_gerentes,5,1427,0.350385423966363
2024,10101,urbana,23,mujer,fuerzas_armadas,2,1427,0.1401541695865452
2024,10101,urbana,23,mujer,ocupaciones_elementales,184,1427,12.894183601962158
2024,10101,urbana,23,mujer,operadores_de_maquinaria,11,1427,0.7708479327259986
2024,10101,urbana,23,mujer,personal_administrativo,81,1427,5.676243868255081
2024,10101,urbana,23,mujer,profesionales,149,1427,10.441485634197617
2024,10101,urbana,23,mujer,servicios_y_ventas,785,1427,55.01051156271899
2024,10101,urbana,23,mujer,tecnicos,69,1427,4.83531885073581
2024,10101,urbana,24,hombre,agricultura_y_pesca,35,1822,1.920965971459934
2024,10101,urbana,24,hombre,construccion_y_manufactura,673,1822,36.93743139407245
2024,10101,urbana,24,hombre,directores_y_gerentes,6,1822,0.32930845225027444
2024,10101,urbana,24,hombre,fuerzas_armadas,4,1822,0.21953896816684962
2024,10101,urbana,24,hombre,ocupaciones_elementales,66,1822,3.622392974753019
2024,10101,urbana,24,hombre,operadores_de_maquinaria,218,1822,11.964873765093303
2024,10101,urbana,24,hombre,personal_administrativo,50,1822,2.74423710208562
2024,10101,urbana,24,hombre,profesionales,173,1822,9.495060373216246
2024,10101,urbana,24,hombre,servicios_y_ventas,463,1822,25.411635565312842
2024,10101,urbana,24,hombre,tecnicos,134,1822,7.3545554335894625
2024,10101,urbana,24,mujer,agricultura_y_pesca,17,1561,1.0890454836643177
2024,10101,urbana,24,mujer,construccion_y_manufactura,150,1561,9.609224855861628
2024,10101,urbana,24,mujer,directores_y_gerentes,10,1561,0.6406149903907752
2024,10101,urbana,24,mujer,fuerzas_armadas,4,1561,0.25624599615631005
2024,10101,urbana,24,mujer,ocupaciones_elementales,165,1561,10.57014734144779
2024,10101,urbana,24,mujer,operadores_de_maquinaria,4,1561,0.25624599615631005
2024,10101,urbana,24,mujer,personal_administrativo,94,1561,6.021780909673287
2024,10101,urbana,24,mujer,profesionales,232,1561,14.862267777065984
2024,10101,urbana,24,mujer,servicios_y_ventas,788,1561,50.48046124279308
2024,10101,urbana,24,mujer,tecnicos,97,1561,6.213965406790519
2024,10101,urbana,25,hombre,agricultura_y_pesca,33,1833,1.800327332242226
2024,10101,urbana,25,hombre,construccion_y_manufactura,648,1833,35.3518821603928
2024,10101,urbana,25,hombre,directores_y_gerentes,10,1833,0.5455537370430987
2024,10101,urbana,25,hombre,fuerzas_armadas,4,1833,0.2182214948172395
2024,10101,urbana,25,hombre,ocupaciones_elementales,61,1833,3.3278777959629022
2024,10101,urbana,25,hombre,operadores_de_maquinaria,247,1833,13.47517730496454
2024,10101,urbana,25,hombre,personal_administrativo,50,1833,2.727768685215494
2024,10101,urbana,25,hombre,profesionales,209,1833,11.402073104200763
2024,10101,urbana,25,hombre,servicios_y_ventas,422,1833,23.022367703218766
2024,10101,urbana,25,hombre,tecnicos,149,1833,8.12875068194217
2024,10101,urbana,25,mujer,agricultura_y_pesca,25,1537,1.6265452179570592
2024,10101,urbana,25,mujer,construccion_y_manufactura,130,1537,8.458035133376708
2024,10101,urbana,25,mujer,directores_y_gerentes,13,1537,0.8458035133376708
2024,10101,urbana,25,mujer,ocupaciones_elementales,164,1537,10.670136629798309
2024,10101,urbana,25,mujer,operadores_de_maquinaria,8,1537,0.5204944697462589
2024,10101,urbana,25,mujer,personal_administrativo,82,1537,5.3350683148991545
2024,10101,urbana,25,mujer,profesionales,288,1537,18.73780091086532
2024,10101,urbana,25,mujer,servicios_y_ventas,702,1537,45.67338972023422
2024,10101,urbana,25,mujer,tecnicos,125,1537,8.132726089785296
2024,10101,urbana,26,hombre,agricultura_y_pesca,25,1911,1.3082155939298796
2024,10101,urbana,26,hombre,construccion_y_manufactura,682,1911,35.68812140240712
2024,10101,urbana,26,hombre,directores_y_gerentes,12,1911,0.6279434850863422
2024,10101,urbana,26,hombre,fuerzas_armadas,3,1911,0.15698587127158556
2024,10101,urbana,26,hombre,ocupaciones_elementales,50,1911,2.6164311878597593
2024,10101,urbana,26,hombre,operadores_de_maquinaria,249,1911,13.029827315541601
2024,10101,urbana,26,hombre,personal_administrativo,60,1911,3.1397174254317113
2024,10101,urbana,26,hombre,profesionales,245,1911,12.820512820512821
2024,10101,urbana,26,hombre,servicios_y_ventas,417,1911,21.82103610675039
2024,10101,urbana,26,hombre,tecnicos,168,1911,8.791208791208792
2024,10101,urbana,26,mujer,agricultura_y_pesca,14,1583,0.8843967150979154
2024,10101,urbana,26,mujer,construccion_y_manufactura,130,1583,8.2122552116235
2024,10101,urbana,26,mujer,directores_y_gerentes,10,1583,0.6317119393556538
2024,10101,urbana,26,mujer,fuerzas_armadas,2,1583,0.12634238787113075
2024,10101,urbana,26,mujer,ocupaciones_elementales,148,1583,9.349336702463676
2024,10101,urbana,26,mujer,operadores_de_maquinaria,14,1583,0.8843967150979154
2024,10101,urbana,26,mujer,personal_administrativo,107,1583,6.759317751105496
2024,10101,urbana,26,mujer,profesionales,331,1583,20.90966519267214
2024,10101,urbana,26,mujer,servicios_y_ventas,714,1583,45.10423246999368
2024,10101,urbana,26,mujer,tecnicos,113,1583,7.138344914718888
