gestion,codigo_municipio,area,edad,sexo,grupo_ocupacional,numerador,denominador,valor
2024,10101,rural,16,hombre,agricultura_y_pesca,26,65,40.0
2024,10101,rural,16,hombre,construccion_y_manufactura,21,65,32.30769230769231
2024,10101,rural,16,hombre,ocupaciones_elementales,4,65,6.153846153846154
2024,10101,rural,16,hombre,operadores_de_maquinaria,3,65,4.615384615384615
2024,10101,rural,16,hombre,servicios_y_ventas,7,65,10.76923076923077
2024,10101,rural,16,hombre,tecnicos,4,65,6.153846153846154
2024,10101,rural,16,mujer,agricultura_y_pesca,8,28,28.571428571428573
2024,10101,rural,16,mujer,construccion_y_manufactura,4,28,14.285714285714286
2024,10101,rural,16,mujer,ocupaciones_elementales,7,28,25.0
2024,10101,rural,16,mujer,servicios_y_ventas,9,28,32.142857142857146
2024,10101,rural,17,hombre,agricultura_y_pesca,23,60,38.333333333333336
2024,10101,rural,17,hombre,construccion_y_manufactura,29,60,48.333333333333336
2024,10101,rural,17,hombre,ocupaciones_elementales,1,60,1.6666666666666667
2024,10101,rural,17,hombre,servicios_y_ventas,6,60,10.0
2024,10101,rural,17,hombre,tecnicos,1,60,1.6666666666666667
2024,10101,rural,17,mujer,agricultura_y_pesca,11,37,29.72972972972973
2024,10101,rural,17,mujer,construccion_y_manufactura,5,37,13.513513513513514
2024,10101,rural,17,mujer,ocupaciones_elementales,9,37,24.324324324324323
2024,10101,rural,17,mujer,servicios_y_ventas,12,37,32.432432432432435
2024,10101,rural,18,hombre,agricultura_y_pesca,26,77,33.76623376623377
2024,10101,rural,18,hombre,construccion_y_manufactura,34,77,44.15584415584416
2024,10101,rural,18,hombre,ocupaciones_elementales,3,77,3.896103896103896
2024,10101,rural,18,hombre,operadores_de_maquinaria,3,77,3.896103896103896
2024,10101,rural,18,hombre,servicios_y_ventas,8,77,10.38961038961039
2024,10101,rural,18,hombre,tecnicos,3,77,3.896103896103896
2024,10101,rural,18,mujer,agricultura_y_pesca,9,50,18.0
2024,10101,rural,18,mujer,construccion_y_manufactura,4,50,8.0
2024,10101,rural,18,mujer,ocupaciones_elementales,8,50,16.0
2024,10101,rural,18,mujer,operadores_de_maquinaria,1,50,2.0
2024,10101,rural,18,mujer,servicios_y_ventas,28,50,56.0
2024,10101,rural,19,hombre,agricultura_y_pesca,27,91,29.67032967032967
2024,10101,rural,19,hombre,construccion_y_manufactura,51,91,56.043956043956044
2024,10101,rural,19,hombre,operadores_de_maquinaria,2,91,2.197802197802198
2024,10101,rural,19,hombre,servicios_y_ventas,8,91,8.791208791208792
2024,10101,rural,19,hombre,tecnicos,3,91,3.2967032967032965
2024,10101,rural,19,mujer,agricultura_y_pesca,11,57,19.29824561403509
2024,10101,rural,19,mujer,construccion_y_manufactura,9,57,15.789473684210526
2024,10101,rural,19,mujer,ocupaciones_elementales,8,57,14.035087719298245
2024,10101,rural,19,mujer,operadores_de_maquinaria,1,57,1.7543859649122806
2024,10101,rural,19,mujer,personal_administrativo,1,57,1.7543859649122806
2024,10101,rural,19,mujer,servicios_y_ventas,26,57,45.6140350877193
2024,10101,rural,19,mujer,tecnicos,1,57,1.7543859649122806
2024,10101,rural,20,hombre,agricultura_y_pesca,29,94,30.851063829787233
2024,10101,rural,20,hombre,construccion_y_manufactura,36,94,38.297872340425535
2024,10101,rural,20,hombre,ocupaciones_elementales,1,94,1.0638297872340425
2024,10101,rural,20,hombre,operadores_de_maquinaria,8,94,8.51063829787234
2024,10101,rural,20,hombre,personal_administrativo,1,94,1.0638297872340425
2024,10101,rural,20,hombre,servicios_y_ventas,15,94,15.957446808510639
2024,10101,rural,20,hombre,tecnicos,4,94,4.25531914893617
2024,10101,rural,20,mujer,agricultura_y_pesca,10,49,20.408163265306122
2024,10101,rural,20,mujer,construccion_y_manufactura,8,49,16.3265306122449
2024,10101,rural,20,mujer,directores_y_gerentes,1,49,2.0408163265306123
2024,10101,rural,20,mujer,ocupaciones_elementales,13,49,26.53061224489796
2024,10101,rural,20,mujer,servicios_y_ventas,16,49,32.6530612244898
2024,10101,rural,20,mujer,tecnicos,1,49,2.0408163265306123
2024,10101,rural,21,hombre,agricultura_y_pesca,33,91,36.26373626373626
2024,10101,rural,21,hombre,construccion_y_manufactura,34,91,37.362637362637365
2024,10101,rural,21,hombre,ocupaciones_elementales,1,91,1.098901098901099
2024,10101,rural,21,hombre,operadores_de_maquinaria,8,91,8.791208791208792
2024,10101,rural,21,hombre,personal_administrativo,1,91,1.098901098901099
2024,10101,rural,21,hombre,profesionales,2,91,2.197802197802198
2024,10101,rural,21,hombre,servicios_y_ventas,10,91,10.989010989010989
2024,10101,rural,21,hombre,tecnicos,2,91,2.197802197802198
2024,10101,rural,21,mujer,agricultura_y_pesca,18,77,23.376623376623378
2024,10101,rural,21,mujer,construccion_y_manufactura,9,77,11.688311688311689
2024,10101,rural,21,mujer,ocupaciones_elementales,15,77,19.48051948051948
2024,10101,rural,21,mujer,personal_administrativo,1,77,1.2987012987012987
2024,10101,rural,21,mujer,servicios_y_ventas,32,77,41.55844155844156
2024,10101,rural,21,mujer,tecnicos,2,77,2.5974025974025974
2024,10101,rural,22,hombre,agricultura_y_pesca,27,101,26.73267326732673
2024,10101,rural,22,hombre,construccion_y_manufactura,48,101,47.524752475247524
2024,10101,rural,22,hombre,ocupaciones_elementales,1,101,0.9900990099009901
2024,10101,rural,22,hombre,operadores_de_maquinaria,9,101,8.910891089108912
2024,10101,rural,22,hombre,profesionales,4,101,3.9603960396039604
2024,10101,rural,22,hombre,servicios_y_ventas,7,101,6.930693069306931
2024,10101,rural,22,hombre,tecnicos,5,101,4.9504950495049505
2024,10101,rural,22,mujer,agricultura_y_pesca,18,64,28.125
2024,10101,rural,22,mujer,construccion_y_manufactura,4,64,6.25
2024,10101,rural,22,mujer,ocupaciones_elementales,8,64,12.5
2024,10101,rural,22,mujer,operadores_de_maquinaria,1,64,1.5625
2024,10101,rural,22,mujer,personal_administrativo,4,64,6.25
2024,10101,rural,22,mujer,profesionales,1,64,1.5625
2024,10101,rural,22,mujer,servicios_y_ventas,26,64,40.625
2024,10101,rural,22,mujer,tecnicos,2,64,3.125
2024,10101,rural,23,hombre,agricultura_y_pesca,36,123,29.26829268292683
2024,10101,rural,23,hombre,construccion_y_manufactura,60,123,48.78048780487805
2024,10101,rural,23,hombre,ocupaciones_elementales,2,123,1.6260162601626016
2024,10101,rural,23,hombre,operadores_de_maquinaria,9,123,7.317073170731708
2024,10101,rural,23,hombre,personal_administrativo,1,123,0.8130081300813008
2024,10101,rural,23,hombre,profesionales,5,123,4.065040650406504
2024,10101,rural,23,hombre,servicios_y_ventas,9,123,7.317073170731708
2024,10101,rural,23,hombre,tecnicos,1,123,0.8130081300813008
2024,10101,rural,23,mujer,agricultura_y_pesca,26,77,33.76623376623377
2024,10101,rural,23,mujer,construccion_y_manufactura,8,77,10.38961038961039
2024,10101,rural,23,mujer,ocupaciones_elementales,7,77,9.090909090909092
2024,10101,rural,23,mujer,personal_administrativo,1,77,1.2987012987012987
2024,10101,rural,23,mujer,profesionales,3,77,3.896103896103896
2024,10101,rural,23,mujer,servicios_y_ventas,28,77,36.36363636363637
2024,10101,rural,23,mujer,tecnicos,4,77,5.194805194805195
2024,10101,rural,24,hombre,agricultura_y_pesca,21,111,18.91891891891892
2024,10101,rural,24,hombre,construccion_y_manufactura,59,111,53.153153153153156
2024,10101,rural,24,hombre,ocupaciones_elementales,1,111,0.9009009009009009
2024,10101,rural,24,hombre,operadores_de_maquinaria,12,111,10.81081081081081
2024,10101,rural,24,hombre,profesionales,8,111,7.207207207207207
2024,10101,rural,24,hombre,servicios_y_ventas,7,111,6.306306306306307
2024,10101,rural,24,hombre,tecnicos,3,111,2.7027027027027026
2024,10101,rural,24,mujer,agricultura_y_pesca,27,83,32.53012048192771
2024,10101,rural,24,mujer,construccion_y_manufactura,7,83,8.433734939759036
2024,10101,rural,24,mujer,ocupaciones_elementales,8,83,9.63855421686747
2024,10101,rural,24,mujer,personal_administrativo,6,83,7.228915662650603
2024,10101,rural,24,mujer,profesionales,2,83,2.4096385542168677
2024,10101,rural,24,mujer,servicios_y_ventas,32,83,38.55421686746988
2024,10101,rural,24,mujer,tecnicos,1,83,1.2048192771084338
2024,10101,rural,25,hombre,agricultura_y_pesca,43,128,33.59375
2024,10101,rural,25,hombre,construccion_y_manufactura,56,128,43.75
2024,10101,rural,25,hombre,operadores_de_maquinaria,15,128,11.71875
2024,10101,rural,25,hombre,personal_administrativo,2,128,1.5625
2024,10101,rural,25,hombre,profesionales,4,128,3.125
2024,10101,rural,25,hombre,servicios_y_ventas,4,128,3.125
2024,10101,rural,25,hombre,tecnicos,4,128,3.125
2024,10101,rural,25,mujer,agricultura_y_pesca,17,67,25.37313432835821
2024,10101,rural,25,mujer,construccion_y_manufactura,12,67,17.91044776119403
2024,10101,rural,25,mujer,ocupaciones_elementales,8,67,11.940298507462687
2024,10101,rural,25,mujer,personal_administrativo,2,67,2.985074626865672
2024,10101,rural,25,mujer,profesionales,4,67,5.970149253731344
2024,10101,rural,25,mujer,servicios_y_ventas,23,67,34.32835820895522
2024,10101,rural,25,mujer,tecnicos,1,67,1.492537313432836
2024,10101,rural,26,hombre,agricultura_y_pesca,33,117,28.205128205128204
2024,10101,rural,26,hombre,construccion_y_manufactura,47,117,40.17094017094017
2024,10101,rural,26,hombre,directores_y_gerentes,1,117,0.8547008547008547
2024,10101,rural,26,hombre,operadores_de_maquinaria,19,117,16.23931623931624
2024,10101,rural,26,hombre,profesionales,2,117,1.7094017094017093
2024,10101,rural,26,hombre,servicios_y_ventas,7,117,5.982905982905983
2024,10101,rural,26,hombre,tecnicos,8,117,6.837606837606837
2024,10101,rural,26,mujer,agricultura_y_pesca,28,76,36.8421052631579
2024,10101,rural,26,mujer,construccion_y_manufactura,8,76,10.526315789473685
2024,10101,rural,26,mujer,ocupaciones_elementales,6,76,7.894736842105263
2024,10101,rural,26,mujer,personal_administrativo,2,76,2.6315789473684212
2024,10101,rural,26,mujer,profesionales,6,76,7.894736842105263
2024,10101,rural,26,mujer,servicios_y_ventas,25,76,32.89473684210526
2024,10101,rural,26,mujer,tecnicos,1,76,1.3157894736842106
2024,10101,rural,27,hombre,agricultura_y_pesca,37,134,27.611940298507463
2024,10101,rural,27,hombre,construccion_y_manufactura,57,134,42.53731343283582
2024,10101,rural,27,hombre,ocupaciones_elementales,1,134,0.746268656716418
2024,10101,rural,27,hombre,operadores_de_maquinaria,20,134,14.925373134328359
2024,10101,rural,27,hombre,personal_administrativo,2,134,1.492537313432836
2024,10101,rural,27,hombre,profesionales,5,134,3.7313432835820897
2024,10101,rural,27,hombre,servicios_y_ventas,7,134,5.223880597014926
2024,10101,rural,27,hombre,tecnicos,5,134,3.7313432835820897
2024,10101,rural,27,mujer,agricultura_y_pesca,19,81,23.45679012345679
2024,10101,rural,27,mujer,construccion_y_manufactura,13,81,16.049382716049383
2024,10101,rural,27,mujer,ocupaciones_elementales,6,81,7.407407407407407
2024,10101,rural,27,mujer,personal_administrativo,2,81,2.4691358024691357
2024,10101,rural,27,mujer,profesionales,4,81,4.938271604938271
2024,10101,rural,27,mujer,servicios_y_ventas,34,81,41.97530864197531
2024,10101,rural,27,mujer,tecnicos,3,81,3.7037037037037037
2024,10101,rural,28,hombre,agricultura_y_pesca,40,115,34.78260869565217
2024,10101,rural,28,hombre,construccion_y_manufactura,51,115,44.34782608695652
2024,10101,rural,28,hombre,ocupaciones_elementales,1,115,0.8695652173913043
2024,10101,rural,28,hombre,operadores_de_maquinaria,11,115,9.565217391304348
2024,10101,rural,28,hombre,personal_administrativo,2,115,1.7391304347826086
2024,10101,rural,28,hombre,profesionales,2,115,1.7391304347826086
2024,10101,rural,28,hombre,servicios_y_ventas,7,115,6.086956521739131
2024,10101,rural,28,hombre,tecnicos,1,115,0.8695652173913043
2024,10101,rural,28,mujer,agricultura_y_pesca,17,69,24.63768115942029
2024,10101,rural,28,mujer,construccion_y_manufactura,10,69,14.492753623188406
2024,10101,rural,28,mujer,ocupaciones_elementales,7,69,10.144927536231885
2024,10101,rural,28,mujer,personal_administrativo,1,69,1.4492753623188406
2024,10101,rural,28,mujer,profesionales,3,69,4.3478260869565215
2024,10101,rural,28,mujer,servicios_y_ventas,30,69,43.47826086956522
2024,10101,rural,28,mujer,tecnicos,1,69,1.4492753623188406
2024,10101,urbana,16,hombre,agricultura_y_pesca,19,594,3.1986531986531985
2024,10101,urbana,16,hombre,construccion_y_manufactura,253,594,42.592592592592595
2024,10101,urbana,16,hombre,directores_y_gerentes,1,594,0.16835016835016836
2024,10101,urbana,16,hombre,ocupaciones_elementales,66,594,11.11111111111111
2024,10101,urbana,16,hombre,operadores_de_maquinaria,22,594,3.7037037037037037
2024,10101,urbana,16,hombre,personal_administrativo,3,594,0.5050505050505051
2024,10101,urbana,16,hombre,servicios_y_ventas,217,594,36.53198653198653
2024,10101,urbana,16,hombre,tecnicos,13,594,2.1885521885521886
2024,10101,urbana,16,mujer,agricultura_y_pesca,13,478,2.719665271966527
2024,10101,urbana,16,mujer,construccion_y_manufactura,42,478,8.786610878661088
2024,10101,urbana,16,mujer,ocupaciones_elementales,66,478,13.807531380753138
2024,10101,urbana,16,mujer,operadores_de_maquinaria,1,478,0.20920502092050208
2024,10101,urbana,16,mujer,personal_administrativo,6,478,1.2552301255230125
2024,10101,urbana,16,mujer,servicios_y_ventas,341,478,71.33891213389121
2024,10101,urbana,16,mujer,tecnicos,9,478,1.8828451882845187
2024,10101,urbana,17,hombre,agricultura_y_pesca,24,753,3.187250996015936
2024,10101,urbana,17,hombre,construccion_y_manufactura,388,753,51.527224435590966
2024,10101,urbana,17,hombre,directores_y_gerentes,2,753,0.2656042496679947
2024,10101,urbana,17,hombre,ocupaciones_elementales,64,753,8.49933598937583
2024,10101,urbana,17,hombre,operadores_de_maquinaria,25,753,3.3200531208499338
2024,10101,urbana,17,hombre,personal_administrativo,10,753,1.3280212483399734
2024,10101,urbana,17,hombre,servicios_y_ventas,208,753,27.622841965471448
2024,10101,urbana,17,hombre,tecnicos,32,753,4.249667994687915
2024,10101,urbana,17,mujer,agricultura_y_pesca,5,583,0.8576329331046312
2024,10101,urbana,17,mujer,construccion_y_manufactura,53,583,9.090909090909092
2024,10101,urbana,17,mujer,directores_y_gerentes,1,583,0.17152658662092624
2024,10101,urbana,17,mujer,ocupaciones_elementales,103,583,17.667238421955403
2024,10101,urbana,17,mujer,operadores_de_maquinaria,2,583,0.34305317324185247
2024,10101,urbana,17,mujer,personal_administrativo,11,583,1.8867924528301887
2024,10101,urbana,17,mujer,servicios_y_ventas,402,583,68.95368782161235
2024,10101,urbana,17,mujer,tecnicos,6,583,1.0291595197255574
2024,10101,urbana,18,hombre,agricultura_y_pesca,33,958,3.4446764091858038
2024,10101,urbana,18,hombre,construccion_y_manufactura,433,958,45.19832985386221
2024,10101,urbana,18,hombre,directores_y_gerentes,2,958,0.20876826722338204
2024,10101,urbana,18,hombre,ocupaciones_elementales,79,958,8.24634655532359
