gestion,codigo_municipio,area,edad,sexo,numerador,denominador,valor
2024,10101,rural,16,hombre,4,173,2.3121387283236996
2024,10101,rural,16,mujer,6,151,3.9735099337748343
2024,10101,rural,17,hombre,5,161,3.1055900621118013
2024,10101,rural,17,mujer,17,147,11.564625850340136
2024,10101,rural,18,hombre,6,148,4.054054054054054
2024,10101,rural,18,mujer,16,145,11.03448275862069
2024,10101,rural,19,hombre,9,140,6.428571428571429
2024,10101,rural,19,mujer,22,115,19.130434782608695
2024,10101,rural,20,hombre,14,133,10.526315789473685
2024,10101,rural,20,mujer,18,105,17.142857142857142
2024,10101,rural,21,hombre,7,113,6.1946902654867255
2024,10101,rural,21,mujer,18,132,13.636363636363637
2024,10101,rural,22,hombre,14,133,10.526315789473685
2024,10101,rural,22,mujer,34,119,28.571428571428573
2024,10101,rural,23,hombre,18,155,11.612903225806452
2024,10101,rural,23,mujer,38,134,28.35820895522388
2024,10101,rural,24,hombre,22,151,14.56953642384106
2024,10101,rural,24,mujer,39,145,26.896551724137932
2024,10101,rural,25,hombre,22,163,13.496932515337424
2024,10101,rural,25,mujer,44,129,34.10852713178294
2024,10101,rural,26,hombre,10,131,7.633587786259542
2024,10101,rural,26,mujer,43,135,31.85185185185185
2024,10101,rural,27,hombre,7,148,4.72972972972973
2024,10101,rural,27,mujer,47,140,33.57142857142857
2024,10101,rural,28,hombre,10,130,7.6923076923076925
2024,10101,rural,28,mujer,33,110,30.0
2024,10101,urbana,16,hombre,18,2517,0.7151370679380215
2024,10101,urbana,16,mujer,22,2528,0.870253164556962
2024,10101,urbana,17,hombre,65,2704,2.4038461538461537
2024,10101,urbana,17,mujer,62,2666,2.3255813953488373
2024,10101,urbana,18,hombre,218,2885,7.55632582322357
2024,10101,urbana,18,mujer,129,2964,4.352226720647773
2024,10101,urbana,19,hombre,150,2803,5.351409204423832
2024,10101,urbana,19,mujer,137,2969,4.6143482654092285
2024,10101,urbana,20,hombre,126,2804,4.49358059914408
2024,10101,urbana,20,mujer,186,2875,6.469565217391304
2024,10101,urbana,21,hombre,124,2818,4.4002838892831795
2024,10101,urbana,21,mujer,202,2974,6.7921990585070615
2024,10101,urbana,22,hombre,137,2782,4.92451473759885
2024,10101,urbana,22,mujer,297,2913,10.1956745623069
2024,10101,urbana,23,hombre,183,2923,6.2606910708176535
2024,10101,urbana,23,mujer,429,3133,13.692946058091286
2024,10101,urbana,24,hombre,211,3027,6.970597951767426
2024,10101,urbana,24,mujer,517,3063,16.878876918054196
2024,10101,urbana,25,hombre,185,2743,6.744440393729493
2024,10101,urbana,25,mujer,546,2825,19.327433628318584
2024,10101,urbana,26,hombre,219,2702,8.105107327905255
2024,10101,urbana,26,mujer,601,2775,21.65765765765766
2024,10101,urbana,27,hombre,212,2503,8.469836196564122
2024,10101,urbana,27,mujer,611,2666,22.91822955738935
2024,10101,urbana,28,hombre,237,2592,9.143518518518519
2024,10101,urbana,28,mujer,588,2563,22.941865001950838
2024,10102,rural,16,hombre,0,89,0.0
2024,10102,rural,16,mujer,0,83,0.0
2024,10102,rural,17,hombre,3,76,3.9473684210526314
2024,10102,rural,17,mujer,3,73,4.109589041095891
2024,10102,rural,18,hombre,3,72,4.166666666666667
2024,10102,rural,18,mujer,3,66,4.545454545454546
2024,10102,rural,19,hombre,5,55,9.090909090909092
2024,10102,rural,19,mujer,6,68,8.823529411764707
2024,10102,rural,20,hombre,3,81,3.7037037037037037
2024,10102,rural,20,mujer,7,63,11.11111111111111
2024,10102,rural,21,hombre,4,70,5.714285714285714
2024,10102,rural,21,mujer,7,64,10.9375
2024,10102,rural,22,hombre,3,61,4.918032786885246
2024,10102,rural,22,mujer,12,59,20.338983050847457
2024,10102,rural,23,hombre,3,73,4.109589041095891
2024,10102,rural,23,mujer,17,68,25.0
2024,10102,rural,24,hombre,3,62,4.838709677419355
2024,10102,rural,24,mujer,19,76,25.0
2024,10102,rural,25,hombre,5,65,7.6923076923076925
2024,10102,rural,25,mujer,24,69,34.78260869565217
2024,10102,rural,26,hombre,3,70,4.285714285714286
2024,10102,rural,26,mujer,15,77,19.48051948051948
2024,10102,rural,27,hombre,4,71,5.633802816901408
2024,10102,rural,27,mujer,17,65,26.153846153846153
2024,10102,rural,28,hombre,5,70,7.142857142857143
2024,10102,rural,28,mujer,15,70,21.428571428571427
2024,10103,rural,16,hombre,14,146,9.58904109589041
2024,10103,rural,16,mujer,24,133,18.045112781954888
2024,10103,rural,17,hombre,9,123,7.317073170731708
2024,10103,rural,17,mujer,22,115,19.130434782608695
2024,10103,rural,18,hombre,17,124,13.709677419354838
2024,10103,rural,18,mujer,29,113,25.663716814159294
2024,10103,rural,19,hombre,13,92,14.130434782608695
2024,10103,rural,19,mujer,36,98,36.734693877551024
2024,10103,rural,20,hombre,19,107,17.757009345794394
2024,10103,rural,20,mujer,25,80,31.25
2024,10103,rural,21,hombre,18,92,19.565217391304348
2024,10103,rural,21,mujer,34,93,36.55913978494624
2024,10103,rural,22,hombre,10,66,15.151515151515152
2024,10103,rural,22,mujer,29,65,44.61538461538461
2024,10103,rural,23,hombre,14,76,18.42105263157895
2024,10103,rural,23,mujer,40,88,45.45454545454545
2024,10103,rural,24,hombre,12,69,17.391304347826086
2024,10103,rural,24,mujer,34,75,45.333333333333336
2024,10103,rural,25,hombre,15,76,19.736842105263158
2024,10103,rural,25,mujer,28,62,45.16129032258065
2024,10103,rural,26,hombre,11,72,15.277777777777779
2024,10103,rural,26,mujer,27,60,45.0
2024,10103,rural,27,hombre,22,83,26.50602409638554
2024,10103,rural,27,mujer,26,61,42.622950819672134
2024,10103,rural,28,hombre,12,68,17.647058823529413
2024,10103,rural,28,mujer,32,77,41.55844155844156
2024,10201,rural,16,hombre,12,76,15.789473684210526
2024,10201,rural,16,mujer,18,65,27.692307692307693
2024,10201,rural,17,hombre,14,72,19.444444444444443
2024,10201,rural,17,mujer,22,76,28.94736842105263
2024,10201,rural,18,hombre,3,54,5.555555555555555
