gestion,codigo_departamento,area,edad,sexo,razon,observaciones,numerador,denominador,valor,cv
2023,2,rural,19,mujer,salud_o_efectos,1,0.0,1.2725733899757945,0.0,
2023,2,rural,21,mujer,costo,1,0.0,0.5902769922790505,0.0,
2023,2,rural,21,mujer,desconocimiento,1,0.0,0.5902769922790505,0.0,
2023,2,rural,21,mujer,distancia,1,0.0,0.5902769922790505,0.0,
2023,2,rural,21,mujer,oposicion,1,0.5902769922790505,0.5902769922790505,100.0,0.0
2023,2,rural,21,mujer,otra_razon,1,0.0,0.5902769922790505,0.0,
2023,2,rural,21,mujer,salud_o_efectos,1,0.0,0.5902769922790505,0.0,
2023,2,rural,22,mujer,costo,1,0.0,0.38366636969309814,0.0,
2023,2,rural,22,mujer,desconocimiento,1,0.0,0.38366636969309814,0.0,
2023,2,rural,22,mujer,distancia,1,0.0,0.38366636969309814,0.0,
2023,2,rural,22,mujer,oposicion,1,0.0,0.38366636969309814,0.0,
2023,2,rural,22,mujer,otra_razon,1,0.0,0.38366636969309814,0.0,
2023,2,rural,22,mujer,salud_o_efectos,1,0.38366636969309814,0.38366636969309814,100.0,0.0
2023,2,rural,25,mujer,costo,1,0.0,2.1236906001497164,0.0,
2023,2,rural,25,mujer,desconocimiento,1,0.0,2.1236906001497164,0.0,
2023,2,rural,25,mujer,distancia,1,0.0,2.1236906001497164,0.0,
2023,2,rural,25,mujer,oposicion,1,0.0,2.1236906001497164,0.0,
2023,2,rural,25,mujer,otra_razon,1,2.1236906001497164,2.1236906001497164,100.0,0.0
2023,2,rural,25,mujer,salud_o_efectos,1,0.0,2.1236906001497164,0.0,
2023,2,urbana,18,mujer,costo,2,0.0,2.277577351111548,0.0,
2023,2,urbana,18,mujer,desconocimiento,2,0.40908153489458177,2.277577351111548,17.961257592192588,1.1602030215315402
2023,2,urbana,18,mujer,distancia,2,0.0,2.277577351111548,0.0,
2023,2,urbana,18,mujer,oposicion,2,0.0,2.277577351111548,0.0,
2023,2,urbana,18,mujer,otra_razon,2,1.868495816216966,2.277577351111548,82.0387424078074,0.2540105408415548
2023,2,urbana,18,mujer,salud_o_efectos,2,0.0,2.277577351111548,0.0,
2023,2,urbana,19,mujer,costo,2,0.0,2.721629604537167,0.0,
2023,2,urbana,19,mujer,desconocimiento,2,0.0,2.721629604537167,0.0,
2023,2,urbana,19,mujer,distancia,2,0.0,2.721629604537167,0.0,
2023,2,urbana,19,mujer,oposicion,2,0.0,2.721629604537167,0.0,
2023,2,urbana,19,mujer,otra_razon,2,2.721629604537167,2.721629604537167,100.0,0.0
2023,2,urbana,19,mujer,salud_o_efectos,2,0.0,2.721629604537167,0.0,
2023,2,urbana,20,mujer,costo,3,0.0,3.5441065759878927,0.0,
2023,2,urbana,20,mujer,desconocimiento,3,0.0,3.5441065759878927,0.0,
2023,2,urbana,20,mujer,distancia,3,0.0,3.5441065759878927,0.0,
2023,2,urbana,20,mujer,oposicion,3,0.0,3.5441065759878927,0.0,
2023,2,urbana,20,mujer,otra_razon,3,3.5441065759878927,3.5441065759878927,100.0,0.0
2023,2,urbana,20,mujer,salud_o_efectos,3,0.0,3.5441065759878927,0.0,
2023,2,urbana,22,mujer,costo,2,0.0,2.792770212739877,0.0,
2023,2,urbana,22,mujer,desconocimiento,2,0.0,2.792770212739877,0.0,
2023,2,urbana,22,mujer,distancia,2,0.0,2.792770212739877,0.0,
2023,2,urbana,22,mujer,oposicion,2,0.0,2.792770212739877,0.0,
2023,2,urbana,22,mujer,otra_razon,2,2.792770212739877,2.792770212739877,100.0,0.0
2023,2,urbana,22,mujer,salud_o_efectos,2,0.0,2.792770212739877,0.0,
2023,2,urbana,23,mujer,costo,1,0.0,0.8903539288882074,0.0,
2023,2,urbana,23,mujer,desconocimiento,1,0.0,0.8903539288882074,0.0,
2023,2,urbana,23,mujer,distancia,1,0.0,0.8903539288882074,0.0,
2023,2,urbana,23,mujer,oposicion,1,0.0,0.8903539288882074,0.0,
2023,2,urbana,23,mujer,otra_razon,1,0.0,0.8903539288882074,0.0,
2023,2,urbana,23,mujer,salud_o_efectos,1,0.8903539288882074,0.8903539288882074,100.0,0.0
2023,2,urbana,24,mujer,costo,3,0.0,4.053100405973422,0.0,
2023,2,urbana,24,mujer,desconocimiento,3,0.0,4.053100405973422,0.0,
2023,2,urbana,24,mujer,distancia,3,0.0,4.053100405973422,0.0,
2023,2,urbana,24,mujer,oposicion,3,0.0,4.053100405973422,0.0,
2023,2,urbana,24,mujer,otra_razon,3,4.053100405973422,4.053100405973422,100.0,0.0
2023,2,urbana,24,mujer,salud_o_efectos,3,0.0,4.053100405973422,0.0,
2023,2,urbana,26,mujer,costo,2,0.0,1.8590664402128456,0.0,
2023,2,urbana,26,mujer,desconocimiento,2,0.0,1.8590664402128456,0.0,
2023,2,urbana,26,mujer,distancia,2,0.0,1.8590664402128456,0.0,
2023,2,urbana,26,mujer,oposicion,2,0.0,1.8590664402128456,0.0,
2023,2,urbana,26,mujer,otra_razon,2,1.8590664402128456,1.8590664402128456,100.0,0.0
2023,2,urbana,26,mujer,salud_o_efectos,2,0.0,1.8590664402128456,0.0,
2023,2,urbana,28,mujer,costo,2,0.0,2.144370119886236,0.0,
2023,2,urbana,28,mujer,desconocimiento,2,0.0,2.144370119886236,0.0,
2023,2,urbana,28,mujer,distancia,2,0.0,2.144370119886236,0.0,
2023,2,urbana,28,mujer,oposicion,2,0.0,2.144370119886236,0.0,
2023,2,urbana,28,mujer,otra_razon,2,0.8958751881412631,2.144370119886236,41.77801116669129,0.8233832623640007
2023,2,urbana,28,mujer,salud_o_efectos,2,1.2484949317449727,2.144370119886236,58.2219888333087,0.5908303000090944
2023,3,rural,18,mujer,costo,1,0.0,0.9208176574894087,0.0,
2023,3,rural,18,mujer,desconocimiento,1,0.0,0.9208176574894087,0.0,
2023,3,rural,18,mujer,distancia,1,0.0,0.9208176574894087,0.0,
2023,3,rural,18,mujer,oposicion,1,0.0,0.9208176574894087,0.0,
2023,3,rural,18,mujer,otra_razon,1,0.9208176574894087,0.9208176574894087,100.0,0.0
2023,3,rural,18,mujer,salud_o_efectos,1,0.0,0.9208176574894087,0.0,
2023,3,urbana,19,mujer,costo,1,0.0,1.297699013588632,0.0,
2023,3,urbana,19,mujer,desconocimiento,1,0.0,1.297699013588632,0.0,
2023,3,urbana,19,mujer,distancia,1,0.0,1.297699013588632,0.0,
2023,3,urbana,19,mujer,oposicion,1,0.0,1.297699013588632,0.0,
2023,3,urbana,19,mujer,otra_razon,1,1.297699013588632,1.297699013588632,100.0,0.0
2023,3,urbana,19,mujer,salud_o_efectos,1,0.0,1.297699013588632,0.0,
2023,3,urbana,20,mujer,costo,2,0.0,3.179561614497139,0.0,
2023,3,urbana,20,mujer,desconocimiento,2,0.0,3.179561614497139,0.0,
2023,3,urbana,20,mujer,distancia,2,0.0,3.179561614497139,0.0,
2023,3,urbana,20,mujer,oposicion,2,0.0,3.179561614497139,0.0,
2023,3,urbana,20,mujer,otra_razon,2,1.7361301486697691,3.179561614497139,54.60281507846626,0.7413329254435204
2023,3,urbana,20,mujer,salud_o_efectos,2,1.4434314658273697,3.179561614497139,45.397184921533736,0.8916602364119318
2023,3,urbana,23,mujer,costo,3,0.0,3.029795263526382,0.0,
2023,3,urbana,23,mujer,desconocimiento,3,0.0,3.029795263526382,0.0,
2023,3,urbana,23,mujer,distancia,3,0.0,3.029795263526382,0.0,
2023,3,urbana,23,mujer,oposicion,3,0.0,3.029795263526382,0.0,
2023,3,urbana,23,mujer,otra_razon,3,2.099698008309584,3.029795263526382,69.30164666855222,0.22726717787892264
2023,3,urbana,23,mujer,salud_o_efectos,3,0.9300972552167981,3.029795263526382,30.698353331447777,0.5130564981995182
2023,3,urbana,24,mujer,costo,1,0.0,1.1517511027093599,0.0,
2023,3,urbana,24,mujer,desconocimiento,1,0.0,1.1517511027093599,0.0,
2023,3,urbana,24,mujer,distancia,1,0.0,1.1517511027093599,0.0,
2023,3,urbana,24,mujer,oposicion,1,0.0,1.1517511027093599,0.0,
2023,3,urbana,24,mujer,otra_razon,1,1.1517511027093599,1.1517511027093599,100.0,0.0
2023,3,urbana,24,mujer,salud_o_efectos,1,0.0,1.1517511027093599,0.0,
2023,3,urbana,25,mujer,costo,1,0.0,0.8445382800521727,0.0,
2023,3,urbana,25,mujer,desconocimiento,1,0.0,0.8445382800521727,0.0,
2023,3,urbana,25,mujer,distancia,1,0.0,0.8445382800521727,0.0,
2023,3,urbana,25,mujer,oposicion,1,0.0,0.8445382800521727,0.0,
2023,3,urbana,25,mujer,otra_razon,1,0.8445382800521727,0.8445382800521727,100.0,0.0
2023,3,urbana,25,mujer,salud_o_efectos,1,0.0,0.8445382800521727,0.0,
2023,4,rural,27,mujer,costo,1,0.0,0.6849229975693425,0.0,
2023,4,rural,27,mujer,desconocimiento,1,0.0,0.6849229975693425,0.0,
2023,4,rural,27,mujer,distancia,1,0.0,0.6849229975693425,0.0,
2023,4,rural,27,mujer,oposicion,1,0.0,0.6849229975693425,0.0,
2023,4,rural,27,mujer,otra_razon,1,0.6849229975693425,0.6849229975693425,100.0,0.0
2023,4,rural,27,mujer,salud_o_efectos,1,0.0,0.6849229975693425,0.0,
2023,4,urbana,22,mujer,costo,1,0.0,0.34990059166009957,0.0,
2023,4,urbana,22,mujer,desconocimiento,1,0.0,0.34990059166009957,0.0,
2023,4,urbana,22,mujer,distancia,1,0.0,0.34990059166009957,0.0,
2023,4,urbana,22,mujer,oposicion,1,0.0,0.34990059166009957,0.0,
2023,4,urbana,22,mujer,otra_razon,1,0.34990059166009957,0.34990059166009957,100.0,0.0
2023,4,urbana,22,mujer,salud_o_efectos,1,0.0,0.34990059166009957,0.0,
2023,4,urbana,23,mujer,costo,2,0.0,1.0480355816866793,0.0,
2023,4,urbana,23,mujer,desconocimiento,2,0.0,1.0480355816866793,0.0,
2023,4,urbana,23,mujer,distancia,2,0.0,1.0480355816866793,0.0,
2023,4,urbana,23,mujer,oposicion,2,0.0,1.0480355816866793,0.0,
2023,4,urbana,23,mujer,otra_razon,2,0.5059482118487417,1.0480355816866793,48.275862068965516,0.8446516354424752
2023,4,urbana,23,mujer,salud_o_efectos,2,0.5420873698379376,1.0480355816866793,51.724137931034484,0.7883415264129767
2023,4,urbana,24,mujer,costo,2,0.0,1.0334186451350005,0.0,
2023,4,urbana,24,mujer,desconocimiento,2,0.0,1.0334186451350005,0.0,
2023,4,urbana,24,mujer,distancia,2,0.0,1.0334186451350005,0.0,
2023,4,urbana,24,mujer,oposicion,2,0.0,1.0334186451350005,0.0,
2023,4,urbana,24,mujer,otra_razon,2,1.0334186451350005,1.0334186451350005,100.0,0.0
2023,4,urbana,24,mujer,salud_o_efectos,2,0.32384179892321713,1.0334186451350005,31.336941756156538,0.6866305824384346
2023,4,urbana,25,mujer,costo,2,0.0,0.7277543723054714,0.0,
2023,4,urbana,25,mujer,desconocimiento,2,0.0,0.7277543723054714,0.0,
2023,4,urbana,25,mujer,distancia,2,0.0,0.7277543723054714,0.0,
2023,4,urbana,25,mujer,oposicion,2,0.0,0.7277543723054714,0.0,
2023,4,urbana,25,mujer,otra_razon,2,0.31138634511847785,0.7277543723054714,42.78728606356967,0.9342797062938285
2023,4,urbana,25,mujer,salud_o_efectos,2,0.41636802718699345,0.7277543723054714,57.212713936430326,0.6987134555616237
2023,4,urbana,28,mujer,costo,2,0.0,1.5966351565827681,0.0,
2023,4,urbana,28,mujer,desconocimiento,2,0.0,1.5966351565827681,0.0,
2023,4,urbana,28,mujer,distancia,2,0.0,1.5966351565827681,0.0,
2023,4,urbana,28,mujer,oposicion,2,0.0,1.5966351565827681,0.0,
2023,4,urbana,28,mujer,otra_razon,2,0.971525396769651,1.5966351565827681,60.84830293033122,0.5536886098584854
2023,4,urbana,28,mujer,salud_o_efectos,2,0.625109759813117,1.5966351565827681,39.15169706966877,0.8605249525146097
2023,5,rural,17,mujer,costo,1,0.0,0.7404721488243781,0.0,
2023,5,rural,17,mujer,desconocimiento,1,0.0,0.7404721488243781,0.0,
2023,5,rural,17,mujer,distancia,1,0.0,0.7404721488243781,0.0,
2023,5,rural,17,mujer,oposicion,1,0.0,0.7404721488243781,0.0,
2023,5,rural,17,mujer,otra_razon,1,0.7404721488243781,0.7404721488243781,100.0,0.0
2023,5,rural,17,mujer,salud_o_efectos,1,0.0,0.7404721488243781,0.0,
2023,5,urbana,22,mujer,costo,2,0.0,0.8075797835002303,0.0,
2023,5,urbana,22,mujer,desconocimiento,2,0.0,0.8075797835002303,0.0,
2023,5,urbana,22,mujer,distancia,2,0.0,0.8075797835002303,0.0,
2023,5,urbana,22,mujer,oposicion,2,0.0,0.8075797835002303,0.0,
2023,5,urbana,22,mujer,otra_razon,2,0.8075797835002303,0.8075797835002303,100.0,0.0
2023,5,urbana,22,mujer,salud_o_efectos,2,0.0,0.8075797835002303,0.0,
2023,5,urbana,23,mujer,costo,2,0.0,1.2922637779376964,0.0,
2023,5,urbana,23,mujer,desconocimiento,2,0.0,1.2922637779376964,0.0,
2023,5,urbana,23,mujer,distancia,2,0.0,1.2922637779376964,0.0,
2023,5,urbana,23,mujer,oposicion,2,0.0,1.2922637779376964,0.0,
2023,5,urbana,23,mujer,otra_razon,2,0.7394341250420479,1.2922637779376964,57.22006123410031,0.6049996960022588
2023,5,urbana,23,mujer,salud_o_efectos,2,0.5528296528956486,1.2922637779376964,42.77993876589969,0.8092138663708364
2023,5,urbana,25,mujer,costo,1,0.0,0.42470584116314014,0.0,
2023,5,urbana,25,mujer,desconocimiento,1,0.0,0.42470584116314014,0.0,
2023,5,urbana,25,mujer,distancia,1,0.0,0.42470584116314014,0.0,
2023,5,urbana,25,mujer,oposicion,1,0.0,0.42470584116314014,0.0,
2023,5,urbana,25,mujer,otra_razon,1,0.42470584116314014,0.42470584116314014,100.0,0.0
2023,5,urbana,25,mujer,salud_o_efectos,1,0.0,0.42470584116314014,0.0,
2023,5,urbana,26,mujer,costo,1,0.0,0.38472652799734736,0.0,
2023,5,urbana,26,mujer,desconocimiento,1,0.0,0.38472652799734736,0.0,
2023,5,urbana,26,mujer,distancia,1,0.0,0.38472652799734736,0.0,
2023,5,urbana,26,mujer,oposicion,1,0.0,0.38472652799734736,0.0,
2023,5,urbana,26,mujer,otra_razon,1,0.38472652799734736,0.38472652799734736,100.0,0.0
2023,5,urbana,26,mujer,salud_o_efectos,1,0.0,0.38472652799734736,0.0,
2023,5,urbana,27,mujer,costo,1,0.0,0.9507010179112043,0.0,
2023,5,urbana,27,mujer,desconocimiento,1,0.0,0.9507010179112043,0.0,
2023,5,urbana,27,mujer,distancia,1,0.0,0.9507010179112043,0.0,
2023,5,urbana,27,mujer,oposicion,1,0.0,0.9507010179112043,0.0,
2023,5,urbana,27,mujer,otra_razon,1,0.9507010179112043,0.9507010179112043,100.0,0.0
2023,5,urbana,27,mujer,salud_o_efectos,1,0.0,0.9507010179112043,0.0,
2023,5,urbana,28,mujer,costo,3,0.0,1.112543223802223,0.0,
2023,5,urbana,28,mujer,desconocimiento,3,0.0,1.112543223802223,0.0,
2023,5,urbana,28,mujer,distancia,3,0.0,1.112543223802223,0.0,
2023,5,urbana,28,mujer,oposicion,3,0.0,1.112543223802223,0.0,
2023,5,urbana,28,mujer,otra_razon,3,0.6925044797947217,1.112543223802223,62.24517528658539,0.5039474504021282
2023,5,urbana,28,mujer,salud_o_efectos,3,0.4200387440075012,1.112543223802223,37.7548247134146,0.8308420876964859
2023,6,rural,26,mujer,costo,1,0.0,1.2322087509842352,0.0,
2023,6,rural,26,mujer,desconocimiento,1,0.0,1.2322087509842352,0.0,
2023,6,rural,26,mujer,distancia,1,0.0,1.2322087509842352,0.0,
2023,6,rural,26,mujer,oposicion,1,0.0,1.2322087509842352,0.0,
2023,6,rural,26,mujer,otra_razon,1,1.2322087509842352,1.2322087509842352,100.0,0.0
2023,6,rural,26,mujer,salud_o_efectos,1,0.0,1.2322087509842352,0.0,
2023,6,urbana,20,mujer,costo,1,0.0,0.7907555362558644,0.0,
2023,6,urbana,20,mujer,desconocimiento,1,0.0,0.7907555362558644,0.0,
2023,6,urbana,20,mujer,distancia,1,0.0,0.7907555362558644,0.0,
2023,6,urbana,20,mujer,oposicion,1,0.0,0.7907555362558644,0.0,
2023,6,urbana,20,mujer,otra_razon,1,0.7907555362558644,0.7907555362558644,100.0,0.0
2023,6,urbana,20,mujer,salud_o_efectos,1,0.0,0.7907555362558644,0.0,
2023,6,urbana,21,mujer,costo,1,0.0,0.2873019787697169,0.0,
2023,6,urbana,21,mujer,desconocimiento,1,0.0,0.2873019787697169,0.0,
2023,6,urbana,21,mujer,distancia,1,0.0,0.2873019787697169,0.0,
2023,6,urbana,21,mujer,oposicion,1,0.0,0.2873019787697169,0.0,
2023,6,urbana,21,mujer,otra_razon,1,0.2873019787697169,0.2873019787697169,100.0,0.0
2023,6,urbana,21,mujer,salud_o_efectos,1,0.0,0.2873019787697169,0.0,
2023,6,urbana,22,mujer,costo,3,0.0,1.5547332667404943,0.0,
2023,6,urbana,22,mujer,desconocimiento,3,0.0,1.5547332667404943,0.0,
2023,6,urbana,22,mujer,distancia,3,0.0,1.5547332667404943,0.0,
2023,6,urbana,22,mujer,oposicion,3,0.0,1.5547332667404943,0.0,
2023,6,urbana,22,mujer,otra_razon,3,0.8275001329796484,1.5547332667404943,53.22457238690894,0.5375159267444322
2023,6,urbana,22,mujer,salud_o_efectos,3,0.7272331337608459,1.5547332667404943,46.77542761309106,0.6116257362470086
2023,6,urbana,23,mujer,costo,1,0.0,0.5409751459164505,0.0,
2023,6,urbana,23,mujer,desconocimiento,1,0.0,0.5409751459164505,0.0,
2023,6,urbana,23,mujer,distancia,1,0.0,0.5409751459164505,0.0,
2023,6,urbana,23,mujer,oposicion,1,0.0,0.5409751459164505,0.0,
2023,6,urbana,23,mujer,otra_razon,1,0.5409751459164505,0.5409751459164505,100.0,0.0
2023,6,urbana,23,mujer,salud_o_efectos,1,0.0,0.5409751459164505,0.0,
2023,6,urbana,25,mujer,costo,1,0.0,0.43095296815457534,0.0,
2023,6,urbana,25,mujer,desconocimiento,1,0.0,0.43095296815457534,0.0,
2023,6,urbana,25,mujer,distancia,1,0.0,0.43095296815457534,0.0,
2023,6,urbana,25,mujer,oposicion,1,0.0,0.43095296815457534,0.0,
2023,6,urbana,25,mujer,otra_razon,1,0.43095296815457534,0.43095296815457534,100.0,0.0
2023,6,urbana,25,mujer,salud_o_efectos,1,0.0,0.43095296815457534,0.0,
2023,6,urbana,26,mujer,costo,2,0.0,1.1035143987278946,0.0,
2023,6,urbana,26,mujer,desconocimiento,2,0.0,1.1035143987278946,0.0,
2023,6,urbana,26,mujer,distancia,2,0.0,1.1035143987278946,0.0,
2023,6,urbana,26,mujer,oposicion,2,0.0,1.1035143987278946,0.0,
2023,6,urbana,26,mujer,otra_razon,2,1.1035143987278946,1.1035143987278946,100.0,0.0
2023,6,urbana,26,mujer,salud_o_efectos,2,0.0,1.1035143987278946,0.0,
2023,6,urbana,28,mujer,costo,2,0.7639620799103836,1.404567843383401,54.3912551828119,0.7065676364735732
2023,6,urbana,28,mujer,desconocimiento,2,0.0,1.404567843383401,0.0,
2023,6,urbana,28,mujer,distancia,2,0.0,1.404567843383401,0.0,
2023,6,urbana,28,mujer,oposicion,2,0.0,1.404567843383401,0.0,
2023,6,urbana,28,mujer,otra_razon,2,0.6406057634730173,1.404567843383401,45.60874481718808,0.8426257020093935
2023,6,urbana,28,mujer,salud_o_efectos,2,0.0,1.404567843383401,0.0,
2023,7,rural,17,mujer,costo,3,0.0,3.822925616121747,0.0,
2023,7,rural,17,mujer,desconocimiento,3,0.0,3.822925616121747,0.0,
2023,7,rural,17,mujer,distancia,3,0.0,3.822925616121747,0.0,
2023,7,rural,17,mujer,oposicion,3,0.0,3.822925616121747,0.0,
2023,7,rural,17,mujer,otra_razon,3,3.822925616121747,3.822925616121747,100.0,0.0
2023,7,rural,17,mujer,salud_o_efectos,3,0.0,3.822925616121747,0.0,
2023,7,rural,25,mujer,costo,1,0.0,0.8055962584132944,0.0,
2023,7,rural,25,mujer,desconocimiento,1,0.0,0.8055962584132944,0.0,
2023,7,rural,25,mujer,distancia,1,0.0,0.8055962584132944,0.0,
2023,7,rural,25,mujer,oposicion,1,0.0,0.8055962584132944,0.0,
2023,7,rural,25,mujer,otra_razon,1,0.8055962584132944,0.8055962584132944,100.0,0.0
2023,7,rural,25,mujer,salud_o_efectos,1,0.0,0.8055962584132944,0.0,
2023,7,urbana,16,mujer,costo,1,0.0,6.94946033703403,0.0,
2023,7,urbana,16,mujer,desconocimiento,1,0.0,6.94946033703403,0.0,
2023,7,urbana,16,mujer,distancia,1,0.0,6.94946033703403,0.0,
2023,7,urbana,16,mujer,oposicion,1,0.0,6.94946033703403,0.0,
2023,7,urbana,16,mujer,otra_razon,1,6.94946033703403,6.94946033703403,100.0,0.0
2023,7,urbana,16,mujer,salud_o_efectos,1,0.0,6.94946033703403,0.0,
2023,7,urbana,18,mujer,costo,2,0.0,3.431923842713844,0.0,
2023,7,urbana,18,mujer,desconocimiento,2,0.0,3.431923842713844,0.0,
2023,7,urbana,18,mujer,distancia,2,0.0,3.431923842713844,0.0,
2023,7,urbana,18,mujer,oposicion,2,0.0,3.431923842713844,0.0,
2023,7,urbana,18,mujer,otra_razon,2,3.431923842713844,3.431923842713844,100.0,0.0
2023,7,urbana,18,mujer,salud_o_efectos,2,0.0,3.431923842713844,0.0,
2023,7,urbana,19,mujer,costo,3,0.0,4.941019606698355,0.0,
2023,7,urbana,19,mujer,desconocimiento,3,0.0,4.941019606698355,0.0,
2023,7,urbana,19,mujer,distancia,3,0.0,4.941019606698355,0.0,
2023,7,urbana,19,mujer,oposicion,3,0.0,4.941019606698355,0.0,
2023,7,urbana,19,mujer,otra_razon,3,2.220367197180876,4.941019606698355,44.93742939556053,0.7241087456540194
2023,7,urbana,19,mujer,salud_o_efectos,3,2.7206524095174793,4.941019606698355,55.062570604439465,0.5909565295506176
2023,7,urbana,21,mujer,costo,1,0.0,2.2977488306718032,0.0,
2023,7,urbana,21,mujer,desconocimiento,1,0.0,2.2977488306718032,0.0,
2023,7,urbana,21,mujer,distancia,1,0.0,2.2977488306718032,0.0,
2023,7,urbana,21,mujer,oposicion,1,0.0,2.2977488306718032,0.0,
2023,7,urbana,21,mujer,otra_razon,1,2.2977488306718032,2.2977488306718032,100.0,0.0
2023,7,urbana,21,mujer,salud_o_efectos,1,0.0,2.2977488306718032,0.0,
2023,7,urbana,22,mujer,costo,2,0.0,3.6673994074393694,0.0,
2023,7,urbana,22,mujer,desconocimiento,2,0.0,3.6673994074393694,0.0,
2023,7,urbana,22,mujer,distancia,2,0.0,3.6673994074393694,0.0,
2023,7,urbana,22,mujer,oposicion,2,0.0,3.6673994074393694,0.0,
2023,7,urbana,22,mujer,otra_razon,2,3.6673994074393694,3.6673994074393694,100.0,0.0
2023,7,urbana,22,mujer,salud_o_efectos,2,0.0,3.6673994074393694,0.0,
2023,7,urbana,23,mujer,costo,1,0.0,1.477488161629319,0.0,
2023,7,urbana,23,mujer,desconocimiento,1,0.0,1.477488161629319,0.0,
2023,7,urbana,23,mujer,distancia,1,0.0,1.477488161629319,0.0,
2023,7,urbana,23,mujer,oposicion,1,0.0,1.477488161629319,0.0,
2023,7,urbana,23,mujer,otra_razon,1,1.477488161629319,1.477488161629319,100.0,0.0
2023,7,urbana,23,mujer,salud_o_efectos,1,0.0,1.477488161629319,0.0,
2023,7,urbana,24,mujer,costo,5,1.770385180889151,11.693239026119851,15.140246230617036,1.0302926017247582
2023,7,urbana,24,mujer,desconocimiento,5,0.0,11.693239026119851,0.0,
2023,7,urbana,24,mujer,distancia,5,0.0,11.693239026119851,0.0,
2023,7,urbana,24,mujer,oposicion,5,0.0,11.693239026119851,0.0,
2023,7,urbana,24,mujer,otra_razon,5,9.9228538452307,11.693239026119851,84.85975376938296,0.18381957272805452
2023,7,urbana,24,mujer,salud_o_efectos,5,0.0,11.693239026119851,0.0,
2023,7,urbana,25,mujer,costo,4,1.2011926061021738,5.509672483646299,21.801524676240376,0.9487810952454976
2023,7,urbana,25,mujer,desconocimiento,4,0.0,5.509672483646299,0.0,
2023,7,urbana,25,mujer,distancia,4,0.0,5.509672483646299,0.0,
