gestion,codigo_departamento,area,edad,sexo,estadistico,observaciones,valor,cv
2025,1,rural,25,mujer,media,2,60.92949592714875,0.3220482346836786
2025,1,rural,25,mujer,mediana,2,80.0,0.0
2025,1,rural,26,hombre,media,10,162.49396327157274,0.29076211949444486
2025,1,rural,26,hombre,mediana,10,180.0,0.35239633074105825
2025,1,rural,26,mujer,media,2,60.3378301632402,0.7556157638068899
2025,1,rural,26,mujer,mediana,2,10.0,9.118443125049428
2025,1,rural,27,hombre,media,7,308.9905094038921,0.7800050422659062
2025,1,rural,27,hombre,mediana,7,100.0,0.34101324610921707
2025,1,rural,27,mujer,media,5,1054.1516357037317,0.5960653072543655
2025,1,rural,27,mujer,mediana,5,600.0,0.27691833674954996
2025,1,rural,28,hombre,media,9,727.2410463677535,0.6143553910541123
2025,1,rural,28,hombre,mediana,9,50.0,6.875682744665102
2025,1,rural,28,mujer,media,6,52.89020403053537,0.7695766389304959
2025,1,rural,28,mujer,mediana,6,10.0,1.107140692544219
2025,1,urbana,16,hombre,media,18,260.19309849879613,0.27752185503215787
2025,1,urbana,16,hombre,mediana,18,80.0,1.254568789997234
2025,1,urbana,16,mujer,media,19,191.95428357475154,0.6237422153651581
2025,1,urbana,16,mujer,mediana,19,20.0,1.5729191338723962
2025,1,urbana,17,hombre,media,6,413.61278354915396,0.48183827919737504
2025,1,urbana,17,hombre,mediana,6,220.0,1.576620380720677
2025,1,urbana,17,mujer,media,17,120.8744447510023,0.2304908029776616
2025,1,urbana,17,mujer,mediana,17,100.0,0.10412807578693178
2025,1,urbana,18,hombre,media,17,89.6276393583873,0.16098214810775494
2025,1,urbana,18,hombre,mediana,17,60.0,0.31919070043755177
2025,1,urbana,18,mujer,media,12,120.39555821478514,0.3580834522665604
2025,1,urbana,18,mujer,mediana,12,60.0,0.8248422247619432
2025,1,urbana,19,hombre,media,15,673.0923443648655,0.8426525180428345
2025,1,urbana,19,hombre,mediana,15,30.0,2.1348580854225405
2025,1,urbana,19,mujer,media,18,324.4440347673375,0.4847661635582637
2025,1,urbana,19,mujer,mediana,18,80.0,0.5300775625973083
2025,1,urbana,20,hombre,media,9,55.91599539431625,0.35951014722737634
2025,1,urbana,20,hombre,mediana,9,40.0,0.4201046580424387
2025,1,urbana,20,mujer,media,20,171.67141553458555,0.21493453081092606
2025,1,urbana,20,mujer,mediana,20,180.0,0.1916673398212548
2025,1,urbana,21,hombre,media,10,194.36473067076068,0.38670403155955263
2025,1,urbana,21,hombre,mediana,10,50.0,1.268560171200376
2025,1,urbana,21,mujer,media,9,89.94941590545082,0.24579181681864884
2025,1,urbana,21,mujer,mediana,9,50.0,1.0885193742160217
2025,1,urbana,22,hombre,media,16,258.8340142953385,0.5351064539080703
2025,1,urbana,22,hombre,mediana,16,150.0,0.2783436256449669
2025,1,urbana,22,mujer,media,13,595.661015868559,0.5008341669713925
2025,1,urbana,22,mujer,mediana,13,70.0,0.8681265798241562
2025,1,urbana,23,hombre,media,16,128.43131271289718,0.3433132413815028
2025,1,urbana,23,hombre,mediana,16,45.0,1.093634480766259
2025,1,urbana,23,mujer,media,13,1701.7590422633941,0.542496697770626
2025,1,urbana,23,mujer,mediana,13,100.0,6.529399400920641
2025,1,urbana,24,hombre,media,15,128.75852507489736,0.36318512026762634
2025,1,urbana,24,hombre,mediana,15,60.0,0.5323075756677513
2025,1,urbana,24,mujer,media,12,149.9632040761103,0.2850522094379436
2025,1,urbana,24,mujer,mediana,12,100.0,0.45961374906245
2025,1,urbana,25,hombre,media,20,462.65081914854517,0.5034823362934352
2025,1,urbana,25,hombre,mediana,20,70.0,0.2949175011212379
2025,1,urbana,25,mujer,media,12,112.78403031458546,0.36323547942235557
2025,1,urbana,25,mujer,mediana,12,40.0,1.139545475260097
2025,1,urbana,26,hombre,media,9,169.74394239570873,0.23128185522731265
2025,1,urbana,26,hombre,mediana,9,150.0,0.4005040187647096
2025,1,urbana,26,mujer,media,12,305.31138395477467,0.688427545706521
2025,1,urbana,26,mujer,mediana,12,80.0,0.2299767929719458
2025,1,urbana,27,hombre,media,11,186.31609533580936,0.5876276525251268
2025,1,urbana,27,hombre,mediana,11,30.0,0.6989961122866581
2025,1,urbana,27,mujer,media,14,429.3726727205062,0.6765931574309761
2025,1,urbana,27,mujer,mediana,14,100.0,0.37683254010221207
2025,1,urbana,28,hombre,media,11,194.6939886208568,0.43308354624906514
2025,1,urbana,28,hombre,mediana,11,100.0,0.4045832778289147
2025,1,urbana,28,mujer,media,18,411.2009195148125,0.34215205751389843
2025,1,urbana,28,mujer,mediana,18,150.0,0.981558271608531
2025,2,rural,16,hombre,media,11,85.46570548590716,0.28606931440269784
2025,2,rural,16,hombre,mediana,11,10.0,4.117921135949527
2025,2,rural,16,mujer,media,8,44.36397361775536,0.6710269638873471
2025,2,rural,16,mujer,mediana,8,0.0,
2025,2,rural,17,hombre,media,18,57.943304284952255,0.4404744180203649
2025,2,rural,17,hombre,mediana,18,20.0,0.6333787266666326
2025,2,rural,17,mujer,media,6,372.3897584639471,0.5058684331972263
2025,2,rural,17,mujer,mediana,6,150.0,2.476593832521281
2025,2,rural,18,hombre,media,9,154.36234532505554,0.8657201133511329
2025,2,rural,18,hombre,mediana,9,20.0,0.28451042941738863
2025,2,rural,18,mujer,media,9,124.91045246135779,0.5116070031115838
2025,2,rural,18,mujer,mediana,9,60.0,0.6102038832864295
2025,2,rural,19,hombre,media,8,36.42173786613327,0.5098595109765857
2025,2,rural,19,hombre,mediana,8,4.0,4.949633054736452
2025,2,rural,19,mujer,media,6,13.914498193020538,0.5614070525243364
2025,2,rural,19,mujer,mediana,6,0.0,
2025,2,rural,20,hombre,media,7,253.53218864218067,0.7344612501310362
2025,2,rural,20,hombre,mediana,7,30.0,4.219817678478614
2025,2,rural,20,mujer,media,10,2724.9326547439427,0.7869789459847173
2025,2,rural,20,mujer,mediana,10,60.0,25.583698112431552
2025,2,rural,21,hombre,media,4,147.36748776171737,0.44652327891227
2025,2,rural,21,hombre,mediana,4,80.0,2.0303595836311894
2025,2,rural,21,mujer,media,6,139.73892255578525,0.240746559286384
2025,2,rural,21,mujer,mediana,6,170.0,0.172422358123276
2025,2,rural,22,hombre,media,5,406.08772103537365,0.7006876947688337
2025,2,rural,22,hombre,mediana,5,50.0,11.886176679282327
2025,2,rural,22,mujer,media,7,295.89158618158774,0.6813959251181172
2025,2,rural,22,mujer,mediana,7,20.0,7.097336703970039
2025,2,rural,23,hombre,media,4,46.73588288019121,0.7146941369312306
2025,2,rural,23,hombre,mediana,4,50.0,0.4351211411044739
2025,2,rural,23,mujer,media,6,208.67866431475815,0.7444005968056037
2025,2,rural,23,mujer,mediana,6,35.0,0.18848245719573228
2025,2,rural,24,hombre,media,6,96.71434429723354,0.6425502363612913
2025,2,rural,24,hombre,mediana,6,50.0,0.23977660466522688
2025,2,rural,24,mujer,media,2,3.7035226351392225,0.8904563684561316
2025,2,rural,24,mujer,mediana,2,0.0,
2025,2,rural,25,hombre,media,9,59.651276482289404,0.35524762623581246
2025,2,rural,25,hombre,mediana,9,50.0,0.12518236303138328
2025,2,rural,25,mujer,media,9,145.44945136582996,0.2653040924099704
2025,2,rural,25,mujer,mediana,9,20.0,1.2642266388115522
2025,2,rural,26,hombre,media,5,281.1039139081421,0.6660417878878834
2025,2,rural,26,hombre,mediana,5,50.0,8.041011176569663
2025,2,rural,26,mujer,media,7,181.985448739366,0.4028797704884543
2025,2,rural,26,mujer,mediana,7,150.0,0.952411698958501
2025,2,rural,27,hombre,media,6,168.75236624452663,0.4128168795939493
2025,2,rural,27,hombre,mediana,6,100.0,0.427591342923847
2025,2,rural,27,mujer,media,5,276.6043533029859,0.44231606496805703
2025,2,rural,27,mujer,mediana,5,180.0,1.6744414785463344
2025,2,rural,28,hombre,media,6,432.85248458574887,0.8210040076383003
2025,2,rural,28,hombre,mediana,6,0.0,
2025,2,rural,28,mujer,media,3,40.76250214392472,0.2567848128567748
2025,2,rural,28,mujer,mediana,3,30.0,0.3502069881440613
2025,2,urbana,16,hombre,media,90,272.5612505659163,0.3300384196893962
2025,2,urbana,16,hombre,mediana,90,40.0,0.2618720676403992
2025,2,urbana,16,mujer,media,81,177.65550741895382,0.3447635759795697
2025,2,urbana,16,mujer,mediana,81,50.0,0.32342973629524624
2025,2,urbana,17,hombre,media,82,170.22125666251003,0.17763569374976182
2025,2,urbana,17,hombre,mediana,82,50.0,0.477442751209461
2025,2,urbana,17,mujer,media,87,264.9426251215117,0.3304874590882247
2025,2,urbana,17,mujer,mediana,87,50.0,0.3668685828792518
2025,2,urbana,18,hombre,media,81,184.7186696379455,0.23067967193309574
2025,2,urbana,18,hombre,mediana,81,30.0,0.6925572598671451
2025,2,urbana,18,mujer,media,78,168.56618994750727,0.31919831335110005
2025,2,urbana,18,mujer,mediana,78,60.0,0.19742183355224133
2025,2,urbana,19,hombre,media,52,432.29580248685056,0.6762948628364807
2025,2,urbana,19,hombre,mediana,52,50.0,0.5535620207374676
2025,2,urbana,19,mujer,media,60,416.18480329341037,0.5983064220505777
2025,2,urbana,19,mujer,mediana,60,80.0,0.2555548253015535
2025,2,urbana,20,hombre,media,66,607.8877566666305,0.489321788419432
2025,2,urbana,20,hombre,mediana,66,30.0,0.704678422953986
2025,2,urbana,20,mujer,media,81,573.0290670920682,0.4484097766278024
2025,2,urbana,20,mujer,mediana,81,70.0,0.47359167414445125
2025,2,urbana,21,hombre,media,66,384.5716605440018,0.45072585214734834
2025,2,urbana,21,hombre,mediana,66,60.0,0.3642991156170241
2025,2,urbana,21,mujer,media,70,517.8220166944838,0.4556918668167286
2025,2,urbana,21,mujer,mediana,70,60.0,0.25462072212907716
2025,2,urbana,22,hombre,media,58,238.56742230941293,0.37432621856337656
2025,2,urbana,22,hombre,mediana,58,50.0,0.4196460766666055
2025,2,urbana,22,mujer,media,75,1463.014802530033,0.6549593756504971
2025,2,urbana,22,mujer,mediana,75,90.0,0.5229390513718738
2025,2,urbana,23,hombre,media,63,264.8786916410779,0.3092567604508266
2025,2,urbana,23,hombre,mediana,63,50.0,0.33741230006662876
2025,2,urbana,23,mujer,media,79,344.1959626760612,0.5832560772497092
2025,2,urbana,23,mujer,mediana,79,70.0,0.3061941646210364
2025,2,urbana,24,hombre,media,60,369.38773123443946,0.35379230587191746
2025,2,urbana,24,hombre,mediana,60,100.0,0.37828930547775796
2025,2,urbana,24,mujer,media,63,233.8880034117391,0.29633304062153937
2025,2,urbana,24,mujer,mediana,63,60.0,0.38176710184796064
2025,2,urbana,25,hombre,media,110,425.1800980923605,0.3013852287074613
2025,2,urbana,25,hombre,mediana,110,66.0,0.22635061366049597
2025,2,urbana,25,mujer,media,88,96.33924126455597,0.16249729227278514
2025,2,urbana,25,mujer,mediana,88,50.0,0.20744442348666095
2025,2,urbana,26,hombre,media,66,286.5926924366178,0.402739739675925
2025,2,urbana,26,hombre,mediana,66,60.0,0.23278222740702978
2025,2,urbana,26,mujer,media,72,517.1112002370071,0.472216985546484
2025,2,urbana,26,mujer,mediana,72,80.0,0.34080512420794024
2025,2,urbana,27,hombre,media,65,874.5245051114415,0.7833991076877868
2025,2,urbana,27,hombre,mediana,65,80.0,0.303635479755646
2025,2,urbana,27,mujer,media,72,366.8949777984027,0.3815904834567684
2025,2,urbana,27,mujer,mediana,72,70.0,0.7730257739651049
2025,2,urbana,28,hombre,media,72,166.270535251871,0.19533695502481158
2025,2,urbana,28,hombre,mediana,72,50.0,0.3532937493099905
2025,2,urbana,28,mujer,media,74,314.4370574063537,0.2865504187092829
2025,2,urbana,28,mujer,mediana,74,80.0,0.27711051613195103
2025,3,rural,16,hombre,media,9,34.54241434413356,0.42045446752474197
2025,3,rural,16,hombre,mediana,9,40.0,0.5872232925631683
2025,3,rural,16,mujer,media,9,29.933588826071407,0.4376384269563151
2025,3,rural,16,mujer,mediana,9,25.0,0.32181932113761585
2025,3,rural,17,hombre,media,9,69.40060788889441,0.5694183782771026
2025,3,rural,17,hombre,mediana,9,40.0,0.13028628985847043
2025,3,rural,17,mujer,media,13,36.01827033450705,0.5118387916544102
2025,3,rural,17,mujer,mediana,13,15.0,1.0905602444635638
2025,3,rural,18,hombre,media,4,22.830348193577912,0.38374528360643306
2025,3,rural,18,hombre,mediana,4,30.0,0.7134671742719696
2025,3,rural,18,mujer,media,16,421.2793023757021,0.6533937448048327
2025,3,rural,18,mujer,mediana,16,20.0,0.5666939424234687
2025,3,rural,19,hombre,media,7,62.413186114895275,0.391715526949963
2025,3,rural,19,hombre,mediana,7,60.0,0.19754329540189364
2025,3,rural,19,mujer,media,6,444.5763327255946,0.4274416264329871
2025,3,rural,19,mujer,mediana,6,200.0,1.7810668575334005
2025,3,rural,20,hombre,media,5,34.909386909753984,0.33408583949192644
2025,3,rural,20,hombre,mediana,5,40.0,0.5625953471201848
2025,3,rural,20,mujer,media,3,82.79211516952883,0.6841328400816983
2025,3,rural,20,mujer,mediana,3,50.0,2.287098336740663
2025,3,rural,21,hombre,media,1,300.0,0.0
2025,3,rural,21,hombre,mediana,1,300.0,0.0
2025,3,rural,21,mujer,media,1,80.0,0.0
2025,3,rural,21,mujer,mediana,1,80.0,0.0
2025,3,rural,22,hombre,media,3,0.0,
2025,3,rural,22,hombre,mediana,3,0.0,
2025,3,rural,22,mujer,media,6,124.49668284712848,0.343564245846742
2025,3,rural,22,mujer,mediana,6,100.0,0.849063965424718
2025,3,rural,23,hombre,media,7,32.66084554090058,0.16370492918518575
2025,3,rural,23,hombre,mediana,7,30.0,0.06579726874343596
2025,3,rural,23,mujer,media,3,60.132246280810975,0.4581522715383363
2025,3,rural,23,mujer,mediana,3,100.0,0.0
2025,3,rural,24,hombre,media,6,132.8399228496872,0.3574300890352442
2025,3,rural,24,hombre,mediana,6,80.0,0.3004717763060096
2025,3,rural,24,mujer,media,4,28.746742297862824,0.28591819911867006
2025,3,rural,24,mujer,mediana,4,40.0,0.0
2025,3,rural,25,hombre,media,7,155.95465477156495,0.3700703856137504
2025,3,rural,25,hombre,mediana,7,100.0,0.26240649629792434
2025,3,rural,25,mujer,media,8,61.24571293363961,0.37395142287853095
2025,3,rural,25,mujer,mediana,8,90.0,0.33626113827808696
2025,3,rural,26,hombre,media,2,40.22471910112359,0.1897780625665128
2025,3,rural,26,hombre,mediana,2,50.0,0.0
2025,3,rural,26,mujer,media,5,23.70517918384339,0.43107002684642304
2025,3,rural,26,mujer,mediana,5,6.0,1.4842776343297528
2025,3,rural,27,hombre,media,3,180.61677024445078,0.464503591857421
2025,3,rural,27,hombre,mediana,3,300.0,0.0
2025,3,rural,27,mujer,media,3,68.53208191087441,0.6887599409241709
2025,3,rural,27,mujer,mediana,3,40.0,2.46134431670344
2025,3,rural,28,hombre,media,4,88.73262317569585,0.4200661453442831
2025,3,rural,28,hombre,mediana,4,100.0,0.25755174719519724
2025,3,rural,28,mujer,media,4,1572.1448705976397,0.8566012371333094
2025,3,rural,28,mujer,mediana,4,50.0,0.26759918555052
2025,3,urbana,16,hombre,media,40,297.0561954459555,0.33433471622549893
2025,3,urbana,16,hombre,mediana,40,60.0,1.1468016209649379
2025,3,urbana,16,mujer,media,56,253.32865682348452,0.31894025891699374
2025,3,urbana,16,mujer,mediana,56,65.0,0.4918044330677452
2025,3,urbana,17,hombre,media,58,209.8743236789418,0.2619296348416872
2025,3,urbana,17,hombre,mediana,58,60.0,0.4880014514913752
2025,3,urbana,17,mujer,media,44,140.70630805088453,0.2337617961591327
2025,3,urbana,17,mujer,mediana,44,70.0,0.7623624994826375
2025,3,urbana,18,hombre,media,44,339.95821463678476,0.41514519950345835
2025,3,urbana,18,hombre,mediana,44,50.0,0.5923824206998143
2025,3,urbana,18,mujer,media,51,612.5363617993231,0.517369836814681
2025,3,urbana,18,mujer,mediana,51,80.0,0.5012934714940788
2025,3,urbana,19,hombre,media,31,234.9764900795433,0.4967961240575815
2025,3,urbana,19,hombre,mediana,31,60.0,0.3102557572794845
2025,3,urbana,19,mujer,media,38,883.0381279933442,0.4168001166819906
2025,3,urbana,19,mujer,mediana,38,100.0,0.8324037074996337
2025,3,urbana,20,hombre,media,39,136.50736340925917,0.259062553236414
2025,3,urbana,20,hombre,mediana,39,60.0,0.2941562968706872
2025,3,urbana,20,mujer,media,58,931.5350499855958,0.5518409194162611
2025,3,urbana,20,mujer,mediana,58,90.0,0.5765796195139371
2025,3,urbana,21,hombre,media,39,583.836412299929,0.5981414126443952
2025,3,urbana,21,hombre,mediana,39,30.0,1.1405480648789408
2025,3,urbana,21,mujer,media,48,314.39933661450067,0.2573662684398986
2025,3,urbana,21,mujer,mediana,48,50.0,0.8466900528169695
2025,3,urbana,22,hombre,media,43,114.21163396697945,0.32451162077720136
2025,3,urbana,22,hombre,mediana,43,50.0,0.35101021339211913
2025,3,urbana,22,mujer,media,44,420.26760170058753,0.30391245964567976
2025,3,urbana,22,mujer,mediana,44,70.0,0.8187357784019068
2025,3,urbana,23,hombre,media,50,621.585511305634,0.6585887977476743
2025,3,urbana,23,hombre,mediana,50,100.0,0.28523166224685276
2025,3,urbana,23,mujer,media,48,247.28180776388797,0.25943196297149534
2025,3,urbana,23,mujer,mediana,48,60.0,0.7994401636630343
2025,3,urbana,24,hombre,media,40,277.2561840710076,0.4518203388558799
2025,3,urbana,24,hombre,mediana,40,50.0,0.5054681357965974
2025,3,urbana,24,mujer,media,37,493.350147615917,0.5325636990098669
2025,3,urbana,24,mujer,mediana,37,30.0,2.023617529384473
2025,3,urbana,25,hombre,media,64,611.8684905085674,0.7401824785168961
2025,3,urbana,25,hombre,mediana,64,40.0,0.4246100889996736
2025,3,urbana,25,mujer,media,45,275.6183145597774,0.31157367752339427
2025,3,urbana,25,mujer,mediana,45,100.0,0.4447257530188405
2025,3,urbana,26,hombre,media,44,158.0277372570409,0.16390265522175668
2025,3,urbana,26,hombre,mediana,44,100.0,0.21371555343427123
2025,3,urbana,26,mujer,media,50,233.01534019873526,0.21443047457949846
2025,3,urbana,26,mujer,mediana,50,100.0,0.3738845651248808
2025,3,urbana,27,hombre,media,46,366.7574425472093,0.5995834531968919
2025,3,urbana,27,hombre,mediana,46,80.0,0.31421690367832267
2025,3,urbana,27,mujer,media,32,455.993527551993,0.37420287477801756
2025,3,urbana,27,mujer,mediana,32,160.0,0.28494976470548716
2025,3,urbana,28,hombre,media,35,571.3307014790881,0.69794354418477
2025,3,urbana,28,hombre,mediana,35,20.0,0.9311118855042138
2025,3,urbana,28,mujer,media,49,426.8500188484276,0.3308914506187866
2025,3,urbana,28,mujer,mediana,49,80.0,0.7991195811708638
2025,4,rural,16,hombre,media,10,26.318169368668823,0.6802399463352163
2025,4,rural,16,hombre,mediana,10,0.0,
2025,4,rural,16,mujer,media,11,33.30916365407617,0.5776324901991178
2025,4,rural,16,mujer,mediana,11,0.0,
2025,4,rural,17,hombre,media,6,162.7540211624594,0.6624590443679064
2025,4,rural,17,hombre,mediana,6,100.0,0.1985772168341359
2025,4,rural,17,mujer,media,6,76.37651237228278,0.2265911330772246
2025,4,rural,17,mujer,mediana,6,100.0,0.0
2025,4,rural,18,hombre,media,5,26.94996826445817,0.6467094817245652
2025,4,rural,18,hombre,mediana,5,10.0,2.5511687701403476
2025,4,rural,18,mujer,media,6,30.302993524756562,0.24041527485993913
2025,4,rural,18,mujer,mediana,6,40.0,0.04109424360974659
2025,4,rural,19,hombre,media,5,19.851858444317827,0.2538603232272569
2025,4,rural,19,hombre,mediana,5,25.0,0.5884931313094948
2025,4,rural,20,hombre,media,5,25.649777505479154,0.2614911771460755
2025,4,rural,20,hombre,mediana,5,20.0,0.0
2025,4,rural,20,mujer,media,1,0.0,
2025,4,rural,20,mujer,mediana,1,0.0,
2025,4,rural,21,hombre,media,2,0.0,
2025,4,rural,21,hombre,mediana,2,0.0,
2025,4,rural,21,mujer,media,6,145.13362310686873,0.40928952522998396
2025,4,rural,21,mujer,mediana,6,100.0,0.0
2025,4,rural,22,hombre,media,3,360.4805215694824,0.23610371761087984
2025,4,rural,22,hombre,mediana,3,450.0,0.0
2025,4,rural,22,mujer,media,4,14.744703563056559,1.2105741511685424
2025,4,rural,22,mujer,mediana,4,0.0,
2025,4,rural,23,hombre,media,1,40.0,0.0
2025,4,rural,23,hombre,mediana,1,40.0,0.0
2025,4,rural,23,mujer,media,2,72.18613861386137,1.0739248415628722
2025,4,rural,23,mujer,mediana,2,0.0,
2025,4,rural,24,hombre,media,6,36.92600394017875,0.4185169088414925
2025,4,rural,24,hombre,mediana,6,0.0,
2025,4,rural,24,mujer,media,6,12.121639756903484,0.5861369947426304
2025,4,rural,24,mujer,mediana,6,9.0,0.4478856086976292
2025,4,rural,25,hombre,media,2,347.1119849320952,0.3508034194940113
2025,4,rural,25,hombre,mediana,2,500.0,0.0
2025,4,rural,25,mujer,media,7,253.93591544501027,0.4743842037893506
2025,4,rural,25,mujer,mediana,7,110.0,1.740768478003647
2025,4,rural,26,hombre,media,5,51.4352993283369,0.4778710821118009
2025,4,rural,26,hombre,mediana,5,7.0,6.981758681891756
2025,4,rural,26,mujer,media,7,114.08678697079857,0.8401943907916881
2025,4,rural,26,mujer,mediana,7,0.0,
2025,4,rural,27,hombre,media,5,277.9479628502161,0.5052932695300423
2025,4,rural,27,hombre,mediana,5,200.0,1.4588873919285288
2025,4,rural,27,mujer,media,5,85.52341298722209,0.17163348575108103
2025,4,rural,27,mujer,mediana,5,100.0,0.17278731845982062
2025,4,rural,28,hombre,media,6,129.48545271713988,0.22612607676920388
2025,4,rural,28,hombre,mediana,6,115.0,0.22022683328642173
2025,4,urbana,16,hombre,media,19,790.8495789179382,0.712124911768688
2025,4,urbana,16,hombre,mediana,19,0.0,
2025,4,urbana,16,mujer,media,22,118.8790477764722,0.36872413542578714
2025,4,urbana,16,mujer,mediana,22,50.0,0.6841862104889949
2025,4,urbana,17,hombre,media,15,56.32294179247031,0.3889976747980967
2025,4,urbana,17,hombre,mediana,15,35.0,0.824621778286498
2025,4,urbana,17,mujer,media,16,91.98959495212631,0.3027912069799689
2025,4,urbana,17,mujer,mediana,16,100.0,0.5474285116165901
2025,4,urbana,18,hombre,media,15,133.47119808845002,0.3759031711838744
2025,4,urbana,18,hombre,mediana,15,100.0,0.6196841214395133
2025,4,urbana,18,mujer,media,17,200.5263971632456,0.5345052630507138
2025,4,urbana,18,mujer,mediana,17,50.0,0.34253111703357164
2025,4,urbana,19,hombre,media,9,465.3678608022824,0.5170820107598564
2025,4,urbana,19,hombre,mediana,9,70.0,2.444827523375697
2025,4,urbana,19,mujer,media,12,387.01472088699495,0.39210896331857087
2025,4,urbana,19,mujer,mediana,12,200.0,0.5080319448992427
2025,4,urbana,20,hombre,media,15,81.10081312034247,0.30334218929823475
2025,4,urbana,20,hombre,mediana,15,50.0,0.35587258126518473
2025,4,urbana,20,mujer,media,23,351.1936738512388,0.6874903409688674
2025,4,urbana,20,mujer,mediana,23,100.0,0.46505876743408586
2025,4,urbana,21,hombre,media,7,244.210474047924,0.43320522320158816
2025,4,urbana,21,hombre,mediana,7,60.0,2.931523383782687
2025,4,urbana,21,mujer,media,16,276.4776466145918,0.5543726656408408
2025,4,urbana,21,mujer,mediana,16,120.0,0.3974597671470012
2025,4,urbana,22,hombre,media,18,106.20856832928474,0.4760408194060872
2025,4,urbana,22,hombre,mediana,18,0.0,
2025,4,urbana,22,mujer,media,17,268.0841679320975,0.5885431824425597
2025,4,urbana,22,mujer,mediana,17,100.0,0.8595556141809441
2025,4,urbana,23,hombre,media,18,707.7826390693348,0.7174421906428354
2025,4,urbana,23,hombre,mediana,18,120.0,0.33084122284686024
2025,4,urbana,23,mujer,media,8,291.3668022221585,0.6625169951592621
2025,4,urbana,23,mujer,mediana,8,50.0,1.9968637251351418
2025,4,urbana,24,hombre,media,15,743.307931946205,0.8044978793287066
2025,4,urbana,24,hombre,mediana,15,100.0,0.5541109418661961
2025,4,urbana,24,mujer,media,10,770.5310835671183,0.48214488305460795
2025,4,urbana,24,mujer,mediana,10,220.0,1.151939347288441
2025,4,urbana,25,hombre,media,23,776.2005992972998,0.5594531232363451
2025,4,urbana,25,hombre,mediana,23,100.0,1.043483542924801
2025,4,urbana,25,mujer,media,18,375.1576261361024,0.7915525797804465
2025,4,urbana,25,mujer,mediana,18,0.0,
2025,4,urbana,26,hombre,media,18,94.04419754754073,0.39629391216736864
2025,4,urbana,26,hombre,mediana,18,40.0,1.1770111992876746
2025,4,urbana,26,mujer,media,16,319.6074912891666,0.32177890997350184
2025,4,urbana,26,mujer,mediana,16,150.0,0.979268237488611
2025,4,urbana,27,hombre,media,10,58.36302466428317,0.5765185244955202
2025,4,urbana,27,hombre,mediana,10,10.0,1.4138634507034467
2025,4,urbana,27,mujer,media,11,1851.4401180091368,0.7897660349716826
2025,4,urbana,27,mujer,mediana,11,50.0,1.3746701939630497
2025,4,urbana,28,hombre,media,11,108.20458948541018,0.4035154798351833
2025,4,urbana,28,hombre,mediana,11,50.0,1.2238622741368106
2025,4,urbana,28,mujer,media,16,210.77866590156648,0.5958232421456643
2025,4,urbana,28,mujer,mediana,16,60.0,0.7150377614551409
2025,5,rural,16,hombre,media,7,27.47953743893625,0.4265241903686655
