gestion,codigo_municipio,area,edad,sexo,numerador,denominador,valor
2024,10101,rural,16,hombre,0,181,0.0
2024,10101,rural,16,mujer,0,160,0.0
2024,10101,rural,17,hombre,6,164,3.658536585365854
2024,10101,rural,17,mujer,12,152,7.894736842105263
2024,10101,rural,18,hombre,29,152,19.07894736842105
2024,10101,rural,18,mujer,46,151,30.4635761589404
2024,10101,rural,19,hombre,29,145,20.0
2024,10101,rural,19,mujer,28,124,22.580645161290324
2024,10101,rural,20,hombre,39,140,27.857142857142858
2024,10101,rural,20,mujer,34,111,30.63063063063063
2024,10101,rural,21,hombre,33,116,28.448275862068964
2024,10101,rural,21,mujer,36,137,26.277372262773724
2024,10101,rural,22,hombre,28,140,20.0
2024,10101,rural,22,mujer,27,122,22.131147540983605
2024,10101,rural,23,hombre,35,158,22.151898734177216
2024,10101,rural,23,mujer,25,144,17.36111111111111
2024,10101,rural,24,hombre,38,156,24.358974358974358
2024,10101,rural,24,mujer,28,151,18.543046357615893
2024,10101,rural,25,hombre,28,167,16.766467065868262
2024,10101,rural,25,mujer,20,133,15.037593984962406
2024,10101,rural,26,hombre,14,139,10.071942446043165
2024,10101,rural,26,mujer,15,140,10.714285714285714
2024,10101,rural,27,hombre,22,155,14.193548387096774
2024,10101,rural,27,mujer,11,145,7.586206896551724
2024,10101,rural,28,hombre,15,132,11.363636363636363
2024,10101,rural,28,mujer,11,112,9.821428571428571
2024,10101,urbana,16,hombre,1,2558,0.039093041438623924
2024,10101,urbana,16,mujer,4,2577,0.15521924718665114
2024,10101,urbana,17,hombre,404,2743,14.728399562522785
2024,10101,urbana,17,mujer,513,2715,18.895027624309392
2024,10101,urbana,18,hombre,1504,2961,50.79365079365079
2024,10101,urbana,18,mujer,1849,2997,61.69502836169503
2024,10101,urbana,19,hombre,1792,2867,62.5043599581444
2024,10101,urbana,19,mujer,2146,3009,71.31937520771021
2024,10101,urbana,20,hombre,1901,2854,66.6082690960056
2024,10101,urbana,20,mujer,2106,2922,72.07392197125257
2024,10101,urbana,21,hombre,1909,2868,66.56206415620642
2024,10101,urbana,21,mujer,2189,3033,72.17276623804814
2024,10101,urbana,22,hombre,1790,2819,63.497694217807734
2024,10101,urbana,22,mujer,1921,2976,64.5497311827957
2024,10101,urbana,23,hombre,1668,2973,56.104944500504544
2024,10101,urbana,23,mujer,1765,3192,55.294486215538846
2024,10101,urbana,24,hombre,1593,3065,51.97389885807504
2024,10101,urbana,24,mujer,1418,3133,45.26013405681456
2024,10101,urbana,25,hombre,1287,2788,46.16212338593974
2024,10101,urbana,25,mujer,1133,2896,39.12292817679558
2024,10101,urbana,26,hombre,1105,2745,40.255009107468126
2024,10101,urbana,26,mujer,903,2846,31.728742094167252
2024,10101,urbana,27,hombre,861,2562,33.60655737704918
2024,10101,urbana,27,mujer,678,2725,24.880733944954127
2024,10101,urbana,28,hombre,768,2629,29.212628375808293
2024,10101,urbana,28,mujer,520,2630,19.771863117870723
2024,10102,rural,16,hombre,0,94,0.0
2024,10102,rural,16,mujer,0,85,0.0
2024,10102,rural,17,hombre,4,77,5.194805194805195
