gestion,codigo_municipio,area,numerador,denominador,valor
2024,20104,urbana,9135,2627109,0.3477206313099304
2024,20105,rural,153,2627109,0.005823892347062874
2024,20105,urbana,228680,2627109,8.704625502786524
2024,20201,rural,6889,2627109,0.26222741424128193
2024,20201,urbana,2350,2627109,0.0894519412784167
2024,20202,rural,2765,2627109,0.10524877346162645
2024,20203,rural,1245,2627109,0.04739049654962927
2024,20204,rural,1407,2627109,0.05355697079946055
2024,20205,rural,826,2627109,0.03144140574296689
2024,20206,rural,1538,2627109,0.058543440717533986
2024,20301,rural,1998,2627109,0.07605318241458577
2024,20301,urbana,796,2627109,0.030299466067072206
2024,20302,rural,2665,2627109,0.10144230787531085
2024,20303,rural,2083,2627109,0.07928867816295403
2024,20304,rural,924,2627109,0.03517174201755618
2024,20305,rural,865,2627109,0.03292592732162997
2024,20306,rural,1221,2627109,0.046476944808913526
2024,20306,urbana,451,2627109,0.017167159794283373
2024,20307,rural,741,2627109,0.028205909994598627
2024,20308,rural,1218,2627109,0.04636275084132405
2024,20401,rural,2239,2627109,0.08522676447760637
2024,20402,rural,3186,2627109,0.12127399358001514
2024,20403,rural,2992,2627109,0.11388945034256287
2024,20404,rural,1022,2627109,0.038902078292145474
2024,20405,rural,1392,2627109,0.05298600096151321
2024,20501,rural,3839,2627109,0.14613021385865604
2024,20502,rural,2112,2627109,0.08039255318298555
2024,20503,rural,1554,2627109,0.05915247521134449
2024,20601,rural,5583,2627109,0.21251497368400016
2024,20601,urbana,929,2627109,0.03536206529687196
2024,20602,rural,2802,2627109,0.10665716572856322
2024,20602,urbana,995,2627109,0.03787433258384026
2024,20603,rural,2272,2627109,0.08648289812109052
2024,20604,rural,1022,2627109,0.038902078292145474
2024,20605,rural,614,2627109,0.023371698699977808
2024,20606,rural,1076,2627109,0.0409575697087559
2024,20606,urbana,475,2627109,0.018080711534999117
2024,20607,rural,3104,2627109,0.11815269179923635
2024,20607,urbana,2543,2627109,0.09679841986000581
2024,20608,rural,2602,2627109,0.09904423455593202
2024,20608,urbana,725,2627109,0.02759687550078813
2024,20701,rural,2947,2627109,0.11217654082872085
2024,20701,urbana,1367,2627109,0.052034384564934304
2024,20702,rural,2424,2627109,0.09226872581229024
2024,20801,rural,3568,2627109,0.13581469211974076
2024,20801,urbana,22734,2627109,0.8653618863929894
2024,20802,rural,1567,2627109,0.059647315737565515
2024,20803,rural,2633,2627109,0.10022423888768985
2024,20804,rural,457,2627109,0.01739554772946231
2024,20804,urbana,1018,2627109,0.03874981966869285
2024,20805,rural,1310,2627109,0.04986469918073441
2024,20806,rural,3026,2627109,0.11518364864191018
2024,20807,rural,1146,2627109,0.04362209561917682
2024,20901,rural,1866,2627109,0.07102864784064918
2024,20902,rural,3170,2627109,0.12066495908620464
2024,20903,rural,2169,2627109,0.08256223856718545
2024,20903,urbana,528,2627109,0.020098138295746387
2024,20904,rural,1358,2627109,0.0516918026621659
2024,20905,rural,2989,2627109,0.1137752563749734
2024,21001,rural,3944,2627109,0.15012700272428742
2024,21002,rural,1316,2627109,0.05009308711591335
2024,21002,urbana,925,2627109,0.03520980667341934
2024,21003,rural,3097,2627109,0.11788623920819426
2024,21003,urbana,581,2627109,0.02211556505649366
2024,21004,rural,3243,2627109,0.12344367896421504
2024,21004,urbana,1661,2627109,0.06322539338870219
2024,21005,rural,1645,2627109,0.06261635889489169
2024,21005,urbana,549,2627109,0.020897496068872666
2024,21006,rural,978,2627109,0.037227233434166604
2024,21006,urbana,827,2627109,0.03147947039883005
2024,21101,rural,3108,2627109,0.11830495042268897
2024,21101,urbana,495,2627109,0.01884200465226224
2024,21102,rural,4644,2627109,0.17677226182849665
2024,21102,urbana,588,2627109,0.02238201764753575
2024,21103,rural,1527,2627109,0.05812472950303927
2024,21104,rural,4698,2627109,0.17882775324510708
2024,21104,urbana,1794,2627109,0.06828799261850194
2024,21105,rural,10499,2627109,0.39964082190727523
2024,21105,urbana,733,2627109,0.027901392747693377
2024,21201,rural,6609,2627109,0.25156931059959825
2024,21201,urbana,3650,2627109,0.13893599390051956
2024,21202,rural,5565,2627109,0.21182980987846337
2024,21202,urbana,2366,2627109,0.09006097577222719
2024,21203,rural,3294,2627109,0.12538497641323598
2024,21203,urbana,611,2627109,0.02325750473238834
2024,21204,rural,1395,2627109,0.05310019492910267
2024,21301,rural,4896,2627109,0.18636455510601196
2024,21301,urbana,2422,2627109,0.09219259650056393
2024,21302,rural,1398,2627109,0.053214388896692146
2024,21303,rural,2304,2627109,0.08770096710871152
2024,21304,rural,2961,2627109,0.11270944601080503
2024,21305,rural,2163,2627109,0.08233385063200652
2024,21305,urbana,3492,2627109,0.1329217782741409
2024,21306,rural,967,2627109,0.03680852221967189
2024,21306,urbana,1713,2627109,0.0652047554935863
2024,21307,rural,341,2627109,0.01298004764933621
2024,21307,urbana,777,2627109,0.029576237605672243
2024,21401,rural,6021,2627109,0.22918729295206253
2024,21401,urbana,509,2627109,0.019374909834346424
2024,21402,rural,4598,2627109,0.17502128765879146
2024,21402,urbana,577,2627109,0.021963306433041035
2024,21501,rural,1714,2627109,0.06524282014944945
2024,21501,urbana,995,2627109,0.03787433258384026
2024,21502,rural,1130,2627109,0.04301306112536633
2024,21502,urbana,901,2627109,0.03429625493270359
2024,21601,rural,3032,2627109,0.11541203657708911
2024,21601,urbana,636,2627109,0.02420912112896724
2024,21602,rural,1737,2627109,0.06611830723430204
2024,21701,rural,1982,2627109,0.07544414792077526
2024,21701,urbana,1243,2627109,0.04731436723790296
2024,21702,rural,1530,2627109,0.05823892347062874
2024,21703,rural,829,2627109,0.031555599710556353
2024,21703,urbana,734,2627109,0.027939457403556533
2024,21801,rural,1707,2627109,0.06497636755840736
2024,21802,rural,1203,2627109,0.04579178100337671
2024,21803,rural,375,2627109,0.014274245948683515
2024,21901,rural,1239,2627109,0.04716210861445033
2024,21902,rural,1277,2627109,0.048608565537250265
2024,22001,rural,9192,2627109,0.34989031669413034
2024,22001,urbana,5755,2627109,0.219062094492463
2024,22002,rural,2377,2627109,0.0904796869867219
2024,30101,rural,7,2627109,0.00026645259104209225
2024,30101,urbana,158577,2627109,6.036178932811695
2024,30201,rural,2758,2627109,0.10498232087058436
2024,30201,urbana,1918,2627109,0.07300800994553329
2024,30202,rural,736,2627109,0.028015586715282845
2024,30202,urbana,600,2627109,0.022838793517893623
2024,30203,rural,1533,2627109,0.05835311743821821
2024,30301,rural,4045,2627109,0.15397153296646618
2024,30302,rural,2875,2627109,0.10943588560657361
2024,30303,rural,4508,2627109,0.17159546863110742
2024,30401,rural,1454,2627109,0.055346009625028884
2024,30401,urbana,1373,2627109,0.05226277250011324
2024,30402,rural,1281,2627109,0.04876082416070289
2024,30403,rural,1751,2627109,0.06665121241638622
2024,30403,urbana,5052,2627109,0.1923026414206643
2024,30404,rural,1043,2627109,0.039701436065271746
2024,30501,rural,1242,2627109,0.047276302582039804
2024,30501,urbana,1035,2627109,0.0393969188183665
2024,30502,rural,1598,2627109,0.06082732006932335
2024,30601,rural,2256,2627109,0.08587386362728003
2024,30602,rural,2250,2627109,0.08564547569210108
2024,30701,rural,2175,2627109,0.08279062650236439
2024,30701,urbana,1942,2627109,0.07392156168624903
2024,30702,rural,1591,2627109,0.06056086747828126
2024,30703,rural,872,2627109,0.033192379912672064
2024,30801,rural,2087,2627109,0.07944093678640665
2024,30801,urbana,2374,2627109,0.09036549301913244
2024,30802,rural,1431,2627109,0.05447052254017629
2024,30803,rural,1794,2627109,0.06828799261850194
2024,30803,urbana,740,2627109,0.02816784533873547
2024,30901,rural,1773,2627109,0.06748863484537566
2024,30901,urbana,38336,2627109,1.45924664716995
2024,30902,rural,4113,2627109,0.1565599295651608
2024,30902,urbana,9295,2627109,0.35381097624803537
2024,30903,rural,790,2627109,0.03007107813189327
2024,30903,urbana,14099,2627109,0.536673583014637
2024,30904,rural,2018,2627109,0.07681447553184889
2024,30904,urbana,12157,2627109,0.462752021328388
2024,30905,urbana,15380,2627109,0.5854344071753399
2024,31001,rural,6237,2627109,0.23740925861850423
2024,31001,urbana,48714,2627109,1.8542816457177833
2024,31002,rural,4179,2627109,0.1590721968521291
2024,31002,urbana,1230,2627109,0.04681952671168193
2024,31003,rural,20427,2627109,0.7775467253166884
2024,31003,urbana,2911,2627109,0.11080621321764723
2024,31101,rural,5031,2627109,0.19150328364753805
2024,31201,rural,3587,2627109,0.13653792058114073
2024,31202,rural,2920,2627109,0.11114879512041563
2024,31203,rural,2381,2627109,0.09063194561017453
2024,31204,rural,4076,2627109,0.155151537298224
2024,31204,urbana,3061,2627109,0.11651591159712063
2024,31205,rural,10303,2627109,0.3921801493580967
2024,31205,urbana,6148,2627109,0.23402150424668333
2024,31206,rural,3851,2627109,0.1465869897290139
2024,31206,urbana,7952,2627109,0.30269014342381684
2024,31301,rural,2767,2627109,0.10532490277335275
2024,31301,urbana,1343,2627109,0.05112083282421856
2024,31302,rural,1137,2627109,0.04327951371640842
2024,31303,rural,854,2627109,0.03250721610713526
2024,31304,rural,1830,2627109,0.06965832022957555
2024,31401,rural,1572,2627109,0.05983763901688129
2024,31401,urbana,5894,2627109,0.2243530816574417
2024,31402,rural,1129,2627109,0.04297499646950317
2024,31402,urbana,701,2627109,0.026683323760072385
2024,31403,rural,885,2627109,0.03368722043889309
2024,31403,urbana,1857,2627109,0.07068606593788077
2024,31404,rural,237,2627109,0.009021323439567982
2024,31405,rural,800,2627109,0.03045172469052483
2024,31501,rural,1676,2627109,0.06379636322664953
2024,31601,rural,3282,2627109,0.12492820054287812
2024,31601,urbana,575,2627109,0.021887177121314723
2024,31602,rural,4814,2627109,0.18324325332523317
2024,31602,urbana,2370,2627109,0.09021323439567981
2024,40101,rural,12,2627109,0.0004567758703578725
2024,40101,urbana,72921,2627109,2.7757127701972015
2024,40102,rural,3107,2627109,0.11826688576682581
2024,40102,urbana,2082,2627109,0.07925061350709088
2024,40103,rural,1989,2627109,0.07571060051181737
2024,40104,rural,3239,2627109,0.12329142034076242
2024,40201,rural,4723,2627109,0.17977936964168598
2024,40201,urbana,3357,2627109,0.1277830497326148
2024,40202,rural,989,2627109,0.03764594464866132
2024,40301,rural,3369,2627109,0.1282398256029727
2024,40302,rural,496,2627109,0.018880069308125396
2024,40401,rural,1582,2627109,0.060218285575512856
2024,40402,rural,1124,2627109,0.04278467319018739
2024,40501,rural,31,2627109,0.0011800043317578373
2024,40501,urbana,978,2627109,0.037227233434166604
2024,40502,rural,349,2627109,0.013284564896241458
2024,40502,urbana,541,2627109,0.02059297882196742
2024,40503,rural,361,2627109,0.01374134076659933
2024,40504,rural,226,2627109,0.008602612225073265
2024,40505,rural,932,2627109,0.03547625926446143
2024,40601,rural,717,2627109,0.02729235825388288
2024,40601,urbana,1131,2627109,0.04305112578122948
2024,40602,rural,715,2627109,0.027216228942156567
2024,40603,rural,682,2627109,0.02596009529867242
2024,40701,rural,729,2627109,0.02774913412424075
2024,40701,urbana,3955,2627109,0.15054571393878213
2024,40702,rural,504,2627109,0.019184586555030643
2024,40702,urbana,679,2627109,0.02584590133108295
2024,40801,rural,3097,2627109,0.11788623920819426
2024,40802,rural,570,2627109,0.02169685384199894
2024,40901,rural,3118,2627109,0.11868559698132053
2024,40901,urbana,1074,2627109,0.04088144039702959
2024,40902,rural,305,2627109,0.011609720038262591
2024,40903,rural,572,2627109,0.021772983153725254
2024,41001,rural,2219,2627109,0.08446547136034326
2024,41101,rural,612,2627109,0.023295569388251496
2024,41101,urbana,516,2627109,0.019641362425388515
2024,41201,rural,1134,2627109,0.04316531974881895
2024,41202,rural,589,2627109,0.022420082303398908
2024,41301,rural,1274,2627109,0.04849437156966079
2024,41401,rural,1735,2627109,0.06604217792257573
2024,41401,urbana,881,2627109,0.033534961815440474
2024,41501,rural,284,2627109,0.010810362265136314
2024,41502,rural,288,2627109,0.01096262088858894
2024,41503,rural,291,2627109,0.011076814856178407
2024,41601,rural,870,2627109,0.03311625060094575
2024,50101,rural,3892,2627109,0.1481476406194033
2024,50101,urbana,51442,2627109,1.958122026912473
2024,50102,rural,6329,2627109,0.24091120695791457
2024,50103,rural,2163,2627109,0.08233385063200652
2024,50104,rural,593,2627109,0.022572340926851533
2024,50201,rural,3023,2627109,0.11506945467432071
2024,50201,urbana,2390,2627109,0.09097452751294294
2024,50202,rural,2888,2627109,0.10993072613279464
2024,50202,urbana,851,2627109,0.03239302213954579
2024,50203,rural,1042,2627109,0.03966337140940859
2024,50203,urbana,11092,2627109,0.4222131628341268
2024,50204,rural,1418,2627109,0.053975682013955265
2024,50204,urbana,460,2627109,0.01750974169705178
2024,50301,rural,4984,2627109,0.1897142448219697
2024,50301,urbana,1479,2627109,0.05629762602160778
2024,50302,rural,1684,2627109,0.06410088047355476
2024,50303,rural,2935,2627109,0.11171976495836297
2024,50401,rural,2159,2627109,0.08218159200855389
2024,50401,urbana,1550,2627109,0.05900021658789186
2024,50402,rural,2776,2627109,0.10566748467612117
2024,50403,rural,6336,2627109,0.24117765954895667
2024,50403,urbana,545,2627109,0.02074523744542004
2024,50404,rural,2844,2627109,0.10825588127481578
2024,50405,rural,4542,2627109,0.17288966693045474
2024,50501,rural,5296,2627109,0.20159041745127437
2024,50502,rural,1956,2627109,0.07445446686833321
2024,50601,rural,5187,2627109,0.1974413699621904
2024,50601,urbana,687,2627109,0.0261504185779882
2024,50602,rural,1892,2627109,0.07201832889309123
2024,50701,rural,2860,2627109,0.10886491576862627
2024,50701,urbana,406,2627109,0.015454250280441352
2024,50702,rural,1669,2627109,0.06352991063560744
2024,50801,rural,3226,2627109,0.12279657981454138
2024,50801,urbana,5939,2627109,0.22606599117128373
2024,50802,rural,1851,2627109,0.07045767800270183
2024,50901,rural,2170,2627109,0.08260030322304861
2024,50901,urbana,436,2627109,0.016596189956336032
2024,50902,rural,361,2627109,0.01374134076659933
2024,51001,rural,732,2627109,0.02786332809183022
2024,51002,rural,205,2627109,0.007803254451946988
2024,51003,rural,445,2627109,0.01693877185910444
2024,51101,rural,3044,2627109,0.11586881244744698
2024,51102,rural,1745,2627109,0.06642282448120729
2024,51102,urbana,935,2627109,0.0355904532320509
2024,51103,rural,3093,2627109,0.11773398058474163
2024,51201,rural,1970,2627109,0.0749873720504174
2024,51201,urbana,5690,2627109,0.21658789186135788
2024,51202,rural,1336,2627109,0.05085438023317647
2024,51203,rural,494,2627109,0.018803939996399083
2024,51203,urbana,3130,2627109,0.1191423728516784
2024,51204,rural,1088,2627109,0.04141434557911377
2024,51301,rural,681,2627109,0.025922030642809263
2024,51302,rural,725,2627109,0.02759687550078813
2024,51401,rural,913,2627109,0.03475303080306146
2024,51402,rural,300,2627109,0.011419396758946812
2024,51501,rural,1500,2627109,0.05709698379473406
2024,51501,urbana,8760,2627109,0.33344638536124693
2024,51601,rural,473,2627109,0.018004582223272808
2024,60101,rural,4478,2627109,0.17045352895521274
2024,60101,urbana,49789,2627109,1.895201150770676
2024,60201,rural,3503,2627109,0.1333404894886356
2024,60202,rural,905,2627109,0.03444851355615622
2024,60202,urbana,6468,2627109,0.24620219412289326
2024,60301,rural,5822,2627109,0.22161242643529447
2024,60301,urbana,15701,2627109,0.597653161707413
2024,60302,rural,2228,2627109,0.08480805326311165
2024,60302,urbana,796,2627109,0.030299466067072206
2024,60303,rural,2970,2627109,0.11305202791357344
2024,60303,urbana,6826,2627109,0.25982934092190313
2024,60401,rural,2780,2627109,0.10581974329957379
2024,60401,urbana,526,2627109,0.020022008984020078
2024,60402,rural,954,2627109,0.03631368169345086
2024,60501,rural,4913,2627109,0.1870116542556856
2024,60501,urbana,1231,2627109,0.04685759136754508
2024,60502,rural,1637,2627109,0.062311841647986435
2024,60601,rural,3025,2627109,0.11514558398604702
2024,60601,urbana,824,2627109,0.031365276431240575
2024,70101,rural,2208,2627109,0.08404676014584854
2024,70101,urbana,382174,2627109,14.547321789845796
2024,70102,rural,3710,2627109,0.14121987325230892
2024,70102,urbana,21094,2627109,0.8029358507774135
2024,70103,rural,2318,2627109,0.0882338722907957
2024,70103,urbana,2224,2627109,0.08465579463965903
2024,70104,rural,1888,2627109,0.07186607026963861
2024,70104,urbana,33385,2627109,1.2707885359914644
2024,70105,rural,3428,2627109,0.1304856402988989
2024,70105,urbana,9435,2627109,0.35914002806887724
2024,70201,rural,3730,2627109,0.14198116636957203
2024,70201,urbana,32385,2627109,1.2327238801283082
2024,70202,rural,1148,2627109,0.04369822493090313
2024,70202,urbana,1171,2627109,0.044573712015755725
2024,70301,rural,7917,2627109,0.30135788046860634
2024,70301,urbana,7567,2627109,0.28803525091650173
2024,70302,rural,2138,2627109,0.0813822342354276
2024,70302,urbana,1033,2627109,0.03932078950664019
2024,70303,rural,1310,2627109,0.04986469918073441
2024,70303,urbana,634,2627109,0.02413299181724093
2024,70401,rural,1633,2627109,0.06215958302453381
2024,70401,urbana,1347,2627109,0.051273091447671185
2024,70402,rural,1239,2627109,0.04716210861445033
2024,70402,urbana,2852,2627109,0.10856039852172103
2024,70403,rural,4928,2627109,0.18758262409363297
2024,70403,urbana,8751,2627109,0.3331038034584785
2024,70404,rural,876,2627109,0.03334463853612469
2024,70404,urbana,1386,2627109,0.05275761302633427
2024,70501,rural,6139,2627109,0.23367892234391494
2024,70501,urbana,2825,2627109,0.10753265281341581
2024,70502,rural,8849,2627109,0.3368341397330678
2024,70502,urbana,4006,2627109,0.1524870113878031
2024,70503,rural,1413,2627109,0.053785358734639487
2024,70503,urbana,2701,2627109,0.10281263548638446
2024,70601,rural,845,2627109,0.032164634204366854
2024,70601,urbana,3603,2627109,0.1371469550749512
2024,70602,rural,2838,2627109,0.10802749333963683
2024,70602,urbana,1041,2627109,0.03962530675354544
2024,70603,rural,197,2627109,0.00749873720504174
2024,70603,urbana,1142,2627109,0.043469836995724195
2024,70701,rural,1227,2627109,0.04670533274409246
2024,70702,rural,7718,2627109,0.2937830139518383
2024,70702,urbana,1413,2627109,0.053785358734639487
2024,70703,rural,5548,2627109,0.21118271072878972
2024,70703,urbana,2293,2627109,0.0872822558942168
2024,70704,rural,559,2627109,0.021278142627504226
2024,70704,urbana,866,2627109,0.03296399197749313
2024,70705,rural,3524,2627109,0.1341398472617619
2024,70706,rural,1659,2627109,0.06314926407697587
2024,70706,urbana,5892,2627109,0.22427695234571537
2024,70707,rural,401,2627109,0.015263927001125572
2024,70707,urbana,1048,2627109,0.03989175934458753
2024,70801,rural,874,2627109,0.03326850922439838
2024,70801,urbana,2314,2627109,0.08808161366734307
2024,70802,rural,407,2627109,0.015492314936304508
2024,70803,rural,526,2627109,0.020022008984020078
2024,70804,rural,312,2627109,0.011876172629304684
2024,70805,rural,317,2627109,0.012066495908620465
2024,70901,rural,1168,2627109,0.04445951804816625
2024,70901,urbana,1107,2627109,0.042137574040513735
2024,70902,rural,1133,2627109,0.04312725509295579
2024,70902,urbana,850,2627109,0.03235495748368263
2024,70903,rural,1105,2627109,0.04206144472878742
2024,70903,urbana,1778,2627109,0.06767895812469144
2024,70904,rural,620,2627109,0.023600086635156746
2024,71001,rural,183,2627109,0.006965832022957555
2024,71001,urbana,30475,2627109,1.1600203874296804
2024,71002,rural,2070,2627109,0.078793837636733
2024,71002,urbana,1914,2627109,0.07285575132208066
2024,71003,rural,984,2627109,0.03745562136934554
2024,71003,urbana,4284,2627109,0.16306898571776046
2024,71004,rural,976,2627109,0.03715110412244029
2024,71004,urbana,2596,2627109,0.09881584662075307
2024,71005,rural,1631,2627109,0.0620834537128075
2024,71005,urbana,2254,2627109,0.08579773431555371
2024,71101,rural,3420,2627109,0.13018112305199367
2024,71101,urbana,3650,2627109,0.13893599390051956
2024,71102,rural,1662,2627109,0.06326345804456533
2024,71102,urbana,1750,2627109,0.06661314776052307
2024,71103,rural,4793,2627109,0.1824438955521069
2024,71103,urbana,6046,2627109,0.23013890934864142
2024,71104,rural,1332,2627109,0.050702121609723844
2024,71105,rural,212,2627109,0.00806970704298908
2024,71105,urbana,1683,2627109,0.06406281581769162
2024,71106,rural,3493,2627109,0.13295984293000404
2024,71106,urbana,2716,2627109,0.1033836053243318
2024,71201,rural,1569,2627109,0.05972344504929183
2024,71201,urbana,1706,2627109,0.06493830290254421
2024,71301,rural,2197,2627109,0.08362804893135382
2024,71301,urbana,1393,2627109,0.05302406561737636
2024,71302,rural,464,2627109,0.0176620003205044
2024,71302,urbana,797,2627109,0.030337530722935362
2024,71401,rural,1226,2627109,0.046667268088229304
2024,71401,urbana,2596,2627109,0.09881584662075307
2024,71402,rural,98,2627109,0.0037303362745892917
2024,71402,urbana,4124,2627109,0.1569786407796555
2024,71403,rural,1006,2627109,0.03829304379833497
2024,71403,urbana,744,2627109,0.028320103962188092
2024,71501,rural,2459,2627109,0.0936009887675007
2024,71501,urbana,5348,2627109,0.2035697795561585
2024,71502,rural,261,2627109,0.009934875180283726
2024,71502,urbana,1178,2627109,0.044840164606797815
2024,71503,rural,3193,2627109,0.12154044617105723
2024,71503,urbana,607,2627109,0.023105246108935718
2024,80101,rural,1515,2627109,0.0576679536326814
2024,80101,urbana,30368,2627109,1.1559474692523226
2024,80102,rural,1787,2627109,0.06802154002745985
2024,80201,rural,2764,2627109,0.10521070880576329
2024,80201,urbana,23643,2627109,0.8999626585725983
2024,80202,rural,1240,2627109,0.04720017327031349
2024,80202,urbana,7885,2627109,0.3001398114809854
2024,80301,rural,1021,2627109,0.038864013636282314
2024,80301,urbana,1358,2627109,0.0516918026621659
2024,80302,rural,5278,2627109,0.20090525364573758
2024,80302,urbana,4632,2627109,0.17631548595813878
2024,80303,rural,1118,2627109,0.04255628525500845
2024,80303,urbana,1115,2627109,0.042442091287418986
2024,80304,rural,1549,2627109,0.05896215193202871
2024,80304,urbana,3186,2627109,0.12127399358001514
2024,80401,rural,1110,2627109,0.0422517680081032
2024,80401,urbana,2600,2627109,0.0989681052442057
2024,80402,rural,1712,2627109,0.06516669083772314
2024,80402,urbana,564,2627109,0.021468465906820007
2024,80501,rural,2301,2627109,0.08758677314112205
2024,80501,urbana,2217,2627109,0.08438934204861694
2024,80601,rural,854,2627109,0.03250721610713526
2024,80602,rural,2921,2627109,0.11118685977627879
2024,80602,urbana,578,2627109,0.022001371088904192
2024,80701,rural,409,2627109,0.01556844424803082
2024,80701,urbana,1194,2627109,0.04544919910060831
2024,80702,rural,396,2627109,0.015073603721809792
2024,80702,urbana,806,2627109,0.03068011262570377
2024,80703,rural,234,2627109,0.008907129471978513
2024,80801,rural,558,2627109,0.02124007797164107
2024,80801,urbana,1844,2627109,0.07019122541165973
2024,80802,rural,1246,2627109,0.04742856120549242
2024,80802,urbana,390,2627109,0.014845215786630856
2024,80803,rural,514,2627109,0.019565233113662206
2024,80803,urbana,386,2627109,0.014692957163178231
2024,80901,rural,808,2627109,0.03075624193743008
2024,90101,rural,454,2627109,0.017281353761872842
2024,90101,urbana,13947,2627109,0.5308877553234372
2024,90102,rural,427,2627109,0.01625360805356763
2024,90102,urbana,1802,2627109,0.06859250986540719
2024,90103,rural,507,2627109,0.019298780522620112
2024,90104,rural,849,2627109,0.03231689282781948
2024,90201,rural,987,2627109,0.037569815336935014
2024,90201,urbana,1172,2627109,0.04461177667161888
2024,90202,rural,862,2627109,0.03281173335404051
2024,90203,rural,1860,2627109,0.07080025990547023
2024,90301,rural,2306,2627109,0.08777709642043782
2024,90301,urbana,437,2627109,0.01663425461219919
2024,90302,rural,2491,2627109,0.0948190577551217
2024,90303,rural,1382,2627109,0.052605354402881645
2024,90303,urbana,1035,2627109,0.0393969188183665
2024,90401,rural,672,2627109,0.02557944874004086
2024,90402,rural,618,2627109,0.023523957323430433
2024,90501,rural,320,2627109,0.012180689876209932
2024,90502,rural,627,2627109,0.023866539226198837
2024,90503,rural,585,2627109,0.022267823679946282
