gestion,codigo_departamento,area,edad,sexo,frecuencia,observaciones,numerador,denominador,valor,cv
2025,1,rural,16,hombre,algunos_dias_mes,12,0.0,2688.556735460389,0.0,
2025,1,rural,16,hombre,algunos_dias_semana,12,596.8217651672257,2688.556735460389,22.19859292145553,0.5066228301443377
2025,1,rural,16,hombre,algunos_dias_trimestre,12,0.0,2688.556735460389,0.0,
2025,1,rural,16,hombre,diariamente,12,2091.7349702931633,2688.556735460389,77.80140707854447,0.14455154981626667
2025,1,rural,16,mujer,algunos_dias_mes,9,0.0,2322.673842538008,0.0,
2025,1,rural,16,mujer,algunos_dias_semana,9,1253.1374350009635,2322.673842538008,53.9523635239138,0.3602332641727509
2025,1,rural,16,mujer,algunos_dias_trimestre,9,0.0,2322.673842538008,0.0,
2025,1,rural,16,mujer,diariamente,9,1069.5364075370449,2322.673842538008,46.047636476086204,0.4220723908847675
2025,1,rural,17,hombre,algunos_dias_mes,9,0.0,1964.0032544938708,0.0,
2025,1,rural,17,hombre,algunos_dias_semana,9,469.92653812536133,1964.0032544938708,23.92697349406698,0.820982853822206
2025,1,rural,17,hombre,algunos_dias_trimestre,9,0.0,1964.0032544938708,0.0,
2025,1,rural,17,hombre,diariamente,9,1494.0767163685093,1964.0032544938708,76.073026505933,0.2582207634522779
2025,1,rural,17,mujer,algunos_dias_mes,13,0.0,2925.053870091627,0.0,
2025,1,rural,17,mujer,algunos_dias_semana,13,1853.5027453489365,2925.053870091627,63.366448197785694,0.29333462512313785
2025,1,rural,17,mujer,algunos_dias_trimestre,13,0.0,2925.053870091627,0.0,
2025,1,rural,17,mujer,diariamente,13,1071.5511247426903,2925.053870091627,36.6335518022143,0.507392060366876
2025,1,rural,18,hombre,algunos_dias_mes,11,0.0,2821.3484579543638,0.0,
2025,1,rural,18,hombre,algunos_dias_semana,11,346.75485452360385,2821.3484579543638,12.290394458223734,0.7582650636296384
2025,1,rural,18,hombre,algunos_dias_trimestre,11,0.0,2821.3484579543638,0.0,
2025,1,rural,18,hombre,diariamente,11,2474.5936034307597,2821.3484579543638,87.70960554177626,0.10625263536796477
2025,1,rural,18,mujer,algunos_dias_mes,4,0.0,1341.3343680728406,0.0,
2025,1,rural,18,mujer,algunos_dias_semana,4,0.0,1341.3343680728406,0.0,
2025,1,rural,18,mujer,algunos_dias_trimestre,4,0.0,1341.3343680728406,0.0,
2025,1,rural,18,mujer,diariamente,4,1341.3343680728406,1341.3343680728406,100.0,0.0
2025,1,rural,19,hombre,algunos_dias_mes,6,0.0,1015.2699674524084,0.0,
2025,1,rural,19,hombre,algunos_dias_semana,6,78.32108968756023,1015.2699674524084,7.714311680477399,1.0247558468063191
2025,1,rural,19,hombre,algunos_dias_trimestre,6,0.0,1015.2699674524084,0.0,
2025,1,rural,19,hombre,diariamente,6,936.9488777648482,1015.2699674524084,92.2856883195226,0.08566101789569867
2025,1,rural,19,mujer,algunos_dias_mes,5,0.0,1124.9964954660845,0.0,
2025,1,rural,19,mujer,algunos_dias_semana,5,0.0,1124.9964954660845,0.0,
2025,1,rural,19,mujer,algunos_dias_trimestre,5,0.0,1124.9964954660845,0.0,
2025,1,rural,19,mujer,diariamente,5,1124.9964954660845,1124.9964954660845,100.0,0.0
2025,1,rural,20,hombre,algunos_dias_mes,4,0.0,940.5574856081774,0.0,
2025,1,rural,20,hombre,algunos_dias_semana,4,0.0,940.5574856081774,0.0,
2025,1,rural,20,hombre,algunos_dias_trimestre,4,0.0,940.5574856081774,0.0,
