gestion,codigo_municipio,area,edad,sexo,codigo_lengua_materna,numerador,denominador,valor
2024,10101,rural,16,hombre,006,105,182,57.69230769230769
2024,10101,rural,16,hombre,027,77,182,42.30769230769231
2024,10101,rural,16,mujer,006,80,159,50.314465408805034
2024,10101,rural,16,mujer,027,79,159,49.685534591194966
2024,10101,rural,17,hombre,006,75,166,45.18072289156626
2024,10101,rural,17,hombre,027,91,166,54.81927710843374
2024,10101,rural,17,mujer,006,77,154,50.0
2024,10101,rural,17,mujer,027,77,154,50.0
2024,10101,rural,18,hombre,006,68,151,45.033112582781456
2024,10101,rural,18,hombre,027,83,151,54.966887417218544
2024,10101,rural,18,mujer,006,69,148,46.62162162162162
2024,10101,rural,18,mujer,027,78,148,52.7027027027027
2024,10101,rural,18,mujer,998,1,148,0.6756756756756757
2024,10101,rural,19,hombre,006,48,145,33.10344827586207
2024,10101,rural,19,hombre,027,96,145,66.20689655172414
2024,10101,rural,19,hombre,041,1,145,0.6896551724137931
2024,10101,rural,19,mujer,006,52,125,41.6
2024,10101,rural,19,mujer,027,73,125,58.4
2024,10101,rural,20,hombre,006,44,142,30.985915492957748
2024,10101,rural,20,hombre,027,96,142,67.6056338028169
2024,10101,rural,20,hombre,041,1,142,0.704225352112676
2024,10101,rural,20,hombre,998,1,142,0.704225352112676
2024,10101,rural,20,mujer,006,52,114,45.6140350877193
2024,10101,rural,20,mujer,027,62,114,54.3859649122807
2024,10101,rural,21,hombre,006,46,118,38.983050847457626
2024,10101,rural,21,hombre,027,72,118,61.016949152542374
2024,10101,rural,21,mujer,006,49,141,34.751773049645394
2024,10101,rural,21,mujer,027,92,141,65.2482269503546
2024,10101,rural,22,hombre,006,59,144,40.97222222222222
2024,10101,rural,22,hombre,027,84,144,58.333333333333336
2024,10101,rural,22,hombre,045,1,144,0.6944444444444444
2024,10101,rural,22,mujer,006,43,130,33.07692307692308
2024,10101,rural,22,mujer,012,1,130,0.7692307692307693
2024,10101,rural,22,mujer,027,85,130,65.38461538461539
2024,10101,rural,22,mujer,998,1,130,0.7692307692307693
2024,10101,rural,23,hombre,006,53,165,32.121212121212125
2024,10101,rural,23,hombre,027,109,165,66.06060606060606
2024,10101,rural,23,hombre,045,3,165,1.8181818181818181
2024,10101,rural,23,mujer,006,53,151,35.09933774834437
2024,10101,rural,23,mujer,027,97,151,64.23841059602648
2024,10101,rural,23,mujer,998,1,151,0.6622516556291391
2024,10101,rural,24,hombre,006,58,166,34.93975903614458
2024,10101,rural,24,hombre,027,108,166,65.06024096385542
2024,10101,rural,24,mujer,002,2,164,1.2195121951219512
2024,10101,rural,24,mujer,006,53,164,32.31707317073171
2024,10101,rural,24,mujer,027,109,164,66.46341463414635
2024,10101,rural,25,hombre,006,53,183,28.961748633879782
2024,10101,rural,25,hombre,027,127,183,69.39890710382514
2024,10101,rural,25,hombre,041,1,183,0.546448087431694
2024,10101,rural,25,hombre,998,2,183,1.092896174863388
2024,10101,rural,25,mujer,006,39,142,27.464788732394368
2024,10101,rural,25,mujer,027,103,142,72.53521126760563
2024,10101,rural,26,hombre,006,40,150,26.666666666666668
2024,10101,rural,26,hombre,027,110,150,73.33333333333333
2024,10101,rural,26,mujer,006,35,139,25.179856115107913
2024,10101,rural,26,mujer,027,104,139,74.82014388489209
2024,10101,rural,27,hombre,006,42,156,26.923076923076923
2024,10101,rural,27,hombre,027,114,156,73.07692307692308
2024,10101,rural,27,mujer,006,50,151,33.11258278145695
2024,10101,rural,27,mujer,027,101,151,66.88741721854305
2024,10101,rural,28,hombre,006,36,137,26.277372262773724
2024,10101,rural,28,hombre,027,101,137,73.72262773722628
2024,10101,rural,28,mujer,006,32,121,26.446280991735538
2024,10101,rural,28,mujer,027,89,121,73.55371900826447
2024,10101,urbana,16,hombre,002,1,2559,0.039077764751856196
2024,10101,urbana,16,hombre,006,2307,2559,90.15240328253223
2024,10101,urbana,16,hombre,027,242,2559,9.4568190699492
2024,10101,urbana,16,hombre,041,1,2559,0.039077764751856196
2024,10101,urbana,16,hombre,045,1,2559,0.039077764751856196
2024,10101,urbana,16,hombre,054,2,2559,0.07815552950371239
2024,10101,urbana,16,hombre,058,2,2559,0.07815552950371239
2024,10101,urbana,16,hombre,998,3,2559,0.11723329425556858
2024,10101,urbana,16,mujer,006,2310,2580,89.53488372093024
2024,10101,urbana,16,mujer,027,260,2580,10.077519379844961
2024,10101,urbana,16,mujer,041,1,2580,0.03875968992248062
2024,10101,urbana,16,mujer,054,2,2580,0.07751937984496124
2024,10101,urbana,16,mujer,994,2,2580,0.07751937984496124
2024,10101,urbana,16,mujer,998,5,2580,0.1937984496124031
2024,10101,urbana,17,hombre,002,1,2737,0.03653635367190355
2024,10101,urbana,17,hombre,006,2426,2737,88.637194008038
2024,10101,urbana,17,hombre,027,306,2737,11.180124223602485
2024,10101,urbana,17,hombre,058,1,2737,0.03653635367190355
2024,10101,urbana,17,hombre,994,1,2737,0.03653635367190355
2024,10101,urbana,17,hombre,998,2,2737,0.0730727073438071
2024,10101,urbana,17,mujer,006,2375,2710,87.63837638376384
2024,10101,urbana,17,mujer,012,1,2710,0.03690036900369004
2024,10101,urbana,17,mujer,027,328,2710,12.103321033210332
2024,10101,urbana,17,mujer,041,1,2710,0.03690036900369004
2024,10101,urbana,17,mujer,054,2,2710,0.07380073800738007
2024,10101,urbana,17,mujer,055,1,2710,0.03690036900369004
2024,10101,urbana,17,mujer,998,2,2710,0.07380073800738007
2024,10101,urbana,18,hombre,002,10,2959,0.33795201081446435
2024,10101,urbana,18,hombre,006,2564,2959,86.65089557282866
2024,10101,urbana,18,hombre,012,2,2959,0.06759040216289287
2024,10101,urbana,18,hombre,027,372,2959,12.571814802298073
2024,10101,urbana,18,hombre,041,1,2959,0.03379520108144644
2024,10101,urbana,18,hombre,051,1,2959,0.03379520108144644
2024,10101,urbana,18,hombre,054,1,2959,0.03379520108144644
2024,10101,urbana,18,hombre,058,1,2959,0.03379520108144644
2024,10101,urbana,18,hombre,994,1,2959,0.03379520108144644
2024,10101,urbana,18,hombre,998,6,2959,0.2027712064886786
2024,10101,urbana,18,mujer,002,1,2998,0.0333555703802535
2024,10101,urbana,18,mujer,006,2601,2998,86.75783855903936
2024,10101,urbana,18,mujer,012,3,2998,0.1000667111407605
2024,10101,urbana,18,mujer,027,378,2998,12.608405603735823
2024,10101,urbana,18,mujer,041,1,2998,0.0333555703802535
2024,10101,urbana,18,mujer,051,1,2998,0.0333555703802535
2024,10101,urbana,18,mujer,058,7,2998,0.2334889926617745
2024,10101,urbana,18,mujer,994,1,2998,0.0333555703802535
2024,10101,urbana,18,mujer,998,5,2998,0.1667778519012675
2024,10101,urbana,19,hombre,002,8,2870,0.2787456445993031
2024,10101,urbana,19,hombre,006,2501,2870,87.14285714285714
2024,10101,urbana,19,hombre,012,3,2870,0.10452961672473868
2024,10101,urbana,19,hombre,027,345,2870,12.020905923344948
2024,10101,urbana,19,hombre,041,3,2870,0.10452961672473868
2024,10101,urbana,19,hombre,051,1,2870,0.03484320557491289
2024,10101,urbana,19,hombre,054,3,2870,0.10452961672473868
2024,10101,urbana,19,hombre,058,4,2870,0.13937282229965156
2024,10101,urbana,19,hombre,998,2,2870,0.06968641114982578
2024,10101,urbana,19,mujer,002,2,3007,0.06651147322913202
