gestion,codigo_departamento,area,edad,sexo,medida,observaciones,valor,cv
2025,1,rural,16,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,16,hombre,horas_por_dia,1,24.000000000000004,0.0
2025,1,rural,16,mujer,dias_por_semana,2,6.999999999999999,8.447799217587912e-17
2025,1,rural,16,mujer,horas_por_dia,2,24.0,0.0
2025,1,rural,17,hombre,dias_por_semana,5,4.793262291553941,0.07179858533567252
2025,1,rural,17,hombre,horas_por_dia,5,15.173049166215767,0.09072651064564614
2025,1,rural,17,mujer,dias_por_semana,2,7.0,0.0
2025,1,rural,17,mujer,horas_por_dia,2,24.0,0.0
2025,1,rural,18,hombre,dias_por_semana,4,4.8248874037834675,0.20825741749563517
2025,1,rural,18,hombre,horas_por_dia,4,17.03963969210709,0.18870231691757774
2025,1,rural,19,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,19,hombre,horas_por_dia,1,24.000000000000004,0.0
2025,1,rural,19,mujer,dias_por_semana,2,6.999999999999999,8.447799217587912e-17
2025,1,rural,19,mujer,horas_por_dia,2,24.0,0.0
2025,1,rural,20,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,20,hombre,horas_por_dia,1,24.000000000000004,0.0
2025,1,rural,20,mujer,dias_por_semana,2,7.0,0.0
2025,1,rural,20,mujer,horas_por_dia,2,24.0,0.0
2025,1,rural,21,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,21,hombre,horas_por_dia,1,24.000000000000004,0.0
2025,1,rural,22,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,22,hombre,horas_por_dia,1,24.000000000000004,0.0
2025,1,rural,22,mujer,dias_por_semana,1,7.0,0.0
2025,1,rural,22,mujer,horas_por_dia,1,24.0,0.0
2025,1,rural,23,mujer,dias_por_semana,1,7.0,0.0
2025,1,rural,23,mujer,horas_por_dia,1,24.0,0.0
2025,1,rural,24,mujer,dias_por_semana,2,7.0,0.0
2025,1,rural,24,mujer,horas_por_dia,2,24.000000000000004,0.0
2025,1,rural,26,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,26,hombre,horas_por_dia,1,24.0,0.0
2025,1,rural,27,hombre,dias_por_semana,1,7.0,0.0
2025,1,rural,27,hombre,horas_por_dia,1,24.0,0.0
2025,1,rural,27,mujer,dias_por_semana,1,7.0,0.0
2025,1,rural,27,mujer,horas_por_dia,1,24.0,0.0
2025,1,rural,28,hombre,dias_por_semana,2,3.5249252670249005,0.0
2025,1,rural,28,hombre,horas_por_dia,2,10.794716014694623,0.0
2025,1,urbana,16,hombre,dias_por_semana,18,6.57267920499597,0.039562762792888
2025,1,urbana,16,hombre,horas_por_dia,18,20.685486034198835,0.09961004309414455
2025,1,urbana,16,mujer,dias_por_semana,19,6.978037415337638,0.003234327678296159
2025,1,urbana,16,mujer,horas_por_dia,19,23.105841039363884,0.038506545140400326
2025,1,urbana,17,hombre,dias_por_semana,6,6.999999999999999,5.667054066702174e-17
2025,1,urbana,17,hombre,horas_por_dia,6,23.999999999999993,1.3223126155638409e-16
2025,1,urbana,17,mujer,dias_por_semana,17,6.578554035243969,0.04334893604380295
2025,1,urbana,17,mujer,horas_por_dia,17,21.85799262165722,0.07244109407751066
2025,1,urbana,18,hombre,dias_por_semana,17,6.479526368258695,0.07166841816434369
2025,1,urbana,18,hombre,horas_por_dia,17,22.024641039324717,0.07967692453850234
2025,1,urbana,18,mujer,dias_por_semana,12,6.6672001703770185,0.03126961361359844
2025,1,urbana,18,mujer,horas_por_dia,12,23.999999999999993,8.33601204337879e-17
2025,1,urbana,19,hombre,dias_por_semana,15,6.935667885080802,0.009741209039943246
2025,1,urbana,19,hombre,horas_por_dia,15,23.614007310484812,0.017166537592337033
2025,1,urbana,19,mujer,dias_por_semana,18,6.910296718539934,0.013034853811708326
2025,1,urbana,19,mujer,horas_por_dia,18,22.457096035308787,0.0403772024807047
2025,1,urbana,20,hombre,dias_por_semana,9,7.000000000000001,5.827004334934441e-17
2025,1,urbana,20,hombre,horas_por_dia,9,24.0,0.0
2025,1,urbana,20,mujer,dias_por_semana,20,6.926844532569798,0.010633940580772213
2025,1,urbana,20,mujer,horas_por_dia,20,23.41521469732421,0.01963122362751611
2025,1,urbana,21,hombre,dias_por_semana,10,6.165446211925361,0.07358752345518611
2025,1,urbana,21,hombre,horas_por_dia,10,20.611730714355993,0.11505544774116777
2025,1,urbana,21,mujer,dias_por_semana,9,5.9781487142366965,0.12138980896839434
2025,1,urbana,21,mujer,horas_por_dia,9,23.08861912350841,0.037388971458585114
2025,1,urbana,22,hombre,dias_por_semana,16,6.831026881240451,0.017357089319319986
2025,1,urbana,22,hombre,horas_por_dia,16,22.49685571729879,0.04749228858966313
2025,1,urbana,22,mujer,dias_por_semana,13,6.939783560862588,0.008901308830342841
2025,1,urbana,22,mujer,horas_por_dia,13,21.777412278051806,0.09248372393536276
2025,1,urbana,23,hombre,dias_por_semana,16,6.72268711577296,0.02693935233442982
2025,1,urbana,23,hombre,horas_por_dia,16,23.524853025926035,0.01983592154190551
2025,1,urbana,23,mujer,dias_por_semana,13,6.881975424438156,0.016939287080293346
2025,1,urbana,23,mujer,horas_por_dia,13,22.02594462699637,0.06467324107420158
2025,1,urbana,24,hombre,dias_por_semana,15,6.76819166431977,0.03242319262947647
2025,1,urbana,24,hombre,horas_por_dia,15,20.452444096257757,0.11579233043196832
2025,1,urbana,24,mujer,dias_por_semana,12,6.999999999999998,5.92185145328117e-17
2025,1,urbana,24,mujer,horas_por_dia,12,22.901275679267563,0.03615646808531482
2025,1,urbana,25,hombre,dias_por_semana,20,6.96023253141663,0.005389907977544082
2025,1,urbana,25,hombre,horas_por_dia,20,20.853533825257557,0.10583501711765743
2025,1,urbana,25,mujer,dias_por_semana,12,7.0,0.0
2025,1,urbana,25,mujer,horas_por_dia,12,24.000000000000004,4.598712856960706e-17
2025,1,urbana,26,hombre,dias_por_semana,9,7.0,0.0
2025,1,urbana,26,hombre,horas_por_dia,9,18.687168911946447,0.18348404419377223
2025,1,urbana,26,mujer,dias_por_semana,12,7.0,0.0
2025,1,urbana,26,mujer,horas_por_dia,12,21.290928519823524,0.11809894537776579
2025,1,urbana,27,hombre,dias_por_semana,11,6.904249533580205,0.010645721456513607
2025,1,urbana,27,hombre,horas_por_dia,11,23.300631741281176,0.030664371047023558
2025,1,urbana,27,mujer,dias_por_semana,14,6.594044239393956,0.04984866543229278
2025,1,urbana,27,mujer,horas_por_dia,14,20.29877492114285,0.09226078708369959
2025,1,urbana,28,hombre,dias_por_semana,11,6.87388829272667,0.01717064990192117
2025,1,urbana,28,hombre,horas_por_dia,11,19.851714174966354,0.09975935194660282
2025,1,urbana,28,mujer,dias_por_semana,17,6.922813319658834,0.008194581953258256
2025,1,urbana,28,mujer,horas_por_dia,17,21.107397118700593,0.1036886423310595
2025,2,rural,16,hombre,dias_por_semana,2,4.8977002517255634,0.12844361749603045
2025,2,rural,16,hombre,horas_por_dia,2,15.590801006902252,0.16139731049465622
2025,2,rural,16,mujer,dias_por_semana,1,7.0,0.0
2025,2,rural,16,mujer,horas_por_dia,1,24.0,0.0
2025,2,rural,17,hombre,dias_por_semana,4,7.0,0.0
2025,2,rural,17,hombre,horas_por_dia,4,24.0,0.0
2025,2,rural,17,mujer,dias_por_semana,2,7.000000000000001,9.736087213894244e-17
2025,2,rural,17,mujer,horas_por_dia,2,24.0,0.0
2025,2,rural,18,hombre,dias_por_semana,3,7.0,0.0
2025,2,rural,18,hombre,horas_por_dia,3,24.0,0.0
2025,2,rural,18,mujer,dias_por_semana,2,6.999999999999999,7.332962372966784e-17
2025,2,rural,18,mujer,horas_por_dia,2,24.000000000000004,8.555122768461246e-17
2025,2,rural,19,hombre,dias_por_semana,1,7.0,0.0
2025,2,rural,19,hombre,horas_por_dia,1,23.999999999999996,1.4802973661668756e-16
2025,2,rural,19,mujer,dias_por_semana,3,7.0,0.0
2025,2,rural,19,mujer,horas_por_dia,3,24.0,0.0
2025,2,rural,20,hombre,dias_por_semana,1,7.0,0.0
2025,2,rural,20,hombre,horas_por_dia,1,24.000000000000004,1.480297366166875e-16
2025,2,rural,20,mujer,dias_por_semana,3,7.0,0.0
2025,2,rural,20,mujer,horas_por_dia,3,24.0,0.0
2025,2,rural,21,hombre,dias_por_semana,1,7.0,0.0
2025,2,rural,21,hombre,horas_por_dia,1,24.000000000000004,1.480297366166875e-16
2025,2,rural,21,mujer,dias_por_semana,1,7.0,0.0
2025,2,rural,21,mujer,horas_por_dia,1,23.999999999999996,1.4802973661668756e-16
2025,2,rural,22,hombre,dias_por_semana,1,7.0,0.0
2025,2,rural,22,hombre,horas_por_dia,1,24.000000000000004,1.480297366166875e-16
2025,2,rural,22,mujer,dias_por_semana,1,7.0,0.0
2025,2,rural,22,mujer,horas_por_dia,1,24.0,0.0
2025,2,rural,23,mujer,dias_por_semana,1,7.0,0.0
2025,2,rural,23,mujer,horas_por_dia,1,24.0,0.0
2025,2,rural,24,hombre,dias_por_semana,4,7.0,0.0
2025,2,rural,24,hombre,horas_por_dia,4,23.999999999999996,8.332059732834968e-17
2025,2,rural,24,mujer,dias_por_semana,2,7.0,0.0
2025,2,rural,24,mujer,horas_por_dia,2,23.999999999999996,1.0813438729838469e-16
2025,2,rural,25,hombre,dias_por_semana,1,7.000000000000001,1.2688263138573217e-16
2025,2,rural,25,hombre,horas_por_dia,1,24.0,0.0
2025,2,rural,25,mujer,dias_por_semana,2,7.0,0.0
2025,2,rural,25,mujer,horas_por_dia,2,24.0,0.0
2025,2,rural,26,mujer,dias_por_semana,4,7.0,0.0
2025,2,rural,26,mujer,horas_por_dia,4,24.0,0.0
2025,2,rural,27,hombre,dias_por_semana,2,7.0,0.0
2025,2,rural,27,hombre,horas_por_dia,2,23.999999999999996,4.511664490421107e-17
2025,2,rural,28,hombre,dias_por_semana,2,7.0,0.0
2025,2,rural,28,hombre,horas_por_dia,2,24.0,0.0
2025,2,urbana,16,hombre,dias_por_semana,84,6.885871434812939,0.011363665641410186
2025,2,urbana,16,hombre,horas_por_dia,84,23.363511186910678,0.015372935803147374
2025,2,urbana,16,mujer,dias_por_semana,78,6.901458659377431,0.012046121223520884
2025,2,urbana,16,mujer,horas_por_dia,78,23.291290552632105,0.017082965068073743
2025,2,urbana,17,hombre,dias_por_semana,74,6.91355033204048,0.009778549716056005
2025,2,urbana,17,hombre,horas_por_dia,74,24.000000000000004,1.7272998520593996e-17
2025,2,urbana,17,mujer,dias_por_semana,82,6.9609188822730665,0.005598603265535733
2025,2,urbana,17,mujer,horas_por_dia,82,24.0,0.0
2025,2,urbana,18,hombre,dias_por_semana,77,6.855022599125643,0.012436359444725362
2025,2,urbana,18,hombre,horas_por_dia,77,23.44856117176238,0.01729898912422333
2025,2,urbana,18,mujer,dias_por_semana,73,7.000000000000001,1.5502369613389776e-17
2025,2,urbana,18,mujer,horas_por_dia,73,23.749934463677544,0.010526741991449606
2025,2,urbana,19,hombre,dias_por_semana,50,6.978857609959339,0.0030113165511286687
2025,2,urbana,19,hombre,horas_por_dia,50,23.694221631643334,0.01270276981967156
2025,2,urbana,19,mujer,dias_por_semana,59,6.750018184222314,0.02355536621602509
2025,2,urbana,19,mujer,horas_por_dia,59,23.51667107892394,0.02024859406394056
2025,2,urbana,20,hombre,dias_por_semana,60,6.963357024746038,0.0031519938365098693
2025,2,urbana,20,hombre,horas_por_dia,60,23.434546644543694,0.017456565409054332
2025,2,urbana,20,mujer,dias_por_semana,81,6.866844974713271,0.010916705350418523
2025,2,urbana,20,mujer,horas_por_dia,81,23.604137367208924,0.011921562753876474
2025,2,urbana,21,hombre,dias_por_semana,61,6.7823991634578595,0.01851993509705921
2025,2,urbana,21,hombre,horas_por_dia,61,23.218400247359234,0.023124104300267987
2025,2,urbana,21,mujer,dias_por_semana,65,6.976707315727818,0.003330951487308704
2025,2,urbana,21,mujer,horas_por_dia,65,23.86800812245764,0.005517347032624516
2025,2,urbana,22,hombre,dias_por_semana,54,6.934682243468351,0.00813940606019172
2025,2,urbana,22,hombre,horas_por_dia,54,23.368577370286364,0.01892996694955996
2025,2,urbana,22,mujer,dias_por_semana,74,6.944072128428623,0.008048684718371913
2025,2,urbana,22,mujer,horas_por_dia,74,23.999999999999996,1.6779060498966326e-17
2025,2,urbana,23,hombre,dias_por_semana,61,6.911445163032955,0.008431946967635095
2025,2,urbana,23,hombre,horas_por_dia,61,23.77243952192591,0.009596816922581618
2025,2,urbana,23,mujer,dias_por_semana,75,6.9568849755290625,0.00621894770244937
2025,2,urbana,23,mujer,horas_por_dia,75,23.76286736540984,0.010013722983515739
2025,2,urbana,24,hombre,dias_por_semana,60,6.862779975104615,0.01978145665315815
2025,2,urbana,24,hombre,horas_por_dia,60,23.95763030810247,0.001771718003137191
2025,2,urbana,24,mujer,dias_por_semana,60,6.861176569210664,0.014203289776332072
2025,2,urbana,24,mujer,horas_por_dia,60,23.297110900479833,0.0217795153260656
2025,2,urbana,25,hombre,dias_por_semana,105,6.9879637619564745,0.0016979456565655215
2025,2,urbana,25,hombre,horas_por_dia,105,23.855616681339068,0.00510230187719772
2025,2,urbana,25,mujer,dias_por_semana,84,6.894241671986439,0.01212582475582869
2025,2,urbana,25,mujer,horas_por_dia,84,23.753996010766482,0.010335631875072913
2025,2,urbana,26,hombre,dias_por_semana,63,6.894000940090998,0.01372353679681049
2025,2,urbana,26,hombre,horas_por_dia,63,23.441356768502494,0.017308298408661018
2025,2,urbana,26,mujer,dias_por_semana,71,6.88074848950346,0.012908162270193266
2025,2,urbana,26,mujer,horas_por_dia,71,24.0,0.0
2025,2,urbana,27,hombre,dias_por_semana,64,6.993314277398017,0.0009618160788399024
2025,2,urbana,27,hombre,horas_por_dia,64,23.571846242576008,0.017900798478789524
2025,2,urbana,27,mujer,dias_por_semana,70,6.815601989155163,0.017390224256233676
2025,2,urbana,27,mujer,horas_por_dia,70,22.911191593880098,0.021911790929271438
2025,2,urbana,28,hombre,dias_por_semana,69,6.876143970849156,0.013406080395410632
2025,2,urbana,28,hombre,horas_por_dia,69,23.769588785498975,0.00966860981201288
2025,2,urbana,28,mujer,dias_por_semana,72,6.9054213545098015,0.013664417026532852
2025,2,urbana,28,mujer,horas_por_dia,72,24.0,0.0
2025,3,rural,17,mujer,dias_por_semana,1,2.0,0.0
2025,3,rural,17,mujer,horas_por_dia,1,2.0,0.0
2025,3,rural,18,hombre,dias_por_semana,1,2.0,0.0
2025,3,rural,18,hombre,horas_por_dia,1,2.0,0.0
2025,3,rural,19,hombre,dias_por_semana,1,2.0,0.0
2025,3,rural,19,hombre,horas_por_dia,1,2.0,0.0
2025,3,rural,20,hombre,dias_por_semana,1,2.0,0.0
2025,3,rural,20,hombre,horas_por_dia,1,2.0,0.0
2025,3,rural,22,mujer,dias_por_semana,1,7.0,0.0
2025,3,rural,22,mujer,horas_por_dia,1,24.0,0.0
2025,3,rural,26,hombre,dias_por_semana,2,4.443820224719101,0.5622949189619171
2025,3,rural,26,hombre,horas_por_dia,2,12.752808988764045,0.8621194872048705
2025,3,urbana,16,hombre,dias_por_semana,25,6.934917542416929,0.009390479659149726
