gestion,codigo_departamento,area,edad,sexo,razon_inasistencia,observaciones,numerador,denominador,valor,cv
2025,1,rural,16,hombre,culmino_estudios,12,0.0,2607.458243486846,0.0,
2025,1,rural,16,hombre,otra_razon,12,0.0,2607.458243486846,0.0,
2025,1,rural,16,hombre,trabajo,12,0.0,2607.458243486846,0.0,
2025,1,rural,16,hombre,traslado_familiar,12,0.0,2607.458243486846,0.0,
2025,1,rural,16,hombre,vacacion_o_receso,12,1973.1392311288291,2607.458243486846,75.672898542384,0.21375396994986995
2025,1,rural,16,mujer,culmino_estudios,14,0.0,3701.9358332904176,0.0,
2025,1,rural,16,mujer,otra_razon,14,783.2108968756022,3701.9358332904176,21.156792882048833,0.6195694695798927
2025,1,rural,16,mujer,trabajo,14,0.0,3701.9358332904176,0.0,
2025,1,rural,16,mujer,traslado_familiar,14,0.0,3701.9358332904176,0.0,
2025,1,rural,16,mujer,vacacion_o_receso,14,2118.0637666564876,3701.9358332904176,57.21503186547332,0.17735844167608641
2025,1,rural,17,hombre,culmino_estudios,11,0.0,2153.935830008688,0.0,
2025,1,rural,17,hombre,otra_razon,11,0.0,2153.935830008688,0.0,
2025,1,rural,17,hombre,trabajo,11,0.0,2153.935830008688,0.0,
2025,1,rural,17,hombre,traslado_familiar,11,0.0,2153.935830008688,0.0,
2025,1,rural,17,hombre,vacacion_o_receso,11,1116.9763726134595,2153.935830008688,51.85745819590893,0.33157477987302214
2025,1,rural,17,mujer,culmino_estudios,13,0.0,2759.045782463102,0.0,
2025,1,rural,17,mujer,otra_razon,13,0.0,2759.045782463102,0.0,
2025,1,rural,17,mujer,trabajo,13,0.0,2759.045782463102,0.0,
2025,1,rural,17,mujer,traslado_familiar,13,0.0,2759.045782463102,0.0,
2025,1,rural,17,mujer,vacacion_o_receso,13,2469.3467518574107,2759.045782463102,89.50002814570672,0.10365669770792323
2025,1,rural,18,hombre,culmino_estudios,9,360.6402046429629,2058.1493019312534,17.52254825753205,0.8877396126545104
2025,1,rural,18,hombre,otra_razon,9,293.2726178977488,2058.1493019312534,14.249336412210619,1.0009056765767357
2025,1,rural,18,hombre,trabajo,9,0.0,2058.1493019312534,0.0,
2025,1,rural,18,hombre,traslado_familiar,9,0.0,2058.1493019312534,0.0,
2025,1,rural,18,hombre,vacacion_o_receso,9,780.1477362027626,2058.1493019312534,37.90530334561809,0.4707405723952396
2025,1,rural,18,mujer,culmino_estudios,5,0.0,1394.7351110416316,0.0,
2025,1,rural,18,mujer,otra_razon,5,0.0,1394.7351110416316,0.0,
2025,1,rural,18,mujer,trabajo,5,0.0,1394.7351110416316,0.0,
2025,1,rural,18,mujer,traslado_familiar,5,0.0,1394.7351110416316,0.0,
2025,1,rural,18,mujer,vacacion_o_receso,5,1121.0563033265773,1394.7351110416316,80.37772150794552,0.22706416169199264
2025,1,rural,19,hombre,culmino_estudios,2,0.0,289.1711495087961,0.0,
2025,1,rural,19,hombre,otra_razon,2,0.0,289.1711495087961,0.0,
2025,1,rural,19,hombre,trabajo,2,0.0,289.1711495087961,0.0,
2025,1,rural,19,hombre,traslado_familiar,2,0.0,289.1711495087961,0.0,
2025,1,rural,19,hombre,vacacion_o_receso,2,289.1711495087961,289.1711495087961,100.0,0.0
2025,1,rural,19,mujer,culmino_estudios,3,0.0,526.2343751397722,0.0,
2025,1,rural,19,mujer,otra_razon,3,0.0,526.2343751397722,0.0,
2025,1,rural,19,mujer,trabajo,3,0.0,526.2343751397722,0.0,
2025,1,rural,19,mujer,traslado_familiar,3,0.0,526.2343751397722,0.0,
2025,1,rural,19,mujer,vacacion_o_receso,3,193.2598316965772,526.2343751397722,36.7250489186013,0.8132869502200938
2025,1,rural,20,hombre,culmino_estudios,1,0.0,193.2598316965772,0.0,
2025,1,rural,20,hombre,otra_razon,1,0.0,193.2598316965772,0.0,
2025,1,rural,20,hombre,trabajo,1,0.0,193.2598316965772,0.0,
2025,1,rural,20,hombre,traslado_familiar,1,0.0,193.2598316965772,0.0,
2025,1,rural,20,hombre,vacacion_o_receso,1,193.2598316965772,193.2598316965772,100.0,0.0
2025,1,rural,20,mujer,culmino_estudios,1,0.0,55.640654779019535,0.0,
2025,1,rural,20,mujer,otra_razon,1,0.0,55.640654779019535,0.0,
2025,1,rural,20,mujer,trabajo,1,0.0,55.640654779019535,0.0,
2025,1,rural,20,mujer,traslado_familiar,1,0.0,55.640654779019535,0.0,
2025,1,rural,20,mujer,vacacion_o_receso,1,0.0,55.640654779019535,0.0,
2025,1,rural,21,hombre,culmino_estudios,1,0.0,144.58557475439804,0.0,
2025,1,rural,21,hombre,otra_razon,1,0.0,144.58557475439804,0.0,
2025,1,rural,21,hombre,trabajo,1,0.0,144.58557475439804,0.0,
2025,1,rural,21,hombre,traslado_familiar,1,0.0,144.58557475439804,0.0,
2025,1,rural,21,hombre,vacacion_o_receso,1,144.58557475439804,144.58557475439804,100.0,0.0
2025,1,rural,21,mujer,culmino_estudios,2,0.0,341.8060955544282,0.0,
2025,1,rural,21,mujer,otra_razon,2,0.0,341.8060955544282,0.0,
2025,1,rural,21,mujer,trabajo,2,0.0,341.8060955544282,0.0,
2025,1,rural,21,mujer,traslado_familiar,2,0.0,341.8060955544282,0.0,
2025,1,rural,21,mujer,vacacion_o_receso,2,341.8060955544282,341.8060955544282,100.0,0.0
2025,1,rural,22,hombre,culmino_estudios,1,0.0,192.7807663391974,0.0,
2025,1,rural,22,hombre,otra_razon,1,0.0,192.7807663391974,0.0,
2025,1,rural,22,hombre,trabajo,1,0.0,192.7807663391974,0.0,
2025,1,rural,22,hombre,traslado_familiar,1,0.0,192.7807663391974,0.0,
2025,1,rural,22,hombre,vacacion_o_receso,1,192.7807663391974,192.7807663391974,100.0,0.0
2025,1,rural,22,mujer,culmino_estudios,2,0.0,976.4707285721794,0.0,
2025,1,rural,22,mujer,otra_razon,2,783.2108968756022,976.4707285721794,80.20833333333334,0.29355785678087
2025,1,rural,22,mujer,trabajo,2,0.0,976.4707285721794,0.0,
2025,1,rural,22,mujer,traslado_familiar,2,0.0,976.4707285721794,0.0,
2025,1,rural,22,mujer,vacacion_o_receso,2,193.2598316965772,976.4707285721794,19.79166666666667,1.1896818406382625
2025,1,rural,23,mujer,culmino_estudios,1,0.0,193.2598316965772,0.0,
2025,1,rural,23,mujer,otra_razon,1,0.0,193.2598316965772,0.0,
2025,1,rural,23,mujer,trabajo,1,0.0,193.2598316965772,0.0,
2025,1,rural,23,mujer,traslado_familiar,1,0.0,193.2598316965772,0.0,
2025,1,rural,23,mujer,vacacion_o_receso,1,193.2598316965772,193.2598316965772,100.0,0.0
2025,1,rural,24,hombre,culmino_estudios,1,0.0,376.54370042096264,0.0,
2025,1,rural,24,hombre,otra_razon,1,0.0,376.54370042096264,0.0,
2025,1,rural,24,hombre,trabajo,1,0.0,376.54370042096264,0.0,
2025,1,rural,24,hombre,traslado_familiar,1,0.0,376.54370042096264,0.0,
2025,1,rural,24,hombre,vacacion_o_receso,1,0.0,376.54370042096264,0.0,
2025,1,rural,24,mujer,culmino_estudios,1,0.0,192.7807663391974,0.0,
2025,1,rural,24,mujer,otra_razon,1,0.0,192.7807663391974,0.0,
2025,1,rural,24,mujer,trabajo,1,0.0,192.7807663391974,0.0,
2025,1,rural,24,mujer,traslado_familiar,1,0.0,192.7807663391974,0.0,
2025,1,rural,24,mujer,vacacion_o_receso,1,192.7807663391974,192.7807663391974,100.0,0.0
2025,1,rural,25,hombre,culmino_estudios,3,192.7807663391974,585.9884019001283,32.89839282041858,0.9014886012656145
2025,1,rural,25,hombre,otra_razon,3,0.0,585.9884019001283,0.0,
2025,1,rural,25,hombre,trabajo,3,0.0,585.9884019001283,0.0,
2025,1,rural,25,hombre,traslado_familiar,3,0.0,585.9884019001283,0.0,
2025,1,rural,25,hombre,vacacion_o_receso,3,393.20763556093095,585.9884019001283,67.10160717958142,0.4419793708993377
2025,1,rural,26,hombre,culmino_estudios,1,0.0,148.292897183998,0.0,
2025,1,rural,26,hombre,otra_razon,1,0.0,148.292897183998,0.0,
2025,1,rural,26,hombre,trabajo,1,0.0,148.292897183998,0.0,
2025,1,rural,26,hombre,traslado_familiar,1,0.0,148.292897183998,0.0,
2025,1,rural,26,hombre,vacacion_o_receso,1,0.0,148.292897183998,0.0,
2025,1,rural,26,mujer,culmino_estudios,1,0.0,193.2598316965772,0.0,
2025,1,rural,26,mujer,otra_razon,1,0.0,193.2598316965772,0.0,
2025,1,rural,26,mujer,trabajo,1,0.0,193.2598316965772,0.0,
2025,1,rural,26,mujer,traslado_familiar,1,0.0,193.2598316965772,0.0,
2025,1,rural,26,mujer,vacacion_o_receso,1,193.2598316965772,193.2598316965772,100.0,0.0
2025,1,rural,27,hombre,culmino_estudios,2,0.0,1159.754597296565,0.0,
2025,1,rural,27,hombre,otra_razon,2,0.0,1159.754597296565,0.0,
2025,1,rural,27,hombre,trabajo,2,0.0,1159.754597296565,0.0,
2025,1,rural,27,hombre,traslado_familiar,2,0.0,1159.754597296565,0.0,
2025,1,rural,27,hombre,vacacion_o_receso,2,1159.754597296565,1159.754597296565,100.0,0.0
2025,1,urbana,16,hombre,culmino_estudios,18,0.0,4166.0893919316795,0.0,
2025,1,urbana,16,hombre,otra_razon,18,0.0,4166.0893919316795,0.0,
2025,1,urbana,16,hombre,trabajo,18,0.0,4166.0893919316795,0.0,
2025,1,urbana,16,hombre,traslado_familiar,18,0.0,4166.0893919316795,0.0,
2025,1,urbana,16,hombre,vacacion_o_receso,18,1956.0221559233323,4166.0893919316795,46.95103661749295,0.3654358463191147
2025,1,urbana,16,mujer,culmino_estudios,19,0.0,4506.55475894691,0.0,
2025,1,urbana,16,mujer,otra_razon,19,0.0,4506.55475894691,0.0,
2025,1,urbana,16,mujer,trabajo,19,0.0,4506.55475894691,0.0,
2025,1,urbana,16,mujer,traslado_familiar,19,0.0,4506.55475894691,0.0,
2025,1,urbana,16,mujer,vacacion_o_receso,19,2179.244651777898,4506.55475894691,48.35722116660008,0.3569741938468936
2025,1,urbana,17,hombre,culmino_estudios,6,0.0,1008.2704232332528,0.0,
2025,1,urbana,17,hombre,otra_razon,6,0.0,1008.2704232332528,0.0,
2025,1,urbana,17,hombre,trabajo,6,0.0,1008.2704232332528,0.0,
2025,1,urbana,17,hombre,traslado_familiar,6,0.0,1008.2704232332528,0.0,
2025,1,urbana,17,hombre,vacacion_o_receso,6,777.3273788990489,1008.2704232332528,77.09512854759424,0.25581357534415816
2025,1,urbana,17,mujer,culmino_estudios,16,209.4280155806477,3484.607214569615,6.01008959359898,1.0079866794959935
2025,1,urbana,17,mujer,otra_razon,16,0.0,3484.607214569615,0.0,
2025,1,urbana,17,mujer,trabajo,16,0.0,3484.607214569615,0.0,
2025,1,urbana,17,mujer,traslado_familiar,16,0.0,3484.607214569615,0.0,
2025,1,urbana,17,mujer,vacacion_o_receso,16,3056.833047982084,3484.607214569615,87.7238913815322,0.10033497652055579
2025,1,urbana,18,hombre,culmino_estudios,17,209.4280155806477,4079.8420940487385,5.13323826640595,0.9678197100478853
2025,1,urbana,18,hombre,otra_razon,17,0.0,4079.8420940487385,0.0,
2025,1,urbana,18,hombre,trabajo,17,0.0,4079.8420940487385,0.0,
2025,1,urbana,18,hombre,traslado_familiar,17,0.0,4079.8420940487385,0.0,
2025,1,urbana,18,hombre,vacacion_o_receso,17,2455.817408425145,4079.8420940487385,60.19393279968956,0.2595822411502722
2025,1,urbana,18,mujer,culmino_estudios,12,0.0,2374.316123192173,0.0,
2025,1,urbana,18,mujer,otra_razon,12,0.0,2374.316123192173,0.0,
2025,1,urbana,18,mujer,trabajo,12,0.0,2374.316123192173,0.0,
2025,1,urbana,18,mujer,traslado_familiar,12,218.34615100688364,2374.316123192173,9.196170167657623,0.9751599615650444
2025,1,urbana,18,mujer,vacacion_o_receso,12,1710.7070068569797,2374.316123192173,72.05051552094936,0.18561798384441688
2025,1,urbana,19,hombre,culmino_estudios,13,179.95330143925798,3167.69249459947,5.680895533453971,0.9487117620767204
2025,1,urbana,19,hombre,otra_razon,13,0.0,3167.69249459947,0.0,
2025,1,urbana,19,hombre,trabajo,13,0.0,3167.69249459947,0.0,
2025,1,urbana,19,hombre,traslado_familiar,13,0.0,3167.69249459947,0.0,
2025,1,urbana,19,hombre,vacacion_o_receso,13,2019.9018389427697,3167.69249459947,63.765717233805255,0.2395612489496204
2025,1,urbana,19,mujer,culmino_estudios,14,0.0,2976.24214186261,0.0,
2025,1,urbana,19,mujer,otra_razon,14,0.0,2976.24214186261,0.0,
2025,1,urbana,19,mujer,trabajo,14,0.0,2976.24214186261,0.0,
2025,1,urbana,19,mujer,traslado_familiar,14,0.0,2976.24214186261,0.0,
2025,1,urbana,19,mujer,vacacion_o_receso,14,1388.7858028769085,2976.24214186261,46.662392933115655,0.30640927547640734
2025,1,urbana,20,hombre,culmino_estudios,7,0.0,1492.5242935139868,0.0,
2025,1,urbana,20,hombre,otra_razon,7,0.0,1492.5242935139868,0.0,
