gestion,codigo_departamento,area,edad,sexo,razon_salida,observaciones,numerador,denominador,valor,cv
2025,1,rural,17,mujer,despido_o_retiro,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,edad_avanzada,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,estudios,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,fin_de_contrato,1,845.9483968676418,845.9483968676418,100.0,0.0
2025,1,rural,17,mujer,fin_del_trabajo,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,hogar_o_cuidado,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,mal_desempeno_del_negocio,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,otra_razon,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,pandemia,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,salud,1,0.0,845.9483968676418,0.0,
2025,1,rural,19,hombre,despido_o_retiro,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,edad_avanzada,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,estudios,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,fin_de_contrato,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,fin_del_trabajo,1,1246.6607953838932,1246.6607953838932,100.0,0.0
2025,1,rural,19,hombre,hogar_o_cuidado,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,mal_desempeno_del_negocio,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,otra_razon,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,pandemia,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,salud,1,0.0,1246.6607953838932,0.0,
2025,1,rural,20,mujer,despido_o_retiro,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,edad_avanzada,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,estudios,1,1820.33609053951,1820.33609053951,100.0,0.0
2025,1,rural,20,mujer,fin_de_contrato,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,fin_del_trabajo,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,hogar_o_cuidado,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,mal_desempeno_del_negocio,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,otra_razon,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,pandemia,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,salud,1,0.0,1820.33609053951,0.0,
2025,1,rural,24,mujer,despido_o_retiro,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,edad_avanzada,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,estudios,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,fin_de_contrato,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,fin_del_trabajo,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,hogar_o_cuidado,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,mal_desempeno_del_negocio,1,845.9483968676418,845.9483968676418,100.0,0.0
2025,1,rural,24,mujer,otra_razon,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,pandemia,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,salud,1,0.0,845.9483968676418,0.0,
2025,1,rural,25,mujer,despido_o_retiro,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,edad_avanzada,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,estudios,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,fin_de_contrato,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,fin_del_trabajo,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,hogar_o_cuidado,2,2227.765885036709,2227.765885036709,100.0,0.0
2025,1,rural,25,mujer,mal_desempeno_del_negocio,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,otra_razon,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,pandemia,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,salud,2,0.0,2227.765885036709,0.0,
2025,1,urbana,16,hombre,despido_o_retiro,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,edad_avanzada,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,estudios,7,1026.3965625636408,1196.0216657679973,85.81755598085795,0.13686193876436087
2025,1,urbana,16,hombre,fin_de_contrato,7,169.62510320435652,1196.0216657679973,14.182444019142054,0.8281476081066735
2025,1,urbana,16,hombre,fin_del_trabajo,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,hogar_o_cuidado,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,mal_desempeno_del_negocio,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,otra_razon,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,pandemia,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,salud,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,17,hombre,despido_o_retiro,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,edad_avanzada,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,estudios,4,392.52385471713626,392.52385471713626,100.0,0.0
2025,1,urbana,17,hombre,fin_de_contrato,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,fin_del_trabajo,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,hogar_o_cuidado,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,mal_desempeno_del_negocio,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,otra_razon,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,pandemia,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,hombre,salud,4,0.0,392.52385471713626,0.0,
2025,1,urbana,17,mujer,despido_o_retiro,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,edad_avanzada,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,estudios,4,578.1394600007469,720.8232407897625,80.20544112413945,0.24889327204661618
2025,1,urbana,17,mujer,fin_de_contrato,4,142.68378078901551,720.8232407897625,19.794558875860538,1.008488989450211
2025,1,urbana,17,mujer,fin_del_trabajo,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,hogar_o_cuidado,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,mal_desempeno_del_negocio,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,otra_razon,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,pandemia,4,0.0,720.8232407897625,0.0,
2025,1,urbana,17,mujer,salud,4,0.0,720.8232407897625,0.0,
2025,1,urbana,18,hombre,despido_o_retiro,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,edad_avanzada,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,estudios,4,773.9866507577333,912.1953490973782,84.84878283183497,0.18138862624438026
2025,1,urbana,18,hombre,fin_de_contrato,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,fin_del_trabajo,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,hogar_o_cuidado,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,mal_desempeno_del_negocio,4,138.20869833964497,912.1953490973782,15.151217168165038,1.0157998519559375
2025,1,urbana,18,hombre,otra_razon,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,pandemia,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,hombre,salud,4,0.0,912.1953490973782,0.0,
2025,1,urbana,18,mujer,despido_o_retiro,13,0.0,1539.9519419471037,0.0,
2025,1,urbana,18,mujer,edad_avanzada,13,0.0,1539.9519419471037,0.0,
2025,1,urbana,18,mujer,estudios,13,1162.2482867167287,1539.9519419471037,75.47302321962013,0.16587865482323122
2025,1,urbana,18,mujer,fin_de_contrato,13,0.0,1539.9519419471037,0.0,
2025,1,urbana,18,mujer,fin_del_trabajo,13,0.0,1539.9519419471037,0.0,
2025,1,urbana,18,mujer,hogar_o_cuidado,13,99.72736807554541,1539.9519419471037,6.476005215425806,0.9871547979448015
2025,1,urbana,18,mujer,mal_desempeno_del_negocio,13,277.97628715482983,1539.9519419471037,18.05097156495408,0.6478340432178875
2025,1,urbana,18,mujer,otra_razon,13,0.0,1539.9519419471037,0.0,
