gestion,codigo_departamento,area,edad,sexo,estadistico,observaciones,poblacion_estimada,valor,cv
2025,1,rural,16,hombre,media,1,1820.33609053951,48.0,0.0
2025,1,rural,16,hombre,mediana,1,1820.33609053951,48.0,0.0
2025,1,rural,16,mujer,media,3,2919.66033574432,22.57508529879796,0.535188032479617
2025,1,rural,16,mujer,mediana,3,2919.66033574432,10.0,2.4198524149535907
2025,1,rural,17,hombre,media,5,4066.3497109633345,24.561441319885937,0.2856636990056526
2025,1,rural,17,hombre,mediana,5,4066.3497109633345,24.0,0.4525322680294856
2025,1,rural,17,mujer,media,1,1820.33609053951,16.0,0.0
2025,1,rural,17,mujer,mediana,1,1820.33609053951,16.0,0.0
2025,1,rural,20,mujer,media,1,1246.6607953838932,10.0,0.0
2025,1,rural,20,mujer,mediana,1,1246.6607953838932,10.0,0.0
2025,1,rural,21,mujer,media,2,3053.494590539553,31.057773135511646,0.16444175916684012
2025,1,rural,21,mujer,mediana,2,3053.494590539553,25.0,0.4085755880166531
2025,1,rural,22,hombre,media,1,544.3550820009172,54.0,0.0
2025,1,rural,22,hombre,mediana,1,544.3550820009172,54.0,0.0
2025,1,rural,23,hombre,media,1,981.1050896528159,30.0,0.0
2025,1,rural,23,hombre,mediana,1,981.1050896528159,30.0,0.0
2025,1,rural,24,hombre,media,1,1246.6607953838932,48.0,0.0
2025,1,rural,24,hombre,mediana,1,1246.6607953838932,48.0,0.0
2025,1,rural,25,hombre,media,2,2227.765885036709,37.87083103589096,0.21167166753323113
2025,1,rural,25,hombre,mediana,2,2227.765885036709,48.0,0.0
2025,1,rural,25,mujer,media,2,3473.9969142943573,27.808088180966596,0.10147826038361615
2025,1,rural,25,mujer,mediana,2,3473.9969142943573,24.0,0.23515970109989068
2025,1,rural,26,hombre,media,3,4119.977823754933,51.591743119266056,0.05588646268974479
2025,1,rural,26,hombre,mediana,3,4119.977823754933,54.0,0.0
2025,1,rural,26,mujer,media,1,1820.33609053951,30.0,0.0
2025,1,rural,26,mujer,mediana,1,1820.33609053951,30.0,0.0
2025,1,rural,27,hombre,media,2,3066.996885923403,48.0,0.0
2025,1,rural,27,hombre,mediana,2,3066.996885923403,48.0,0.0
2025,1,rural,28,mujer,media,1,544.3550820009172,42.0,0.0
2025,1,rural,28,mujer,mediana,1,544.3550820009172,42.0,0.0
2025,1,urbana,16,hombre,media,9,1264.3899690788714,20.577004983873262,0.3054953924106746
2025,1,urbana,16,hombre,mediana,9,1264.3899690788714,16.0,0.4379085515366758
2025,1,urbana,16,mujer,media,15,1771.8338659620154,22.367568479411343,0.23076631996012384
2025,1,urbana,16,mujer,mediana,15,1771.8338659620154,18.0,0.2267795044870709
2025,1,urbana,17,hombre,media,15,1873.0079336964063,20.669005673491633,0.23760210888993377
2025,1,urbana,17,hombre,mediana,15,1873.0079336964063,12.0,0.8573783939563951
2025,1,urbana,17,mujer,media,12,1400.692867979799,16.867624991473246,0.18721893105942816
2025,1,urbana,17,mujer,mediana,12,1400.692867979799,16.0,0.2564722443751629
2025,1,urbana,18,hombre,media,12,2001.1774193098422,29.27447533797403,0.1729053357085234
2025,1,urbana,18,hombre,mediana,12,2001.1774193098422,32.0,0.34012341188364353
2025,1,urbana,18,mujer,media,14,1887.9099224225533,21.443469443296607,0.18980959740757386
2025,1,urbana,18,mujer,mediana,14,1887.9099224225533,20.0,0.2932032568429437
2025,1,urbana,19,hombre,media,19,2511.3183759668386,22.306573879112936,0.14881878506953575
2025,1,urbana,19,hombre,mediana,19,2511.3183759668386,18.0,0.24464157221087332
2025,1,urbana,19,mujer,media,16,2218.7183035764965,19.935611893193236,0.10024670257667284
2025,1,urbana,19,mujer,mediana,16,2218.7183035764965,16.0,0.14685572436142416
2025,1,urbana,20,hombre,media,17,2126.8114512723587,24.543851299287702,0.1694879657915803
2025,1,urbana,20,hombre,mediana,17,2126.8114512723587,24.0,0.22606395197518395
2025,1,urbana,20,mujer,media,14,1650.7717951565828,25.437901837720958,0.1467094574270076
2025,1,urbana,20,mujer,mediana,14,1650.7717951565828,27.0,0.23151825945172919
2025,1,urbana,21,hombre,media,10,1152.6379525018835,24.59816842755823,0.23230176188670804
2025,1,urbana,21,hombre,mediana,10,1152.6379525018835,20.0,0.492877722703757
2025,1,urbana,21,mujer,media,16,1995.8489053403582,18.632812610315675,0.19425696582280685
2025,1,urbana,21,mujer,mediana,16,1995.8489053403582,12.0,0.27130238602439877
2025,1,urbana,22,hombre,media,21,2906.014038032629,24.514853529494562,0.15704513154249888
2025,1,urbana,22,hombre,mediana,21,2906.014038032629,16.0,0.47180098813758614
2025,1,urbana,22,mujer,media,19,2236.9968659973615,24.543771033245946,0.11761609987450611
2025,1,urbana,22,mujer,mediana,19,2236.9968659973615,24.0,0.14926436903649218
2025,1,urbana,23,hombre,media,15,2303.0004488762434,34.198654239672514,0.16824462548579736
2025,1,urbana,23,hombre,mediana,15,2303.0004488762434,48.0,0.1866928604673489
2025,1,urbana,23,mujer,media,19,2319.008369344753,24.267562867568675,0.13930629307762724
2025,1,urbana,23,mujer,mediana,19,2319.008369344753,20.0,0.3244156411222147
2025,1,urbana,24,hombre,media,19,3059.956256039912,30.722798993785492,0.1344252520003835
2025,1,urbana,24,hombre,mediana,19,3059.956256039912,30.0,0.2877083270134987
2025,1,urbana,24,mujer,media,21,2487.137419583765,24.02903166961285,0.10995768925742046
2025,1,urbana,24,mujer,mediana,21,2487.137419583765,20.0,0.24459510940366952
2025,1,urbana,25,hombre,media,25,3615.497557073604,38.029052327352424,0.12072788398613922
