gestion,codigo_municipio,area,edad,sexo,actividad_economica,numerador,denominador,valor
2024,10101,rural,16,hombre,agricultura_ganaderia_y_pesca,26,63,41.26984126984127
2024,10101,rural,16,hombre,agua_y_residuos,1,63,1.5873015873015872
2024,10101,rural,16,hombre,comercio,14,63,22.22222222222222
2024,10101,rural,16,hombre,construccion,7,63,11.11111111111111
2024,10101,rural,16,hombre,industria_manufacturera,8,63,12.698412698412698
2024,10101,rural,16,hombre,mineria,1,63,1.5873015873015872
2024,10101,rural,16,hombre,otros_servicios,3,63,4.761904761904762
2024,10101,rural,16,hombre,servicios_profesionales_y_tecnicos,1,63,1.5873015873015872
2024,10101,rural,16,hombre,transporte_y_almacenamiento,2,63,3.1746031746031744
2024,10101,rural,16,mujer,agricultura_ganaderia_y_pesca,9,28,32.142857142857146
2024,10101,rural,16,mujer,alojamiento_y_comidas,4,28,14.285714285714286
2024,10101,rural,16,mujer,comercio,6,28,21.428571428571427
2024,10101,rural,16,mujer,hogares_como_empleadores,3,28,10.714285714285714
2024,10101,rural,16,mujer,industria_manufacturera,4,28,14.285714285714286
2024,10101,rural,16,mujer,salud_y_asistencia_social,1,28,3.5714285714285716
2024,10101,rural,16,mujer,servicios_administrativos,1,28,3.5714285714285716
2024,10101,rural,17,hombre,agricultura_ganaderia_y_pesca,23,58,39.6551724137931
2024,10101,rural,17,hombre,comercio,11,58,18.96551724137931
2024,10101,rural,17,hombre,construccion,16,58,27.586206896551722
2024,10101,rural,17,hombre,industria_manufacturera,7,58,12.068965517241379
2024,10101,rural,17,hombre,otros_servicios,1,58,1.7241379310344827
2024,10101,rural,17,mujer,agricultura_ganaderia_y_pesca,11,37,29.72972972972973
2024,10101,rural,17,mujer,alojamiento_y_comidas,3,37,8.108108108108109
2024,10101,rural,17,mujer,comercio,9,37,24.324324324324323
2024,10101,rural,17,mujer,hogares_como_empleadores,4,37,10.81081081081081
2024,10101,rural,17,mujer,industria_manufacturera,5,37,13.513513513513514
2024,10101,rural,17,mujer,otros_servicios,1,37,2.7027027027027026
2024,10101,rural,17,mujer,salud_y_asistencia_social,1,37,2.7027027027027026
2024,10101,rural,17,mujer,servicios_administrativos,3,37,8.108108108108109
2024,10101,rural,18,hombre,agricultura_ganaderia_y_pesca,26,77,33.76623376623377
2024,10101,rural,18,hombre,alojamiento_y_comidas,1,77,1.2987012987012987
2024,10101,rural,18,hombre,comercio,16,77,20.77922077922078
2024,10101,rural,18,hombre,construccion,21,77,27.272727272727273
2024,10101,rural,18,hombre,educacion,2,77,2.5974025974025974
2024,10101,rural,18,hombre,industria_manufacturera,6,77,7.792207792207792
2024,10101,rural,18,hombre,mineria,2,77,2.5974025974025974
2024,10101,rural,18,hombre,otros_servicios,1,77,1.2987012987012987
2024,10101,rural,18,hombre,transporte_y_almacenamiento,2,77,2.5974025974025974
2024,10101,rural,18,mujer,agricultura_ganaderia_y_pesca,9,50,18.0
2024,10101,rural,18,mujer,alojamiento_y_comidas,9,50,18.0
2024,10101,rural,18,mujer,comercio,19,50,38.0
2024,10101,rural,18,mujer,hogares_como_empleadores,3,50,6.0
2024,10101,rural,18,mujer,industria_manufacturera,4,50,8.0
2024,10101,rural,18,mujer,mineria,1,50,2.0
2024,10101,rural,18,mujer,salud_y_asistencia_social,2,50,4.0
2024,10101,rural,18,mujer,servicios_administrativos,3,50,6.0
2024,10101,rural,19,hombre,agricultura_ganaderia_y_pesca,27,90,30.0
2024,10101,rural,19,hombre,alojamiento_y_comidas,1,90,1.1111111111111112
2024,10101,rural,19,hombre,comercio,9,90,10.0
2024,10101,rural,19,hombre,construccion,35,90,38.888888888888886
2024,10101,rural,19,hombre,industria_manufacturera,11,90,12.222222222222221
2024,10101,rural,19,hombre,otros_servicios,4,90,4.444444444444445
2024,10101,rural,19,hombre,servicios_administrativos,1,90,1.1111111111111112
2024,10101,rural,19,hombre,servicios_profesionales_y_tecnicos,1,90,1.1111111111111112
2024,10101,rural,19,hombre,transporte_y_almacenamiento,1,90,1.1111111111111112
2024,10101,rural,19,mujer,agricultura_ganaderia_y_pesca,12,57,21.05263157894737
2024,10101,rural,19,mujer,alojamiento_y_comidas,6,57,10.526315789473685
2024,10101,rural,19,mujer,comercio,19,57,33.333333333333336
2024,10101,rural,19,mujer,construccion,1,57,1.7543859649122806
2024,10101,rural,19,mujer,hogares_como_empleadores,3,57,5.2631578947368425
2024,10101,rural,19,mujer,industria_manufacturera,9,57,15.789473684210526
2024,10101,rural,19,mujer,otros_servicios,1,57,1.7543859649122806
2024,10101,rural,19,mujer,salud_y_asistencia_social,2,57,3.508771929824561
2024,10101,rural,19,mujer,servicios_administrativos,3,57,5.2631578947368425
2024,10101,rural,19,mujer,transporte_y_almacenamiento,1,57,1.7543859649122806
2024,10101,rural,20,hombre,administracion_publica,1,93,1.075268817204301
2024,10101,rural,20,hombre,agricultura_ganaderia_y_pesca,30,93,32.25806451612903
2024,10101,rural,20,hombre,alojamiento_y_comidas,3,93,3.225806451612903
2024,10101,rural,20,hombre,arte_y_recreacion,1,93,1.075268817204301
2024,10101,rural,20,hombre,comercio,16,93,17.204301075268816
2024,10101,rural,20,hombre,construccion,23,93,24.731182795698924
2024,10101,rural,20,hombre,educacion,1,93,1.075268817204301
2024,10101,rural,20,hombre,industria_manufacturera,6,93,6.451612903225806
2024,10101,rural,20,hombre,mineria,4,93,4.301075268817204
2024,10101,rural,20,hombre,otros_servicios,3,93,3.225806451612903
2024,10101,rural,20,hombre,servicios_administrativos,1,93,1.075268817204301
2024,10101,rural,20,hombre,transporte_y_almacenamiento,4,93,4.301075268817204
2024,10101,rural,20,mujer,administracion_publica,1,49,2.0408163265306123
2024,10101,rural,20,mujer,agricultura_ganaderia_y_pesca,10,49,20.408163265306122
2024,10101,rural,20,mujer,alojamiento_y_comidas,9,49,18.367346938775512
2024,10101,rural,20,mujer,arte_y_recreacion,1,49,2.0408163265306123
2024,10101,rural,20,mujer,comercio,9,49,18.367346938775512
2024,10101,rural,20,mujer,construccion,1,49,2.0408163265306123
2024,10101,rural,20,mujer,educacion,1,49,2.0408163265306123
2024,10101,rural,20,mujer,hogares_como_empleadores,3,49,6.122448979591836
2024,10101,rural,20,mujer,industria_manufacturera,7,49,14.285714285714286
2024,10101,rural,20,mujer,otros_servicios,1,49,2.0408163265306123
2024,10101,rural,20,mujer,servicios_administrativos,6,49,12.244897959183673
2024,10101,rural,21,hombre,agricultura_ganaderia_y_pesca,34,91,37.362637362637365
2024,10101,rural,21,hombre,alojamiento_y_comidas,1,91,1.098901098901099
2024,10101,rural,21,hombre,comercio,9,91,9.89010989010989
2024,10101,rural,21,hombre,construccion,27,91,29.67032967032967
2024,10101,rural,21,hombre,educacion,2,91,2.197802197802198
2024,10101,rural,21,hombre,industria_manufacturera,5,91,5.4945054945054945
2024,10101,rural,21,hombre,mineria,1,91,1.098901098901099
2024,10101,rural,21,hombre,otros_servicios,1,91,1.098901098901099
2024,10101,rural,21,hombre,servicios_administrativos,3,91,3.2967032967032965
2024,10101,rural,21,hombre,transporte_y_almacenamiento,8,91,8.791208791208792
2024,10101,rural,21,mujer,administracion_publica,1,77,1.2987012987012987
2024,10101,rural,21,mujer,agricultura_ganaderia_y_pesca,18,77,23.376623376623378
2024,10101,rural,21,mujer,alojamiento_y_comidas,16,77,20.77922077922078
2024,10101,rural,21,mujer,comercio,22,77,28.571428571428573
2024,10101,rural,21,mujer,hogares_como_empleadores,8,77,10.38961038961039
2024,10101,rural,21,mujer,industria_manufacturera,8,77,10.38961038961039
2024,10101,rural,21,mujer,otros_servicios,1,77,1.2987012987012987
2024,10101,rural,21,mujer,salud_y_asistencia_social,1,77,1.2987012987012987
2024,10101,rural,21,mujer,servicios_administrativos,2,77,2.5974025974025974
2024,10101,rural,22,hombre,administracion_publica,3,101,2.9702970297029703
2024,10101,rural,22,hombre,agricultura_ganaderia_y_pesca,28,101,27.722772277227723
2024,10101,rural,22,hombre,arte_y_recreacion,1,101,0.9900990099009901
2024,10101,rural,22,hombre,comercio,18,101,17.821782178217823
2024,10101,rural,22,hombre,construccion,34,101,33.663366336633665
2024,10101,rural,22,hombre,industria_manufacturera,4,101,3.9603960396039604
2024,10101,rural,22,hombre,informacion_y_comunicaciones,1,101,0.9900990099009901
2024,10101,rural,22,hombre,mineria,1,101,0.9900990099009901
2024,10101,rural,22,hombre,otros_servicios,1,101,0.9900990099009901
2024,10101,rural,22,hombre,salud_y_asistencia_social,2,101,1.9801980198019802
2024,10101,rural,22,hombre,servicios_administrativos,1,101,0.9900990099009901
2024,10101,rural,22,hombre,servicios_profesionales_y_tecnicos,1,101,0.9900990099009901
2024,10101,rural,22,hombre,transporte_y_almacenamiento,6,101,5.9405940594059405
2024,10101,rural,22,mujer,agricultura_ganaderia_y_pesca,19,65,29.23076923076923
2024,10101,rural,22,mujer,agua_y_residuos,1,65,1.5384615384615385
2024,10101,rural,22,mujer,alojamiento_y_comidas,14,65,21.53846153846154
2024,10101,rural,22,mujer,arte_y_recreacion,1,65,1.5384615384615385
2024,10101,rural,22,mujer,comercio,15,65,23.076923076923077
2024,10101,rural,22,mujer,educacion,1,65,1.5384615384615385
2024,10101,rural,22,mujer,hogares_como_empleadores,2,65,3.076923076923077
2024,10101,rural,22,mujer,industria_manufacturera,4,65,6.153846153846154
2024,10101,rural,22,mujer,otros_servicios,2,65,3.076923076923077
2024,10101,rural,22,mujer,servicios_administrativos,4,65,6.153846153846154
2024,10101,rural,22,mujer,servicios_profesionales_y_tecnicos,1,65,1.5384615384615385
2024,10101,rural,22,mujer,transporte_y_almacenamiento,1,65,1.5384615384615385
