gestion,codigo_departamento,area,edad,sexo,motivo,observaciones,numerador,denominador,valor,cv
2025,1,rural,16,hombre,color_piel,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,condicion_economica_social,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,discapacidad,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,edad,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,idioma,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,orientacion_o_identidad,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,otro,1,1.0132821915745915,1.0132821915745915,100.0,0.0
2025,1,rural,16,hombre,pertenencia_indigena,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,procedencia,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,religion,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,sexo,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,hombre,vestimenta,1,0.0,1.0132821915745915,0.0,
2025,1,rural,16,mujer,color_piel,3,0.47388612870277663,1.882164141865718,25.17772590402404,1.004256415341716
2025,1,rural,16,mujer,condicion_economica_social,3,0.47388612870277663,1.882164141865718,25.17772590402404,1.004256415341716
2025,1,rural,16,mujer,discapacidad,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,edad,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,idioma,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,orientacion_o_identidad,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,otro,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,pertenencia_indigena,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,procedencia,3,0.14370183807785114,1.882164141865718,7.634925928160811,1.2129987060526004
2025,1,rural,16,mujer,religion,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,sexo,3,0.0,1.882164141865718,0.0,
2025,1,rural,16,mujer,vestimenta,3,1.2645761750850901,1.882164141865718,67.18734816781514,0.42551542748307725
2025,1,rural,17,hombre,color_piel,1,0.3990574047197146,0.3990574047197146,100.0,0.0
2025,1,rural,17,hombre,condicion_economica_social,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,discapacidad,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,edad,1,0.3990574047197146,0.3990574047197146,100.0,0.0
2025,1,rural,17,hombre,idioma,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,orientacion_o_identidad,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,otro,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,pertenencia_indigena,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,procedencia,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,religion,1,0.0,0.3990574047197146,0.0,
2025,1,rural,17,hombre,sexo,1,0.3990574047197146,0.3990574047197146,100.0,0.0
2025,1,rural,17,hombre,vestimenta,1,0.3990574047197146,0.3990574047197146,100.0,0.0
2025,1,rural,17,mujer,color_piel,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,condicion_economica_social,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,discapacidad,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,edad,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,idioma,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,orientacion_o_identidad,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,otro,2,1.0132821915745915,1.4143105769081294,71.64495607391702,0.4173749455156448
2025,1,rural,17,mujer,pertenencia_indigena,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,procedencia,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,religion,2,0.0,1.4143105769081294,0.0,
2025,1,rural,17,mujer,sexo,2,0.40102838533353796,1.4143105769081294,28.355043926082995,1.0545851988723296
2025,1,rural,17,mujer,vestimenta,2,0.0,1.4143105769081294,0.0,
2025,1,rural,24,hombre,color_piel,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,condicion_economica_social,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,discapacidad,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,edad,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,idioma,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,orientacion_o_identidad,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,otro,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,pertenencia_indigena,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,procedencia,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,religion,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,sexo,1,0.0,0.7640135403088352,0.0,
2025,1,rural,24,hombre,vestimenta,1,0.7640135403088352,0.7640135403088352,100.0,0.0
2025,1,rural,24,mujer,color_piel,1,0.554918759923767,0.554918759923767,100.0,0.0
2025,1,rural,24,mujer,condicion_economica_social,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,discapacidad,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,edad,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,idioma,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,orientacion_o_identidad,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,otro,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,pertenencia_indigena,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,procedencia,1,0.554918759923767,0.554918759923767,100.0,0.0
2025,1,rural,24,mujer,religion,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,sexo,1,0.0,0.554918759923767,0.0,
2025,1,rural,24,mujer,vestimenta,1,0.0,0.554918759923767,0.0,
2025,1,rural,28,hombre,color_piel,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,condicion_economica_social,1,0.7184725177106612,0.7184725177106612,100.0,0.0
2025,1,rural,28,hombre,discapacidad,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,edad,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,idioma,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,orientacion_o_identidad,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,otro,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,pertenencia_indigena,1,0.0,0.7184725177106612,0.0,
2025,1,rural,28,hombre,procedencia,1,0.0,0.7184725177106612,0.0,
