gestion,codigo_municipio,sexo,edad_salida,anio_salida,codigo_pais_destino,valor
2024,10101,hombre,17,2004,032,2
2024,10101,hombre,17,2004,724,2
2024,10101,hombre,17,2004,840,1
2024,10101,hombre,17,2005,032,5
2024,10101,hombre,17,2005,724,1
2024,10101,hombre,17,2006,032,3
2024,10101,hombre,17,2006,152,1
2024,10101,hombre,17,2006,724,4
2024,10101,hombre,17,2007,032,3
2024,10101,hombre,17,2008,032,2
2024,10101,hombre,17,2008,724,1
2024,10101,hombre,17,2009,152,1
2024,10101,hombre,17,2009,380,1
2024,10101,hombre,17,2010,032,2
2024,10101,hombre,17,2011,032,2
2024,10101,hombre,17,2011,076,1
2024,10101,hombre,17,2012,152,1
2024,10101,hombre,17,2012,724,1
2024,10101,hombre,17,2013,032,3
2024,10101,hombre,17,2013,076,1
2024,10101,hombre,17,2013,380,1
2024,10101,hombre,17,2013,724,1
2024,10101,hombre,17,2014,032,4
2024,10101,hombre,17,2014,152,2
2024,10101,hombre,17,2014,380,1
2024,10101,hombre,17,2015,032,3
2024,10101,hombre,17,2015,076,1
2024,10101,hombre,17,2015,124,1
2024,10101,hombre,17,2015,152,1
2024,10101,hombre,17,2015,724,1
2024,10101,hombre,17,2016,032,2
2024,10101,hombre,17,2016,152,2
2024,10101,hombre,17,2016,724,1
2024,10101,hombre,17,2017,032,2
2024,10101,hombre,17,2017,076,1
2024,10101,hombre,17,2018,032,2
2024,10101,hombre,17,2018,826,1
2024,10101,hombre,17,2018,840,2
2024,10101,hombre,17,2019,032,4
2024,10101,hombre,17,2019,076,1
2024,10101,hombre,17,2019,724,1
2024,10101,hombre,17,2020,032,5
2024,10101,hombre,17,2020,152,1
2024,10101,hombre,17,2021,032,2
2024,10101,hombre,17,2021,152,3
2024,10101,hombre,17,2021,724,1
2024,10101,hombre,17,2022,152,2
2024,10101,hombre,17,2022,724,1
2024,10101,hombre,17,2022,752,1
2024,10101,hombre,17,2023,032,4
2024,10101,hombre,17,2023,076,2
2024,10101,hombre,17,2023,152,8
2024,10101,hombre,17,2023,724,3
2024,10101,hombre,17,2023,840,2
2024,10101,hombre,17,2023,999,1
2024,10101,hombre,17,2024,032,2
2024,10101,hombre,17,2024,076,6
2024,10101,hombre,17,2024,152,5
2024,10101,hombre,17,2024,724,1
2024,10101,hombre,17,9999,076,1
2024,10101,hombre,17,9999,152,1
2024,10101,hombre,18,1980,032,1
2024,10101,hombre,18,1984,032,2
2024,10101,hombre,18,1985,032,1
2024,10101,hombre,18,1990,032,2
2024,10101,hombre,18,1990,724,1
2024,10101,hombre,18,1990,840,1
2024,10101,hombre,18,1994,032,2
2024,10101,hombre,18,1995,032,2
2024,10101,hombre,18,1995,724,1
2024,10101,hombre,18,1996,032,3
2024,10101,hombre,18,1996,756,1
2024,10101,hombre,18,1997,032,2
2024,10101,hombre,18,1998,032,3
2024,10101,hombre,18,1998,724,1
2024,10101,hombre,18,1999,032,5
2024,10101,hombre,18,2000,032,6
2024,10101,hombre,18,2000,724,1
2024,10101,hombre,18,2001,032,1
2024,10101,hombre,18,2002,032,2
2024,10101,hombre,18,2003,032,3
2024,10101,hombre,18,2004,032,8
2024,10101,hombre,18,2004,152,2
2024,10101,hombre,18,2004,276,1
2024,10101,hombre,18,2004,724,3
2024,10101,hombre,18,2005,032,8
2024,10101,hombre,18,2005,600,1
2024,10101,hombre,18,2005,724,3
2024,10101,hombre,18,2006,032,4
2024,10101,hombre,18,2006,076,1
2024,10101,hombre,18,2006,724,1
2024,10101,hombre,18,2007,032,3
2024,10101,hombre,18,2007,724,4
2024,10101,hombre,18,2008,032,2
2024,10101,hombre,18,2008,152,1
2024,10101,hombre,18,2008,724,2
2024,10101,hombre,18,2009,032,7
2024,10101,hombre,18,2009,724,1
2024,10101,hombre,18,2010,032,8
2024,10101,hombre,18,2010,152,6
2024,10101,hombre,18,2010,380,1
2024,10101,hombre,18,2010,724,2
2024,10101,hombre,18,2010,840,1
2024,10101,hombre,18,2011,032,1
2024,10101,hombre,18,2011,152,1
2024,10101,hombre,18,2011,724,2
2024,10101,hombre,18,2012,032,7
2024,10101,hombre,18,2012,076,1
2024,10101,hombre,18,2012,724,2
2024,10101,hombre,18,2013,032,7
2024,10101,hombre,18,2013,152,1
2024,10101,hombre,18,2014,032,12
2024,10101,hombre,18,2014,076,2
2024,10101,hombre,18,2014,152,3
2024,10101,hombre,18,2014,250,1
2024,10101,hombre,18,2014,724,4
2024,10101,hombre,18,2015,032,5
2024,10101,hombre,18,2015,076,2
2024,10101,hombre,18,2015,152,5
2024,10101,hombre,18,2016,032,3
2024,10101,hombre,18,2016,076,1
2024,10101,hombre,18,2016,152,4
2024,10101,hombre,18,2017,032,3
2024,10101,hombre,18,2017,152,3
2024,10101,hombre,18,2017,724,2
2024,10101,hombre,18,2017,840,1
2024,10101,hombre,18,2018,032,6
2024,10101,hombre,18,2018,152,4
2024,10101,hombre,18,2018,380,1
2024,10101,hombre,18,2018,840,2
2024,10101,hombre,18,2019,032,7
2024,10101,hombre,18,2019,076,1
2024,10101,hombre,18,2019,152,2
2024,10101,hombre,18,2019,724,1
2024,10101,hombre,18,2019,999,1
2024,10101,hombre,18,2020,032,6
2024,10101,hombre,18,2020,152,4
2024,10101,hombre,18,2020,372,1
2024,10101,hombre,18,2020,724,1
2024,10101,hombre,18,2020,840,1
2024,10101,hombre,18,2021,032,4
2024,10101,hombre,18,2021,076,2
2024,10101,hombre,18,2021,152,7
2024,10101,hombre,18,2021,203,1
2024,10101,hombre,18,2021,724,2
2024,10101,hombre,18,2021,840,1
2024,10101,hombre,18,2022,032,9
2024,10101,hombre,18,2022,076,3
2024,10101,hombre,18,2022,152,11
2024,10101,hombre,18,2022,604,1
2024,10101,hombre,18,2022,724,1
2024,10101,hombre,18,2023,032,6
2024,10101,hombre,18,2023,076,11
2024,10101,hombre,18,2023,152,19
2024,10101,hombre,18,2023,156,1
2024,10101,hombre,18,2023,372,1
2024,10101,hombre,18,2023,380,1
2024,10101,hombre,18,2023,724,1
2024,10101,hombre,18,2023,840,2
2024,10101,hombre,18,2023,999,1
2024,10101,hombre,18,2024,032,4
2024,10101,hombre,18,2024,076,4
2024,10101,hombre,18,2024,152,23
2024,10101,hombre,18,2024,604,1
2024,10101,hombre,18,2024,999,1
2024,10101,hombre,18,9999,032,7
2024,10101,hombre,18,9999,076,1
2024,10101,hombre,18,9999,152,1
2024,10101,hombre,18,9999,724,2
2024,10101,hombre,18,9999,826,1
2024,10101,hombre,18,9999,840,1
2024,10101,hombre,19,1992,840,1
2024,10101,hombre,19,1998,032,1
2024,10101,hombre,19,1998,724,1
2024,10101,hombre,19,1999,032,1
2024,10101,hombre,19,1999,152,1
2024,10101,hombre,19,2000,032,4
2024,10101,hombre,19,2000,152,1
2024,10101,hombre,19,2000,250,1
2024,10101,hombre,19,2001,152,1
2024,10101,hombre,19,2001,840,1
2024,10101,hombre,19,2001,999,1
2024,10101,hombre,19,2003,032,2
2024,10101,hombre,19,2003,380,1
2024,10101,hombre,19,2003,724,1
2024,10101,hombre,19,2004,032,1
2024,10101,hombre,19,2004,076,1
2024,10101,hombre,19,2004,276,1
2024,10101,hombre,19,2004,724,1
2024,10101,hombre,19,2005,032,4
2024,10101,hombre,19,2005,152,1
2024,10101,hombre,19,2005,724,2
2024,10101,hombre,19,2006,032,4
2024,10101,hombre,19,2006,076,1
2024,10101,hombre,19,2006,724,4
2024,10101,hombre,19,2007,032,2
2024,10101,hombre,19,2007,076,1
2024,10101,hombre,19,2007,152,1
2024,10101,hombre,19,2007,724,1
2024,10101,hombre,19,2008,032,3
2024,10101,hombre,19,2008,076,1
2024,10101,hombre,19,2008,152,1
2024,10101,hombre,19,2009,032,4
2024,10101,hombre,19,2009,152,1
2024,10101,hombre,19,2009,724,1
2024,10101,hombre,19,2010,032,4
2024,10101,hombre,19,2010,076,1
2024,10101,hombre,19,2010,152,4
2024,10101,hombre,19,2010,276,1
2024,10101,hombre,19,2010,578,1
2024,10101,hombre,19,2010,724,3
2024,10101,hombre,19,2011,032,1
2024,10101,hombre,19,2011,152,1
2024,10101,hombre,19,2011,840,1
2024,10101,hombre,19,2012,032,3
2024,10101,hombre,19,2012,152,1
2024,10101,hombre,19,2013,032,2
2024,10101,hombre,19,2013,152,2
2024,10101,hombre,19,2014,032,2
2024,10101,hombre,19,2014,076,1
2024,10101,hombre,19,2014,152,3
2024,10101,hombre,19,2015,032,5
2024,10101,hombre,19,2015,076,1
2024,10101,hombre,19,2015,152,4
2024,10101,hombre,19,2015,724,1
2024,10101,hombre,19,2016,032,5
2024,10101,hombre,19,2016,152,4
2024,10101,hombre,19,2017,032,2
2024,10101,hombre,19,2017,076,2
2024,10101,hombre,19,2017,152,1
2024,10101,hombre,19,2017,380,1
2024,10101,hombre,19,2017,724,1
2024,10101,hombre,19,2018,032,5
2024,10101,hombre,19,2018,076,2
2024,10101,hombre,19,2018,152,3
2024,10101,hombre,19,2018,724,2
2024,10101,hombre,19,2019,032,3
2024,10101,hombre,19,2019,076,2
2024,10101,hombre,19,2019,152,4
2024,10101,hombre,19,2019,724,3
2024,10101,hombre,19,2019,840,1
2024,10101,hombre,19,2020,076,1
2024,10101,hombre,19,2020,152,2
2024,10101,hombre,19,2020,380,1
2024,10101,hombre,19,2020,724,2
2024,10101,hombre,19,2020,840,1
2024,10101,hombre,19,2021,032,3
2024,10101,hombre,19,2021,076,2
2024,10101,hombre,19,2021,152,8
2024,10101,hombre,19,2021,170,1
2024,10101,hombre,19,2021,276,1
2024,10101,hombre,19,2021,724,2
2024,10101,hombre,19,2022,032,3
2024,10101,hombre,19,2022,076,5
2024,10101,hombre,19,2022,152,9
2024,10101,hombre,19,2022,250,1
2024,10101,hombre,19,2022,372,1
2024,10101,hombre,19,2022,724,1
2024,10101,hombre,19,2022,840,1
2024,10101,hombre,19,2023,032,7
2024,10101,hombre,19,2023,076,3
2024,10101,hombre,19,2023,152,23
2024,10101,hombre,19,2023,276,1
2024,10101,hombre,19,2023,604,2
2024,10101,hombre,19,2023,724,5
2024,10101,hombre,19,2023,826,1
2024,10101,hombre,19,2023,999,1
2024,10101,hombre,19,2024,032,3
2024,10101,hombre,19,2024,076,10
2024,10101,hombre,19,2024,152,10
2024,10101,hombre,19,2024,604,1
2024,10101,hombre,20,1958,840,1
2024,10101,hombre,20,1980,032,1
2024,10101,hombre,20,1980,076,1
2024,10101,hombre,20,1981,032,1
2024,10101,hombre,20,1982,724,1
2024,10101,hombre,20,1985,032,1
2024,10101,hombre,20,1986,032,1
2024,10101,hombre,20,1990,032,1
2024,10101,hombre,20,1992,032,1
2024,10101,hombre,20,1994,032,1
2024,10101,hombre,20,1995,032,4
2024,10101,hombre,20,1996,032,3
2024,10101,hombre,20,1997,724,1
2024,10101,hombre,20,1999,032,1
2024,10101,hombre,20,1999,076,1
2024,10101,hombre,20,1999,276,1
2024,10101,hombre,20,1999,724,1
2024,10101,hombre,20,2000,032,6
2024,10101,hombre,20,2000,152,1
2024,10101,hombre,20,2000,724,2
2024,10101,hombre,20,2001,152,1
2024,10101,hombre,20,2001,724,6
2024,10101,hombre,20,2002,032,3
2024,10101,hombre,20,2002,600,1
2024,10101,hombre,20,2003,032,3
2024,10101,hombre,20,2003,380,1
2024,10101,hombre,20,2003,724,1
2024,10101,hombre,20,2004,032,11
2024,10101,hombre,20,2004,076,1
2024,10101,hombre,20,2004,152,2
2024,10101,hombre,20,2004,724,5
2024,10101,hombre,20,2004,756,1
2024,10101,hombre,20,2004,826,2
2024,10101,hombre,20,2004,840,1
2024,10101,hombre,20,2005,032,4
2024,10101,hombre,20,2005,152,2
2024,10101,hombre,20,2005,724,4
2024,10101,hombre,20,2005,756,1
2024,10101,hombre,20,2006,032,1
2024,10101,hombre,20,2006,076,1
2024,10101,hombre,20,2006,380,1
2024,10101,hombre,20,2006,724,5
2024,10101,hombre,20,2007,032,4
2024,10101,hombre,20,2007,152,1
2024,10101,hombre,20,2007,724,1
2024,10101,hombre,20,2008,032,4
2024,10101,hombre,20,2008,724,1
2024,10101,hombre,20,2008,756,1
2024,10101,hombre,20,2009,032,5
2024,10101,hombre,20,2009,380,1
2024,10101,hombre,20,2010,032,8
2024,10101,hombre,20,2010,076,2
2024,10101,hombre,20,2010,152,1
2024,10101,hombre,20,2010,724,4
2024,10101,hombre,20,2011,032,3
2024,10101,hombre,20,2011,152,1
2024,10101,hombre,20,2012,032,6
2024,10101,hombre,20,2012,076,1
2024,10101,hombre,20,2012,152,3
2024,10101,hombre,20,2012,756,1
2024,10101,hombre,20,2013,032,5
2024,10101,hombre,20,2013,152,1
2024,10101,hombre,20,2013,724,2
2024,10101,hombre,20,2014,032,9
2024,10101,hombre,20,2014,076,1
2024,10101,hombre,20,2014,152,6
2024,10101,hombre,20,2014,380,2
2024,10101,hombre,20,2014,724,5
2024,10101,hombre,20,2015,032,3
2024,10101,hombre,20,2015,152,4
2024,10101,hombre,20,2015,724,2
2024,10101,hombre,20,2016,032,6
2024,10101,hombre,20,2016,152,3
2024,10101,hombre,20,2016,380,1
2024,10101,hombre,20,2016,604,1
2024,10101,hombre,20,2016,724,1
2024,10101,hombre,20,2017,032,7
2024,10101,hombre,20,2017,076,4
2024,10101,hombre,20,2017,152,2
2024,10101,hombre,20,2017,724,3
2024,10101,hombre,20,2018,032,4
2024,10101,hombre,20,2018,076,3
2024,10101,hombre,20,2018,152,10
2024,10101,hombre,20,2018,604,2
2024,10101,hombre,20,2018,724,3
2024,10101,hombre,20,2018,840,1
2024,10101,hombre,20,2019,032,1
2024,10101,hombre,20,2019,076,6
2024,10101,hombre,20,2019,152,7
2024,10101,hombre,20,2019,604,1
2024,10101,hombre,20,2019,724,1
2024,10101,hombre,20,2019,840,1
2024,10101,hombre,20,2020,032,6
2024,10101,hombre,20,2020,076,2
2024,10101,hombre,20,2020,152,11
2024,10101,hombre,20,2020,604,1
2024,10101,hombre,20,2020,724,2
2024,10101,hombre,20,2020,840,1
2024,10101,hombre,20,2021,032,4
2024,10101,hombre,20,2021,076,1
2024,10101,hombre,20,2021,152,9
2024,10101,hombre,20,2021,724,6
2024,10101,hombre,20,2022,032,11
2024,10101,hombre,20,2022,076,5
2024,10101,hombre,20,2022,152,10
2024,10101,hombre,20,2022,276,1
2024,10101,hombre,20,2022,724,2
2024,10101,hombre,20,2023,032,4
2024,10101,hombre,20,2023,076,5
2024,10101,hombre,20,2023,152,38
2024,10101,hombre,20,2023,724,8
2024,10101,hombre,20,2023,840,1
2024,10101,hombre,20,2024,032,6
2024,10101,hombre,20,2024,076,11
2024,10101,hombre,20,2024,152,36
2024,10101,hombre,20,2024,604,1
2024,10101,hombre,20,2024,724,1
2024,10101,hombre,20,2024,840,3
2024,10101,hombre,20,9999,032,5
2024,10101,hombre,20,9999,152,4
2024,10101,hombre,20,9999,724,3
2024,10101,hombre,21,1981,032,1
2024,10101,hombre,21,1993,032,1
2024,10101,hombre,21,1996,724,1
2024,10101,hombre,21,1997,032,1
2024,10101,hombre,21,1998,032,1
2024,10101,hombre,21,1999,032,1
2024,10101,hombre,21,2000,032,1
2024,10101,hombre,21,2000,152,1
2024,10101,hombre,21,2000,724,1
2024,10101,hombre,21,2001,724,1
2024,10101,hombre,21,2002,152,1
2024,10101,hombre,21,2002,250,1
2024,10101,hombre,21,2002,724,1
2024,10101,hombre,21,2003,032,2
2024,10101,hombre,21,2003,578,1
2024,10101,hombre,21,2005,032,1
2024,10101,hombre,21,2005,152,1
2024,10101,hombre,21,2005,724,1
2024,10101,hombre,21,2007,032,1
2024,10101,hombre,21,2007,724,1
2024,10101,hombre,21,2008,152,1
2024,10101,hombre,21,2008,380,1
2024,10101,hombre,21,2008,724,1
2024,10101,hombre,21,2008,840,1
2024,10101,hombre,21,2009,032,1
2024,10101,hombre,21,2010,032,2
2024,10101,hombre,21,2010,152,1
2024,10101,hombre,21,2010,724,1
2024,10101,hombre,21,2011,152,1
2024,10101,hombre,21,2011,826,1
2024,10101,hombre,21,2012,032,2
2024,10101,hombre,21,2012,152,2
2024,10101,hombre,21,2012,724,2
2024,10101,hombre,21,2013,032,1
2024,10101,hombre,21,2013,152,1
2024,10101,hombre,21,2014,032,2
2024,10101,hombre,21,2014,076,2
2024,10101,hombre,21,2014,152,3
2024,10101,hombre,21,2014,524,1
2024,10101,hombre,21,2014,724,1
2024,10101,hombre,21,2015,032,3
2024,10101,hombre,21,2015,152,1
2024,10101,hombre,21,2015,380,1
2024,10101,hombre,21,2016,032,3
2024,10101,hombre,21,2016,152,1
2024,10101,hombre,21,2017,032,3
2024,10101,hombre,21,2017,152,2
2024,10101,hombre,21,2017,276,1
2024,10101,hombre,21,2017,724,1
2024,10101,hombre,21,2017,752,1
2024,10101,hombre,21,2018,032,3
2024,10101,hombre,21,2018,076,2
2024,10101,hombre,21,2018,152,5
2024,10101,hombre,21,2018,724,2
2024,10101,hombre,21,2018,840,1
2024,10101,hombre,21,2018,999,1
2024,10101,hombre,21,2019,032,1
2024,10101,hombre,21,2019,076,1
2024,10101,hombre,21,2019,152,7
2024,10101,hombre,21,2019,276,1
2024,10101,hombre,21,2019,724,5
2024,10101,hombre,21,2020,032,4
2024,10101,hombre,21,2020,076,1
2024,10101,hombre,21,2020,152,10
2024,10101,hombre,21,2020,442,1
2024,10101,hombre,21,2020,724,1
2024,10101,hombre,21,2021,032,4
2024,10101,hombre,21,2021,076,2
2024,10101,hombre,21,2021,152,14
2024,10101,hombre,21,2021,724,4
2024,10101,hombre,21,2022,076,1
2024,10101,hombre,21,2022,152,10
2024,10101,hombre,21,2022,724,2
2024,10101,hombre,21,2023,032,4
2024,10101,hombre,21,2023,076,5
2024,10101,hombre,21,2023,152,44
2024,10101,hombre,21,2023,276,1
2024,10101,hombre,21,2023,372,1
2024,10101,hombre,21,2023,724,2
2024,10101,hombre,21,2023,840,3
2024,10101,hombre,21,2024,032,1
2024,10101,hombre,21,2024,076,5
2024,10101,hombre,21,2024,152,22
2024,10101,hombre,21,2024,840,1
2024,10101,hombre,21,9999,276,1
2024,10101,hombre,21,9999,724,1
2024,10101,hombre,21,9999,999,1
2024,10101,hombre,22,1980,032,1
2024,10101,hombre,22,1990,724,2
2024,10101,hombre,22,1994,032,1
2024,10101,hombre,22,1994,999,1
2024,10101,hombre,22,1995,840,1
2024,10101,hombre,22,1996,032,1
2024,10101,hombre,22,1996,756,1
2024,10101,hombre,22,1998,528,1
2024,10101,hombre,22,1999,032,1
2024,10101,hombre,22,1999,840,1
2024,10101,hombre,22,2000,032,2
2024,10101,hombre,22,2000,152,1
2024,10101,hombre,22,2000,276,1
2024,10101,hombre,22,2000,724,2
2024,10101,hombre,22,2002,032,1
2024,10101,hombre,22,2002,076,1
2024,10101,hombre,22,2002,724,2
2024,10101,hombre,22,2003,380,1
2024,10101,hombre,22,2003,724,1
2024,10101,hombre,22,2003,840,1
2024,10101,hombre,22,2004,032,1
2024,10101,hombre,22,2004,076,1
2024,10101,hombre,22,2004,124,1
2024,10101,hombre,22,2004,152,2
2024,10101,hombre,22,2004,724,6
2024,10101,hombre,22,2005,032,4
2024,10101,hombre,22,2005,276,1
2024,10101,hombre,22,2005,724,2
2024,10101,hombre,22,2006,032,4
2024,10101,hombre,22,2006,724,4
2024,10101,hombre,22,2007,032,5
2024,10101,hombre,22,2007,724,2
2024,10101,hombre,22,2008,032,5
2024,10101,hombre,22,2008,152,1
2024,10101,hombre,22,2008,724,1
2024,10101,hombre,22,2009,032,2
2024,10101,hombre,22,2010,032,6
2024,10101,hombre,22,2010,076,2
2024,10101,hombre,22,2010,152,3
2024,10101,hombre,22,2010,604,1
2024,10101,hombre,22,2011,032,1
2024,10101,hombre,22,2011,152,5
2024,10101,hombre,22,2011,724,1
2024,10101,hombre,22,2012,032,1
2024,10101,hombre,22,2012,076,1
2024,10101,hombre,22,2012,152,2
2024,10101,hombre,22,2012,276,1
2024,10101,hombre,22,2012,724,1
2024,10101,hombre,22,2013,032,2
2024,10101,hombre,22,2013,076,1
2024,10101,hombre,22,2013,152,3
2024,10101,hombre,22,2014,032,6
2024,10101,hombre,22,2014,152,6
2024,10101,hombre,22,2014,688,1
2024,10101,hombre,22,2014,724,5
2024,10101,hombre,22,2014,840,1
2024,10101,hombre,22,2014,999,1
2024,10101,hombre,22,2015,032,9
2024,10101,hombre,22,2015,076,1
2024,10101,hombre,22,2015,152,4
2024,10101,hombre,22,2015,380,1
2024,10101,hombre,22,2015,724,2
2024,10101,hombre,22,2015,840,1
2024,10101,hombre,22,2016,032,5
2024,10101,hombre,22,2016,076,2
2024,10101,hombre,22,2016,152,3
2024,10101,hombre,22,2017,032,3
2024,10101,hombre,22,2017,076,2
2024,10101,hombre,22,2017,152,4
2024,10101,hombre,22,2017,724,4
2024,10101,hombre,22,2018,032,6
2024,10101,hombre,22,2018,076,2
2024,10101,hombre,22,2018,152,9
2024,10101,hombre,22,2018,724,3
2024,10101,hombre,22,2019,032,9
2024,10101,hombre,22,2019,076,1
2024,10101,hombre,22,2019,152,8
2024,10101,hombre,22,2019,410,1
2024,10101,hombre,22,2019,724,1
2024,10101,hombre,22,2020,032,7
2024,10101,hombre,22,2020,076,2
2024,10101,hombre,22,2020,152,4
2024,10101,hombre,22,2020,276,1
2024,10101,hombre,22,2020,724,3
2024,10101,hombre,22,2021,032,5
2024,10101,hombre,22,2021,076,3
2024,10101,hombre,22,2021,152,13
2024,10101,hombre,22,2021,724,1
2024,10101,hombre,22,2021,840,3
2024,10101,hombre,22,2022,032,4
2024,10101,hombre,22,2022,076,2
2024,10101,hombre,22,2022,124,1
2024,10101,hombre,22,2022,152,17
2024,10101,hombre,22,2022,276,1
2024,10101,hombre,22,2022,372,1
2024,10101,hombre,22,2022,724,1
2024,10101,hombre,22,2023,032,15
2024,10101,hombre,22,2023,076,7
2024,10101,hombre,22,2023,124,1
2024,10101,hombre,22,2023,152,45
2024,10101,hombre,22,2023,218,1
2024,10101,hombre,22,2023,724,2
2024,10101,hombre,22,2023,840,2
2024,10101,hombre,22,2023,999,1
2024,10101,hombre,22,2024,032,6
2024,10101,hombre,22,2024,076,13
2024,10101,hombre,22,2024,152,45
2024,10101,hombre,22,2024,170,1
2024,10101,hombre,22,9999,032,2
2024,10101,hombre,22,9999,724,1
2024,10101,hombre,22,9999,999,1
2024,10101,hombre,23,1985,840,1
2024,10101,hombre,23,1994,032,1
2024,10101,hombre,23,1994,076,1
2024,10101,hombre,23,1996,032,1
2024,10101,hombre,23,1998,032,2
2024,10101,hombre,23,1998,840,1
2024,10101,hombre,23,2000,032,3
2024,10101,hombre,23,2002,032,1
2024,10101,hombre,23,2002,152,1
2024,10101,hombre,23,2002,250,1
2024,10101,hombre,23,2002,724,3
2024,10101,hombre,23,2003,032,1
2024,10101,hombre,23,2003,724,4
2024,10101,hombre,23,2004,032,1
2024,10101,hombre,23,2004,076,1
2024,10101,hombre,23,2004,724,2
2024,10101,hombre,23,2005,032,4
2024,10101,hombre,23,2005,214,1
2024,10101,hombre,23,2005,528,1
2024,10101,hombre,23,2005,724,1
2024,10101,hombre,23,2006,032,2
2024,10101,hombre,23,2006,076,2
2024,10101,hombre,23,2006,250,2
2024,10101,hombre,23,2006,724,3
2024,10101,hombre,23,2007,724,3
2024,10101,hombre,23,2007,996,1
2024,10101,hombre,23,2008,032,3
2024,10101,hombre,23,2008,076,1
2024,10101,hombre,23,2008,380,1
2024,10101,hombre,23,2009,032,1
2024,10101,hombre,23,2009,036,1
2024,10101,hombre,23,2009,152,2
2024,10101,hombre,23,2009,724,2
2024,10101,hombre,23,2010,032,6
2024,10101,hombre,23,2010,076,1
2024,10101,hombre,23,2010,152,1
2024,10101,hombre,23,2010,724,1
2024,10101,hombre,23,2010,826,1
2024,10101,hombre,23,2010,999,1
2024,10101,hombre,23,2011,032,1
2024,10101,hombre,23,2011,076,2
2024,10101,hombre,23,2012,032,3
2024,10101,hombre,23,2012,152,1
2024,10101,hombre,23,2012,604,1
2024,10101,hombre,23,2012,724,1
2024,10101,hombre,23,2013,032,5
2024,10101,hombre,23,2013,152,3
2024,10101,hombre,23,2013,724,3
2024,10101,hombre,23,2013,840,2
2024,10101,hombre,23,2014,032,3
2024,10101,hombre,23,2014,076,2
2024,10101,hombre,23,2014,152,3
2024,10101,hombre,23,2014,724,1
2024,10101,hombre,23,2014,840,1
2024,10101,hombre,23,2015,032,5
2024,10101,hombre,23,2015,152,3
2024,10101,hombre,23,2015,276,1
2024,10101,hombre,23,2016,032,5
2024,10101,hombre,23,2016,152,4
2024,10101,hombre,23,2016,724,1
2024,10101,hombre,23,2017,032,5
2024,10101,hombre,23,2017,076,1
2024,10101,hombre,23,2017,152,5
2024,10101,hombre,23,2017,724,1
2024,10101,hombre,23,2017,840,1
2024,10101,hombre,23,2018,032,6
2024,10101,hombre,23,2018,152,1
2024,10101,hombre,23,2019,032,5
2024,10101,hombre,23,2019,076,2
2024,10101,hombre,23,2019,152,7
2024,10101,hombre,23,2019,724,2
2024,10101,hombre,23,2019,826,1
2024,10101,hombre,23,2019,840,1
2024,10101,hombre,23,2019,999,1
2024,10101,hombre,23,2020,076,1
2024,10101,hombre,23,2020,152,6
2024,10101,hombre,23,2021,032,6
