gestion,codigo_departamento,area,edad,sexo,razon,observaciones,numerador,denominador,valor,cv
2023,1,rural,17,mujer,dependencia_economica,1,0.0,0.6166919950786207,0.0,
2023,1,rural,17,mujer,desconfianza_justicia,1,0.0,0.6166919950786207,0.0,
2023,1,rural,17,mujer,desconocimiento,1,0.0,0.6166919950786207,0.0,
2023,1,rural,17,mujer,miedo,1,0.0,0.6166919950786207,0.0,
2023,1,rural,17,mujer,otra_razon,1,0.0,0.6166919950786207,0.0,
2023,1,rural,17,mujer,verguenza,1,0.6166919950786207,0.6166919950786207,100.0,0.0
2023,1,rural,19,mujer,dependencia_economica,1,0.0,0.25785893800651133,0.0,
2023,1,rural,19,mujer,desconfianza_justicia,1,0.0,0.25785893800651133,0.0,
2023,1,rural,19,mujer,desconocimiento,1,0.0,0.25785893800651133,0.0,
2023,1,rural,19,mujer,miedo,1,0.0,0.25785893800651133,0.0,
2023,1,rural,19,mujer,otra_razon,1,0.25785893800651133,0.25785893800651133,100.0,0.0
2023,1,rural,19,mujer,verguenza,1,0.25785893800651133,0.25785893800651133,100.0,0.0
2023,1,rural,21,mujer,dependencia_economica,1,0.0,0.6803721467443478,0.0,
2023,1,rural,21,mujer,desconfianza_justicia,1,0.0,0.6803721467443478,0.0,
2023,1,rural,21,mujer,desconocimiento,1,0.0,0.6803721467443478,0.0,
2023,1,rural,21,mujer,miedo,1,0.0,0.6803721467443478,0.0,
2023,1,rural,21,mujer,otra_razon,1,0.6803721467443478,0.6803721467443478,100.0,0.0
2023,1,rural,21,mujer,verguenza,1,0.0,0.6803721467443478,0.0,
2023,1,rural,23,mujer,dependencia_economica,1,0.0,0.4576717081500852,0.0,
2023,1,rural,23,mujer,desconfianza_justicia,1,0.0,0.4576717081500852,0.0,
2023,1,rural,23,mujer,desconocimiento,1,0.0,0.4576717081500852,0.0,
2023,1,rural,23,mujer,miedo,1,0.0,0.4576717081500852,0.0,
2023,1,rural,23,mujer,otra_razon,1,0.4576717081500852,0.4576717081500852,100.0,0.0
2023,1,rural,23,mujer,verguenza,1,0.0,0.4576717081500852,0.0,
2023,1,rural,25,mujer,dependencia_economica,2,0.0,1.1642652757012928,0.0,
2023,1,rural,25,mujer,desconfianza_justicia,2,0.0,1.1642652757012928,0.0,
2023,1,rural,25,mujer,desconocimiento,2,0.0,1.1642652757012928,0.0,
2023,1,rural,25,mujer,miedo,2,0.6472049381785748,1.1642652757012928,55.58913004501764,0.6280645460712386
2023,1,rural,25,mujer,otra_razon,2,0.6472049381785748,1.1642652757012928,55.58913004501764,0.6280645460712386
2023,1,rural,25,mujer,verguenza,2,1.1642652757012928,1.1642652757012928,100.0,0.0
2023,1,rural,26,mujer,dependencia_economica,1,0.0,0.6166919950786207,0.0,
