gestion,codigo_departamento,area,edad,sexo,estadistico,observaciones,poblacion_estimada,valor,cv
2025,1,rural,16,hombre,media,1,1820.33609053951,2598.0,0.0
2025,1,rural,16,hombre,mediana,1,1820.33609053951,2598.0,0.0
2025,1,rural,16,mujer,media,1,845.9483968676418,1299.0,0.0
2025,1,rural,16,mujer,mediana,1,845.9483968676418,1299.0,0.0
2025,1,rural,17,hombre,media,1,1246.6607953838932,865.9999999999999,1.3127810360463747e-16
2025,1,rural,17,hombre,mediana,1,1246.6607953838932,866.0,0.0
2025,1,rural,20,mujer,media,1,1246.6607953838932,173.1999969482422,0.0
2025,1,rural,20,mujer,mediana,1,1246.6607953838932,173.1999969482422,0.0
2025,1,rural,24,hombre,media,1,1246.6607953838932,3117.599853515625,0.0
2025,1,rural,24,hombre,mediana,1,1246.6607953838932,3117.599853515625,0.0
2025,1,rural,25,hombre,media,1,1246.6607953838932,2598.0,0.0
2025,1,rural,25,hombre,mediana,1,1246.6607953838932,2598.0,0.0
2025,1,rural,26,hombre,media,2,2886.8193237548903,1279.8690671031095,0.8144608017547018
2025,1,rural,26,hombre,mediana,2,2886.8193237548903,370.0,5.634611819101843
2025,1,rural,27,hombre,media,1,1820.33609053951,2500.0000000000005,0.0
2025,1,rural,27,hombre,mediana,1,1820.33609053951,2500.0,0.0
2025,1,urbana,16,hombre,media,3,378.5803379426258,1571.873289446239,0.3059484043423371
2025,1,urbana,16,hombre,mediana,3,378.5803379426258,2208.300048828125,0.0
2025,1,urbana,16,mujer,media,7,840.3363387676471,666.8836309679915,0.12877851278973224
2025,1,urbana,16,mujer,mediana,7,840.3363387676471,649.5,0.02892364103438612
2025,1,urbana,17,hombre,media,6,832.0021191184914,1831.016442361971,0.09554546130386979
2025,1,urbana,17,hombre,mediana,6,832.0021191184914,1948.5,0.20674441334255678
2025,1,urbana,17,mujer,media,7,968.0363033044196,874.1103796828806,0.2885574266166969
2025,1,urbana,17,mujer,mediana,7,968.0363033044196,649.5,0.6682832014724643
2025,1,urbana,18,hombre,media,9,1373.861021506463,1529.3837982157902,0.20533078017215228
2025,1,urbana,18,hombre,mediana,9,1373.861021506463,1299.0,0.3472976514782547
2025,1,urbana,18,mujer,media,8,1215.7907678676256,562.1533979086373,0.23514162833462499
2025,1,urbana,18,mujer,mediana,8,1215.7907678676256,433.0,0.37906043546646984
2025,1,urbana,19,hombre,media,12,1605.2326132148257,1659.9452140452697,0.1760270961036228
2025,1,urbana,19,hombre,mediana,12,1605.2326132148257,1385.5999755859375,0.17755770619318018
2025,1,urbana,19,mujer,media,12,1805.3753645361553,860.0480234163093,0.09276737818395658
2025,1,urbana,19,mujer,mediana,12,1805.3753645361553,900.0,0.10050261716004069
2025,1,urbana,20,hombre,media,13,1743.6000230603931,1879.0477455219332,0.18250177063231088
2025,1,urbana,20,hombre,mediana,13,1743.6000230603931,1558.7999267578125,0.25862167200083963
2025,1,urbana,20,mujer,media,11,1327.6593637709077,690.34714216769,0.11493638617920617
2025,1,urbana,20,mujer,mediana,11,1327.6593637709077,649.5,0.13884209650289517
2025,1,urbana,21,hombre,media,7,757.422838083495,1887.843185139622,0.3789747559216303
2025,1,urbana,21,hombre,mediana,7,757.422838083495,1104.1500244140625,1.253024753779468
2025,1,urbana,21,mujer,media,12,1599.9143865153426,735.0488778814326,0.15211638029723584
2025,1,urbana,21,mujer,mediana,12,1599.9143865153426,433.0,0.3357467908253577
2025,1,urbana,22,hombre,media,13,1968.5260926049707,1345.8870241860477,0.17064332711281646
2025,1,urbana,22,hombre,mediana,13,1968.5260926049707,866.0,0.24756063468661405
2025,1,urbana,22,mujer,media,12,1474.459522035484,1093.8263557279693,0.23456203072659873
2025,1,urbana,22,mujer,mediana,12,1474.459522035484,700.0,0.29454920640121385
2025,1,urbana,23,hombre,media,11,1878.991005067329,2207.168974802706,0.14609963626762432
2025,1,urbana,23,hombre,mediana,11,1878.991005067329,2598.0,0.296382669446625
2025,1,urbana,23,mujer,media,14,1699.103866441208,1540.818473935324,0.18224387751404125
2025,1,urbana,23,mujer,mediana,14,1699.103866441208,1299.0,0.333186278820435
2025,1,urbana,24,hombre,media,12,2114.6087343644117,1834.7491220905317,0.11794067018689645
2025,1,urbana,24,hombre,mediana,12,2114.6087343644117,2200.0,0.1272072916984195
2025,1,urbana,24,mujer,media,17,2052.4394238177256,1312.6970822314433,0.18650856718447828
2025,1,urbana,24,mujer,mediana,17,2052.4394238177256,1082.5,0.25436524546555755
2025,1,urbana,25,hombre,media,19,2751.9433440345865,2445.1848393473456,0.08291864769632347
2025,1,urbana,25,hombre,mediana,19,2751.9433440345865,2598.0,0.08728807986361989
2025,1,urbana,25,mujer,media,15,2076.5972882055153,1287.6399124156992,0.22125269329704925
2025,1,urbana,25,mujer,mediana,15,2076.5972882055153,900.0,0.2271781959883966
2025,1,urbana,26,hombre,media,18,2299.7708982621025,2917.5646266413355,0.11399006036880376
2025,1,urbana,26,hombre,mediana,18,2299.7708982621025,2598.0,0.13142867933081998
2025,1,urbana,26,mujer,media,19,2385.6140362792157,1847.128466238318,0.14592560056752318
2025,1,urbana,26,mujer,mediana,19,2385.6140362792157,1500.0,0.323283400401042
2025,1,urbana,27,hombre,media,18,2454.7969987597826,2945.517333229869,0.09406928948237755
2025,1,urbana,27,hombre,mediana,18,2454.7969987597826,2750.0,0.06594516420766215
