gestion,codigo_departamento,area,edad,sexo,tiempo_ultimo_trabajo,observaciones,numerador,denominador,valor,cv
2025,1,rural,17,mujer,hasta_1_mes,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,mas_1_hasta_3_meses,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,mas_3_hasta_6_meses,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,mas_6_hasta_12_meses,1,845.9483968676418,845.9483968676418,100.0,0.0
2025,1,rural,17,mujer,mas_de_12_meses,1,0.0,845.9483968676418,0.0,
2025,1,rural,19,hombre,hasta_1_mes,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,mas_1_hasta_3_meses,1,1246.6607953838932,1246.6607953838932,100.0,0.0
2025,1,rural,19,hombre,mas_3_hasta_6_meses,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,mas_6_hasta_12_meses,1,0.0,1246.6607953838932,0.0,
2025,1,rural,19,hombre,mas_de_12_meses,1,0.0,1246.6607953838932,0.0,
2025,1,rural,20,mujer,hasta_1_mes,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,mas_1_hasta_3_meses,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,mas_3_hasta_6_meses,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,mas_6_hasta_12_meses,1,1820.33609053951,1820.33609053951,100.0,0.0
2025,1,rural,20,mujer,mas_de_12_meses,1,0.0,1820.33609053951,0.0,
2025,1,rural,24,mujer,hasta_1_mes,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,mas_1_hasta_3_meses,1,845.9483968676418,845.9483968676418,100.0,0.0
2025,1,rural,24,mujer,mas_3_hasta_6_meses,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,mas_6_hasta_12_meses,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,mas_de_12_meses,1,0.0,845.9483968676418,0.0,
2025,1,rural,25,mujer,hasta_1_mes,2,1246.6607953838932,2227.765885036709,55.9601349386563,0.6228177445483328
2025,1,rural,25,mujer,mas_1_hasta_3_meses,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,mas_3_hasta_6_meses,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,mas_6_hasta_12_meses,2,981.1050896528159,2227.765885036709,44.039865061343704,0.7913958178247623
2025,1,rural,25,mujer,mas_de_12_meses,2,0.0,2227.765885036709,0.0,
2025,1,urbana,16,hombre,hasta_1_mes,7,0.0,1196.0216657679973,0.0,
2025,1,urbana,16,hombre,mas_1_hasta_3_meses,7,822.4645078408637,1196.0216657679973,68.76668971650588,0.2473098609464245
2025,1,urbana,16,hombre,mas_3_hasta_6_meses,7,197.96329358678582,1196.0216657679973,16.551815009109248,0.9729109921264499
2025,1,urbana,16,hombre,mas_6_hasta_12_meses,7,175.59386434034778,1196.0216657679973,14.681495274384874,0.8281476081066736
