gestion,codigo_municipio,area,edad,sexo,numerador,denominador,valor
2024,10101,rural,16,hombre,125,181,69.06077348066299
2024,10101,rural,16,mujer,103,153,67.3202614379085
2024,10101,rural,17,hombre,118,159,74.21383647798743
2024,10101,rural,17,mujer,106,148,71.62162162162163
2024,10101,rural,18,hombre,111,152,73.02631578947368
2024,10101,rural,18,mujer,96,149,64.42953020134229
2024,10101,rural,19,hombre,124,147,84.35374149659864
2024,10101,rural,19,mujer,93,120,77.5
2024,10101,rural,20,hombre,101,137,73.72262773722628
2024,10101,rural,20,mujer,87,114,76.3157894736842
2024,10101,rural,21,hombre,88,116,75.86206896551724
2024,10101,rural,21,mujer,102,138,73.91304347826087
2024,10101,rural,22,hombre,107,144,74.30555555555556
2024,10101,rural,22,mujer,96,130,73.84615384615384
2024,10101,rural,23,hombre,127,165,76.96969696969697
2024,10101,rural,23,mujer,109,149,73.15436241610739
2024,10101,rural,24,hombre,122,164,74.39024390243902
2024,10101,rural,24,mujer,124,164,75.60975609756098
2024,10101,rural,25,hombre,127,180,70.55555555555556
2024,10101,rural,25,mujer,105,138,76.08695652173913
2024,10101,rural,26,hombre,111,148,75.0
2024,10101,rural,26,mujer,98,141,69.50354609929079
2024,10101,rural,27,hombre,122,155,78.70967741935483
2024,10101,rural,27,mujer,113,151,74.83443708609272
2024,10101,rural,28,hombre,110,136,80.88235294117646
2024,10101,rural,28,mujer,91,120,75.83333333333333
2024,10101,urbana,16,hombre,578,2537,22.78281434765471
2024,10101,urbana,16,mujer,585,2562,22.833723653395783
2024,10101,urbana,17,hombre,669,2715,24.640883977900554
2024,10101,urbana,17,mujer,661,2693,24.54511696992202
2024,10101,urbana,18,hombre,792,2949,26.856561546286876
2024,10101,urbana,18,mujer,785,2970,26.430976430976433
2024,10101,urbana,19,hombre,715,2855,25.043782837127846
2024,10101,urbana,19,mujer,779,2985,26.09715242881072
2024,10101,urbana,20,hombre,729,2850,25.57894736842105
2024,10101,urbana,20,mujer,800,2920,27.397260273972602
2024,10101,urbana,21,hombre,780,2872,27.158774373259053
2024,10101,urbana,21,mujer,839,3037,27.62594665788607
2024,10101,urbana,22,hombre,788,2845,27.697715289982426
2024,10101,urbana,22,mujer,844,2988,28.24631860776439
2024,10101,urbana,23,hombre,833,2996,27.80373831775701
2024,10101,urbana,23,mujer,971,3192,30.419799498746865
2024,10101,urbana,24,hombre,870,3088,28.173575129533678
2024,10101,urbana,24,mujer,943,3145,29.984101748807632
2024,10101,urbana,25,hombre,828,2808,29.487179487179485
2024,10101,urbana,25,mujer,890,2896,30.73204419889503
2024,10101,urbana,26,hombre,800,2759,28.99601304820587
2024,10101,urbana,26,mujer,880,2864,30.726256983240223
2024,10101,urbana,27,hombre,713,2561,27.840687231550177
2024,10101,urbana,27,mujer,827,2746,30.116533139111436
2024,10101,urbana,28,hombre,703,2640,26.62878787878788
2024,10101,urbana,28,mujer,798,2656,30.045180722891565
2024,10102,rural,16,hombre,53,91,58.24175824175824
2024,10102,rural,16,mujer,50,86,58.13953488372093
2024,10102,rural,17,hombre,46,76,60.526315789473685
2024,10102,rural,17,mujer,51,73,69.86301369863014
2024,10102,rural,18,hombre,48,74,64.86486486486487
2024,10102,rural,18,mujer,42,66,63.63636363636363
2024,10102,rural,19,hombre,38,59,64.40677966101696
2024,10102,rural,19,mujer,39,71,54.929577464788736
