gestion,codigo_departamento,area,edad,sexo,razon_no_busqueda,observaciones,numerador,denominador,valor,cv
2025,1,rural,17,mujer,cansancio_de_buscar,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,cree_que_no_encontrara,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,edad_temprana,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,espera_mayor_actividad,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,espera_respuesta,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,estudios_o_vacaciones,1,845.9483968676418,845.9483968676418,100.0,0.0
2025,1,rural,17,mujer,hogar_cuidado_o_embarazo,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,no_necesita_trabajar,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,otra_razon,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,salud_o_discapacidad,1,0.0,845.9483968676418,0.0,
2025,1,rural,17,mujer,trabajo_asegurado,1,0.0,845.9483968676418,0.0,
2025,1,rural,18,mujer,cansancio_de_buscar,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,cree_que_no_encontrara,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,edad_temprana,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,espera_mayor_actividad,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,espera_respuesta,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,estudios_o_vacaciones,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,hogar_cuidado_o_embarazo,1,1820.33609053951,1820.33609053951,100.0,0.0
2025,1,rural,18,mujer,no_necesita_trabajar,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,otra_razon,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,salud_o_discapacidad,1,0.0,1820.33609053951,0.0,
2025,1,rural,18,mujer,trabajo_asegurado,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,cansancio_de_buscar,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,cree_que_no_encontrara,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,edad_temprana,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,espera_mayor_actividad,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,espera_respuesta,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,estudios_o_vacaciones,1,1820.33609053951,1820.33609053951,100.0,0.0
2025,1,rural,20,mujer,hogar_cuidado_o_embarazo,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,no_necesita_trabajar,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,otra_razon,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,salud_o_discapacidad,1,0.0,1820.33609053951,0.0,
2025,1,rural,20,mujer,trabajo_asegurado,1,0.0,1820.33609053951,0.0,
2025,1,rural,24,mujer,cansancio_de_buscar,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,cree_que_no_encontrara,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,edad_temprana,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,espera_mayor_actividad,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,espera_respuesta,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,estudios_o_vacaciones,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,hogar_cuidado_o_embarazo,1,845.9483968676418,845.9483968676418,100.0,0.0
2025,1,rural,24,mujer,no_necesita_trabajar,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,otra_razon,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,salud_o_discapacidad,1,0.0,845.9483968676418,0.0,
2025,1,rural,24,mujer,trabajo_asegurado,1,0.0,845.9483968676418,0.0,
2025,1,rural,25,mujer,cansancio_de_buscar,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,cree_que_no_encontrara,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,edad_temprana,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,espera_mayor_actividad,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,espera_respuesta,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,estudios_o_vacaciones,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,hogar_cuidado_o_embarazo,2,2227.765885036709,2227.765885036709,100.0,0.0
2025,1,rural,25,mujer,no_necesita_trabajar,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,otra_razon,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,salud_o_discapacidad,2,0.0,2227.765885036709,0.0,
2025,1,rural,25,mujer,trabajo_asegurado,2,0.0,2227.765885036709,0.0,
2025,1,urbana,16,hombre,cansancio_de_buscar,14,0.0,1934.631701463452,0.0,
2025,1,urbana,16,hombre,cree_que_no_encontrara,14,0.0,1934.631701463452,0.0,
