gestion,codigo_municipio,area,sexo,numerador,denominador,valor
2024,40503,rural,hombre,183,778,23.52185089974293
2024,40503,rural,mujer,178,739,24.08660351826793
2024,40504,rural,hombre,121,444,27.25225225225225
2024,40504,rural,mujer,105,431,24.361948955916475
2024,40505,rural,hombre,471,1911,24.646781789638933
2024,40505,rural,mujer,461,1971,23.38914256722476
2024,40601,rural,hombre,368,2305,15.96529284164859
2024,40601,rural,mujer,349,2216,15.749097472924188
2024,40601,urbana,hombre,590,2421,24.370095002065263
2024,40601,urbana,mujer,541,2247,24.07654650645305
2024,40602,rural,hombre,377,2177,17.31740927882407
2024,40602,rural,mujer,338,2074,16.2970106075217
2024,40603,rural,hombre,343,1898,18.071654373024234
2024,40603,rural,mujer,339,1768,19.17420814479638
2024,40701,rural,hombre,391,1983,19.717599596570853
2024,40701,rural,mujer,338,1879,17.988291644491753
2024,40701,urbana,hombre,2082,8249,25.23942296035883
2024,40701,urbana,mujer,1873,8007,23.39203197202448
2024,40702,rural,hombre,256,1494,17.13520749665328
2024,40702,rural,mujer,248,1451,17.091660923501035
2024,40702,urbana,hombre,350,1575,22.22222222222222
2024,40702,urbana,mujer,329,1600,20.5625
2024,40801,rural,hombre,1649,8162,20.20338152413624
2024,40801,rural,mujer,1448,7772,18.63098301595471
2024,40802,rural,hombre,298,1661,17.94099939795304
2024,40802,rural,mujer,272,1536,17.708333333333332
2024,40901,rural,hombre,1638,6354,25.77903682719547
2024,40901,rural,mujer,1480,6099,24.26627315953435
2024,40901,urbana,hombre,587,1634,35.92411260709914
2024,40901,urbana,mujer,487,1417,34.36838390966831
2024,40902,rural,hombre,156,739,21.10960757780785
2024,40902,rural,mujer,149,667,22.338830584707647
2024,40903,rural,hombre,264,1183,22.31614539306847
2024,40903,rural,mujer,308,1172,26.27986348122867
2024,41001,rural,hombre,1142,6236,18.31302116741501
2024,41001,rural,mujer,1077,5966,18.052296345960443
2024,41101,rural,hombre,340,1678,20.262216924910607
2024,41101,rural,mujer,272,1470,18.503401360544217
2024,41101,urbana,hombre,233,1084,21.494464944649447
2024,41101,urbana,mujer,283,1103,25.657298277425205
2024,41201,rural,hombre,574,3282,17.48933577087142
2024,41201,rural,mujer,560,3029,18.48794981842192
2024,41202,rural,hombre,306,1569,19.502868068833653
2024,41202,rural,mujer,283,1492,18.967828418230564
2024,41301,rural,hombre,641,3502,18.3038263849229
2024,41301,rural,mujer,633,3135,20.19138755980861
2024,41401,rural,hombre,985,5151,19.122500485342652
2024,41401,rural,mujer,750,4044,18.5459940652819
2024,41401,urbana,hombre,441,2098,21.020019065776932
2024,41401,urbana,mujer,440,2209,19.91851516523314
2024,41501,rural,hombre,148,616,24.025974025974026
2024,41501,rural,mujer,136,646,21.05263157894737
2024,41502,rural,hombre,172,607,28.336079077429982
2024,41502,rural,mujer,116,533,21.76360225140713
2024,41503,rural,hombre,149,575,25.91304347826087
2024,41503,rural,mujer,142,554,25.63176895306859
2024,41601,rural,hombre,433,3188,13.582183186951067
2024,41601,rural,mujer,437,2808,15.562678062678062
2024,50101,rural,hombre,2098,10434,20.10734138393713
2024,50101,rural,mujer,1794,9871,18.174450410292778
2024,50101,urbana,hombre,24789,94105,26.341852186387545
2024,50101,urbana,mujer,26653,104292,25.556130863345224
2024,50102,rural,hombre,3704,16216,22.84163788850518
2024,50102,rural,mujer,2625,12726,20.627062706270628
2024,50103,rural,hombre,1101,6276,17.54302103250478
2024,50103,rural,mujer,1062,5977,17.76811109252133
2024,50104,rural,hombre,342,1852,18.466522678185743
2024,50104,rural,mujer,251,1269,19.779353821907012
2024,50201,rural,hombre,1655,7435,22.259583053127102
2024,50201,rural,mujer,1368,6121,22.349289331808528
2024,50201,urbana,hombre,1227,4237,28.9591692235072
2024,50201,urbana,mujer,1163,4975,23.376884422110553
2024,50202,rural,hombre,1568,6993,22.42242242242242
2024,50202,rural,mujer,1320,6178,21.36613790870832
2024,50202,urbana,hombre,435,1341,32.43847874720358
2024,50202,urbana,mujer,416,1509,27.567925778661365
2024,50203,rural,hombre,568,2833,20.04941757853865
2024,50203,rural,mujer,474,2390,19.832635983263597
2024,50203,urbana,hombre,5157,16916,30.48593048001892
2024,50203,urbana,mujer,5935,19547,30.36271550621579
2024,50204,rural,hombre,806,3479,23.167576889910894
2024,50204,rural,mujer,612,2713,22.558053814964982
2024,50204,urbana,hombre,232,1010,22.97029702970297
2024,50204,urbana,mujer,228,1018,22.396856581532415
2024,50301,rural,hombre,2582,13082,19.737043265555727
2024,50301,rural,mujer,2402,12596,19.06954588758336
2024,50301,urbana,hombre,718,2871,25.008707767328456
2024,50301,urbana,mujer,761,3355,22.682563338301044
2024,50302,rural,hombre,858,4585,18.71319520174482
2024,50302,rural,mujer,826,4700,17.574468085106382
2024,50303,rural,hombre,1665,7839,21.23995407577497
2024,50303,rural,mujer,1270,6527,19.457637505745364
2024,50401,rural,hombre,1153,5891,19.572228823629263
2024,50401,rural,mujer,1006,4951,20.319127449000202
2024,50401,urbana,hombre,1026,3269,31.3857448761089
2024,50401,urbana,mujer,524,2252,23.268206039076375
2024,50402,rural,hombre,1515,8930,16.96528555431131
2024,50402,rural,mujer,1261,7979,15.803985461837323
2024,50403,rural,hombre,3374,16073,20.991725253530767
2024,50403,rural,mujer,2962,14309,20.70025857851702
2024,50403,urbana,hombre,222,904,24.557522123893804
2024,50403,urbana,mujer,323,1355,23.837638376383765
2024,50404,rural,hombre,1662,8250,20.145454545454545
2024,50404,rural,mujer,1182,6282,18.815663801337156
2024,50405,rural,hombre,2627,11569,22.70723485175901
2024,50405,rural,mujer,1915,9442,20.281719974581655
2024,50501,rural,hombre,2919,15059,19.383757221595058
2024,50501,rural,mujer,2377,13357,17.79591225574605
2024,50502,rural,hombre,1017,5511,18.454001088731626
2024,50502,rural,mujer,939,5203,18.04728041514511
2024,50601,rural,hombre,2628,13004,20.209166410335282
2024,50601,rural,mujer,2559,13020,19.65437788018433
2024,50601,urbana,hombre,328,1447,22.667588113337942
2024,50601,urbana,mujer,359,1750,20.514285714285716
2024,50602,rural,hombre,917,4886,18.76790830945559
2024,50602,rural,mujer,975,5298,18.40317100792752
2024,50701,rural,hombre,1595,8136,19.604228121927235
2024,50701,rural,mujer,1265,6768,18.690898345153663
2024,50701,urbana,hombre,182,1033,17.618586640851888
2024,50701,urbana,mujer,224,1268,17.665615141955836
2024,50702,rural,hombre,954,4656,20.489690721649485
2024,50702,rural,mujer,715,3802,18.805891635981062
2024,50801,rural,hombre,1647,8494,19.390157758417708
2024,50801,rural,mujer,1579,8566,18.433341116040157
2024,50801,urbana,hombre,3028,13617,22.236909745171477
2024,50801,urbana,mujer,2911,14913,19.519881982163213
2024,50802,rural,hombre,965,4996,19.315452361889513
2024,50802,rural,mujer,886,4614,19.20242739488513
2024,50901,rural,hombre,1249,5886,21.219843696907915
2024,50901,rural,mujer,921,4706,19.570760730981725
2024,50901,urbana,hombre,208,1037,20.057859209257472
2024,50901,urbana,mujer,228,1111,20.522052205220522
2024,50902,rural,hombre,228,876,26.027397260273972
2024,50902,rural,mujer,133,745,17.85234899328859
2024,51001,rural,hombre,399,1650,24.181818181818183
2024,51001,rural,mujer,333,1500,22.2
2024,51002,rural,hombre,112,516,21.705426356589147
2024,51002,rural,mujer,93,509,18.271119842829076
2024,51003,rural,hombre,230,968,23.760330578512395
2024,51003,rural,mujer,215,968,22.210743801652892
2024,51101,rural,hombre,1554,7911,19.643534319302237
2024,51101,rural,mujer,1490,8478,17.574899740504836
2024,51102,rural,hombre,906,4691,19.31357919420166
2024,51102,rural,mujer,839,4790,17.515657620041754
2024,51102,urbana,hombre,480,1772,27.08803611738149
2024,51102,urbana,mujer,455,1746,26.059564719358534
2024,51103,rural,hombre,1654,7403,22.342293664730516
2024,51103,rural,mujer,1439,6935,20.749819754866618
2024,51201,rural,hombre,993,5253,18.903483723586522
2024,51201,rural,mujer,977,5099,19.160619729358697
2024,51201,urbana,hombre,2874,11880,24.19191919191919
2024,51201,urbana,mujer,2816,13086,21.51918080391258
2024,51202,rural,hombre,663,3902,16.99128651973347
2024,51202,rural,mujer,673,3943,17.068222165863556
2024,51203,rural,hombre,252,1453,17.34342739160358
2024,51203,rural,mujer,242,1513,15.994712491738268
2024,51203,urbana,hombre,1774,6525,27.18773946360153
2024,51203,urbana,mujer,1356,5163,26.263800116211506
2024,51204,rural,hombre,524,2821,18.57497341368309
2024,51204,rural,mujer,564,2998,18.812541694462976
2024,51301,rural,hombre,367,1930,19.015544041450777
2024,51301,rural,mujer,314,1736,18.087557603686637
2024,51302,rural,hombre,373,2193,17.008663930688556
2024,51302,rural,mujer,352,2278,15.452151009657594
2024,51401,rural,hombre,503,2142,23.482726423902893
2024,51401,rural,mujer,410,2045,20.04889975550122
2024,51402,rural,hombre,154,803,19.17808219178082
2024,51402,rural,mujer,146,743,19.65006729475101
2024,51501,rural,hombre,757,3827,19.78050692448393
2024,51501,rural,mujer,743,4009,18.53330007483163
2024,51501,urbana,hombre,4284,19782,21.656050955414013
2024,51501,urbana,mujer,4476,21722,20.6058373998711
2024,51601,rural,hombre,235,1057,22.232734153263955
2024,51601,rural,mujer,238,1069,22.263797942001872
2024,60101,rural,hombre,2261,11553,19.570674283735826
2024,60101,rural,mujer,2217,11641,19.04475560518856
2024,60101,urbana,hombre,24881,104595,23.78794397437736
2024,60101,urbana,mujer,24908,110960,22.447728911319395
2024,60201,rural,hombre,1865,9173,20.33140739125695
2024,60201,rural,mujer,1638,8644,18.94956038870893
2024,60202,rural,hombre,452,2123,21.29062647197362
2024,60202,rural,mujer,453,1934,23.4229576008273
2024,60202,urbana,hombre,3248,16189,20.063005744641423
2024,60202,urbana,mujer,3220,16724,19.25376704137766
2024,60301,rural,hombre,3100,13181,23.5187011607617
2024,60301,rural,mujer,2722,12207,22.298681084623578
2024,60301,urbana,hombre,8086,35540,22.751828925154754
2024,60301,urbana,mujer,7615,36706,20.74592709638751
2024,60302,rural,hombre,1121,6109,18.349975446063187
2024,60302,rural,mujer,1107,5440,20.34926470588235
2024,60302,urbana,hombre,374,1952,19.15983606557377
2024,60302,urbana,mujer,422,2058,20.505344995140913
2024,60303,rural,hombre,1726,7186,24.01892568883941
2024,60303,rural,mujer,1244,5657,21.990454304401627
2024,60303,urbana,hombre,3495,16371,21.34872640645043
2024,60303,urbana,mujer,3331,16857,19.760336952008068
2024,60401,rural,hombre,1367,6619,20.652666565946518
2024,60401,rural,mujer,1413,6839,20.66091533849978
2024,60401,urbana,hombre,289,1194,24.20435510887772
2024,60401,urbana,mujer,237,1271,18.64673485444532
2024,60402,rural,hombre,480,2338,20.53036783575706
2024,60402,rural,mujer,474,2416,19.619205298013245
2024,60501,rural,hombre,2431,12025,20.216216216216218
2024,60501,rural,mujer,2482,12283,20.206789872181062
2024,60501,urbana,hombre,616,2929,21.03106862410379
2024,60501,urbana,mujer,615,3109,19.78128015439048
2024,60502,rural,hombre,804,4691,17.13920272862929
2024,60502,rural,mujer,833,4832,17.239238410596027
2024,60601,rural,hombre,1526,8682,17.576595254549645
2024,60601,rural,mujer,1499,7943,18.871962734483194
2024,60601,urbana,hombre,395,2046,19.30596285434995
2024,60601,urbana,mujer,429,2193,19.562243502051984
2024,70101,rural,hombre,1116,4900,22.775510204081634
2024,70101,rural,mujer,1092,4358,25.057365764111978
2024,70101,urbana,hombre,189783,794930,23.874177600543444
2024,70101,urbana,mujer,192391,806794,23.846359789487774
2024,70102,rural,hombre,1886,8604,21.92003719200372
2024,70102,rural,mujer,1824,7714,23.645320197044335
2024,70102,urbana,hombre,10572,45875,23.04523160762943
2024,70102,urbana,mujer,10522,44410,23.69286196802522
2024,70103,rural,hombre,1213,6383,19.003603321322263
2024,70103,rural,mujer,1105,5383,20.527586847482816
2024,70103,urbana,hombre,1076,5600,19.214285714285715
2024,70103,urbana,mujer,1148,5760,19.930555555555557
2024,70104,rural,hombre,993,4281,23.19551506657323
2024,70104,rural,mujer,895,3746,23.89215162840363
2024,70104,urbana,hombre,16360,69542,23.52535158609186
2024,70104,urbana,mujer,17025,70157,24.26700115455336
2024,70105,rural,hombre,1810,8373,21.61710259166368
2024,70105,rural,mujer,1618,7353,22.004623963008296
2024,70105,urbana,hombre,4689,19891,23.57347544115429
2024,70105,urbana,mujer,4746,20080,23.63545816733068
2024,70201,rural,hombre,1922,8601,22.346238809440763
2024,70201,rural,mujer,1808,7539,23.981960472211167
2024,70201,urbana,hombre,16264,68218,23.841214928611215
2024,70201,urbana,mujer,16121,66890,24.10076244580655
2024,70202,rural,hombre,610,2935,20.783645655877343
2024,70202,rural,mujer,538,2532,21.248025276461295
2024,70202,urbana,hombre,562,2567,21.89326061550448
2024,70202,urbana,mujer,609,2631,23.14709236031927
2024,70301,rural,hombre,4232,18902,22.38916516770712
2024,70301,rural,mujer,3685,16174,22.783479658711514
2024,70301,urbana,hombre,3897,16219,24.0273753005734
2024,70301,urbana,mujer,3670,15808,23.216093117408906
2024,70302,rural,hombre,1192,5570,21.40035906642729
2024,70302,rural,mujer,946,4324,21.877890841813137
2024,70302,urbana,hombre,497,2594,19.159599074787973
2024,70302,urbana,mujer,536,2751,19.483824063976737
2024,70303,rural,hombre,743,3512,21.156036446469248
2024,70303,rural,mujer,567,2505,22.634730538922156
2024,70303,urbana,hombre,314,1422,22.081575246132207
2024,70303,urbana,mujer,320,1403,22.808267997148967
2024,70401,rural,hombre,836,4411,18.952618453865338
2024,70401,rural,mujer,797,3703,21.52308938698353
2024,70401,urbana,hombre,789,2970,26.565656565656564
2024,70401,urbana,mujer,558,2567,21.737436696532917
2024,70402,rural,hombre,689,3452,19.95944380069525
2024,70402,rural,mujer,550,2798,19.656897784131523
2024,70402,urbana,hombre,1344,6355,21.14870180959874
2024,70402,urbana,mujer,1508,6337,23.796749250433958
2024,70403,rural,hombre,3060,13343,22.933373304354344
2024,70403,rural,mujer,1868,8577,21.779176868368893
2024,70403,urbana,hombre,4191,17784,23.56612685560054
2024,70403,urbana,mujer,4560,18090,25.207296849087893
2024,70404,rural,hombre,497,2391,20.78628189042242
2024,70404,rural,mujer,379,1713,22.124927028604787
2024,70404,urbana,hombre,687,3094,22.20426632191338
2024,70404,urbana,mujer,699,3002,23.28447701532312
2024,70501,rural,hombre,3323,15332,21.673623793373338
2024,70501,rural,mujer,2816,12511,22.5081927903445
2024,70501,urbana,hombre,1514,6627,22.845933303153764
2024,70501,urbana,mujer,1311,6504,20.156826568265682
2024,70502,rural,hombre,4751,20104,23.632113012335854
2024,70502,rural,mujer,4098,17343,23.62912990832036
2024,70502,urbana,hombre,1945,8543,22.767177806391196
2024,70502,urbana,mujer,2061,8505,24.232804232804234
2024,70503,rural,hombre,855,3812,22.429171038824762
2024,70503,rural,mujer,558,2957,18.87047683462969
2024,70503,urbana,hombre,1590,6212,25.595621377978105
2024,70503,urbana,mujer,1111,5782,19.214804565894156
2024,70601,rural,hombre,445,2374,18.74473462510531
2024,70601,rural,mujer,400,1837,21.774632553075666
2024,70601,urbana,hombre,1785,8267,21.591871295512277
2024,70601,urbana,mujer,1818,8265,21.996370235934663
2024,70602,rural,hombre,1538,7475,20.5752508361204
2024,70602,rural,mujer,1300,5863,22.172949002217294
2024,70602,urbana,hombre,515,2301,22.381573229030856
2024,70602,urbana,mujer,526,2360,22.28813559322034
2024,70603,rural,hombre,104,582,17.869415807560138
2024,70603,rural,mujer,93,436,21.3302752293578
2024,70603,urbana,hombre,576,2529,22.775800711743774
2024,70603,urbana,mujer,566,2460,23.008130081300813
2024,70701,rural,hombre,620,3083,20.110282192669477
2024,70701,rural,mujer,607,2863,21.20153684945861
2024,70702,rural,hombre,3992,17031,23.439610122717397
2024,70702,rural,mujer,3726,15735,23.679694947569114
2024,70702,urbana,hombre,790,2929,26.97166268350973
2024,70702,urbana,mujer,623,2725,22.862385321100916
2024,70703,rural,hombre,2928,12922,22.659031109735334
2024,70703,rural,mujer,2620,11101,23.60147734438339
2024,70703,urbana,hombre,1222,4572,26.72790901137358
2024,70703,urbana,mujer,1071,4366,24.530462666055886
2024,70704,rural,hombre,287,1260,22.77777777777778
2024,70704,rural,mujer,272,1133,24.007060900264783
2024,70704,urbana,hombre,556,1599,34.77173233270794
2024,70704,urbana,mujer,310,1343,23.08265078183172
2024,70705,rural,hombre,1772,7204,24.597445863409217
2024,70705,rural,mujer,1752,7185,24.384133611691023
2024,70706,rural,hombre,923,3324,27.76774969915764
2024,70706,rural,mujer,736,3063,24.028730003264773
2024,70706,urbana,hombre,2862,12415,23.05275875956504
2024,70706,urbana,mujer,3030,13483,22.47274345472076
2024,70707,rural,hombre,222,945,23.49206349206349
2024,70707,rural,mujer,179,790,22.658227848101266
2024,70707,urbana,hombre,654,2035,32.13759213759214
2024,70707,urbana,mujer,394,1842,21.389793702497286
2024,70801,rural,hombre,498,3622,13.749309773605743
2024,70801,rural,mujer,376,2850,13.192982456140351
2024,70801,urbana,hombre,1142,5165,22.110358180058082
2024,70801,urbana,mujer,1172,5612,20.88382038488952
2024,70802,rural,hombre,201,1197,16.791979949874687
2024,70802,rural,mujer,206,1162,17.72805507745267
2024,70803,rural,hombre,270,1443,18.71101871101871
2024,70803,rural,mujer,256,1350,18.962962962962962
2024,70804,rural,hombre,182,993,18.328298086606242
2024,70804,rural,mujer,130,813,15.990159901599016
2024,70805,rural,hombre,191,1097,17.41112123974476
2024,70805,rural,mujer,126,918,13.72549019607843
2024,70901,rural,hombre,644,3562,18.079730488489613
2024,70901,rural,mujer,524,2960,17.7027027027027
2024,70901,urbana,hombre,541,2685,20.14897579143389
2024,70901,urbana,mujer,566,2636,21.471927162367223
2024,70902,rural,hombre,586,2979,19.67103054716348
2024,70902,rural,mujer,547,2767,19.76870256595591
2024,70902,urbana,hombre,429,1963,21.85430463576159
2024,70902,urbana,mujer,421,1983,21.230458900655574
2024,70903,rural,hombre,586,2705,21.66358595194085
2024,70903,rural,mujer,519,2300,22.565217391304348
2024,70903,urbana,hombre,902,3930,22.951653944020357
2024,70903,urbana,mujer,876,3800,23.05263157894737
2024,70904,rural,hombre,307,1560,19.67948717948718
2024,70904,rural,mujer,313,1526,20.51114023591088
2024,71001,rural,hombre,94,421,22.327790973871736
2024,71001,rural,mujer,89,372,23.9247311827957
2024,71001,urbana,hombre,15236,63333,24.056968720888005
2024,71001,urbana,mujer,15239,62760,24.281389420012747
2024,71002,rural,hombre,1057,4633,22.814590977768184
2024,71002,rural,mujer,1013,4091,24.76167196284527
2024,71002,urbana,hombre,924,3945,23.422053231939163
2024,71002,urbana,mujer,990,3929,25.197251208959024
2024,71003,rural,hombre,501,2369,21.148163782186575
2024,71003,rural,mujer,483,2060,23.446601941747574
2024,71003,urbana,hombre,2137,9399,22.736461325672945
2024,71003,urbana,mujer,2147,9282,23.1307907778496
2024,71004,rural,hombre,718,2853,25.166491412548194
2024,71004,rural,mujer,258,1124,22.95373665480427
2024,71004,urbana,hombre,1316,5430,24.23572744014733
2024,71004,urbana,mujer,1280,5203,24.601191620219105
2024,71005,rural,hombre,963,3660,26.311475409836067
2024,71005,rural,mujer,668,2730,24.468864468864467
2024,71005,urbana,hombre,1167,4698,24.84035759897829
2024,71005,urbana,mujer,1087,4158,26.142376142376143
2024,71101,rural,hombre,1927,8731,22.070782270072158
2024,71101,rural,mujer,1493,6477,23.050795121198085
2024,71101,urbana,hombre,1784,7566,23.57916997092255
2024,71101,urbana,mujer,1866,7344,25.408496732026144
2024,71102,rural,hombre,922,3865,23.85510996119017
2024,71102,rural,mujer,740,3077,24.049398765030872
2024,71102,urbana,hombre,826,3868,21.354705274043432
2024,71102,urbana,mujer,924,4078,22.658165767533106
2024,71103,rural,hombre,2472,11546,21.4100121254114
2024,71103,rural,mujer,2321,9702,23.922902494331066
2024,71103,urbana,hombre,2753,11288,24.388731396172926
2024,71103,urbana,mujer,3293,12373,26.614402327648914
2024,71104,rural,hombre,647,3271,19.779883827575667
2024,71104,rural,mujer,685,3093,22.146783058519237
2024,71105,rural,hombre,112,721,15.533980582524272
2024,71105,rural,mujer,100,476,21.008403361344538
2024,71105,urbana,hombre,811,3802,21.33087848500789
2024,71105,urbana,mujer,872,3542,24.618859401468097
2024,71106,rural,hombre,1865,7807,23.888817727680287
2024,71106,rural,mujer,1628,6762,24.075717243419106
2024,71106,urbana,hombre,1306,5200,25.115384615384617
2024,71106,urbana,mujer,1410,5489,25.687739114592823
2024,71201,rural,hombre,847,3996,21.196196196196198
2024,71201,rural,mujer,722,3459,20.87308470656259
2024,71201,urbana,hombre,920,4055,22.688039457459926
2024,71201,urbana,mujer,786,3868,20.3205791106515
2024,71301,rural,hombre,1153,5696,20.242275280898877
2024,71301,rural,mujer,1044,5156,20.24825446082234
2024,71301,urbana,hombre,713,3117,22.874558870709016
2024,71301,urbana,mujer,680,3226,21.078735275883446
2024,71302,rural,hombre,239,1238,19.305331179321485
2024,71302,rural,mujer,225,1128,19.9468085106383
2024,71302,urbana,hombre,434,1873,23.171382808328882
2024,71302,urbana,mujer,363,1809,20.066334991708125
2024,71401,rural,hombre,694,3272,21.21026894865526
2024,71401,rural,mujer,532,2307,23.06025140875596
2024,71401,urbana,hombre,1467,6152,23.84590377113134
2024,71401,urbana,mujer,1129,5686,19.85578614139993
2024,71402,rural,hombre,68,287,23.693379790940767
2024,71402,rural,mujer,30,165,18.181818181818183
2024,71402,urbana,hombre,2199,9094,24.180778535298
2024,71402,urbana,mujer,1925,8428,22.840531561461795
2024,71403,rural,hombre,578,2819,20.503724725079817
2024,71403,rural,mujer,428,2211,19.357756671189506
2024,71403,urbana,hombre,336,1871,17.958311063602352
2024,71403,urbana,mujer,408,1915,21.305483028720626
2024,71501,rural,hombre,1394,6284,22.183322724379376
2024,71501,rural,mujer,1065,4453,23.9164608129351
2024,71501,urbana,hombre,2612,11894,21.960652429796536
2024,71501,urbana,mujer,2736,11448,23.89937106918239
2024,71502,rural,hombre,140,614,22.80130293159609
2024,71502,rural,mujer,121,463,26.13390928725702
2024,71502,urbana,hombre,568,2737,20.752648885641214
2024,71502,urbana,mujer,610,2741,22.254651587012038
2024,71503,rural,hombre,1820,8375,21.73134328358209
2024,71503,rural,mujer,1373,6063,22.64555500577272
2024,71503,urbana,hombre,300,1449,20.70393374741201
2024,71503,urbana,mujer,307,1403,21.88168210976479
2024,80101,rural,hombre,869,3197,27.18173287456991
2024,80101,rural,mujer,646,2670,24.194756554307116
2024,80101,urbana,hombre,15211,61458,24.75023593348303
2024,80101,urbana,mujer,15157,61264,24.740467484983025
2024,80102,rural,hombre,969,4485,21.60535117056856
2024,80102,rural,mujer,818,3428,23.862310385064177
2024,80201,rural,hombre,1524,6595,23.10841546626232
2024,80201,rural,mujer,1240,5344,23.20359281437126
2024,80201,urbana,hombre,11727,48949,23.95758851049051
2024,80201,urbana,mujer,11916,49414,24.114623386084915
2024,80202,rural,hombre,652,3505,18.601997146932952
2024,80202,rural,mujer,588,2767,21.250451752800867
2024,80202,urbana,hombre,4081,18058,22.59940192712371
2024,80202,urbana,mujer,3804,17701,21.490311281848484
2024,80301,rural,hombre,565,2637,21.42586272279105
2024,80301,rural,mujer,456,2106,21.65242165242165
2024,80301,urbana,hombre,676,3362,20.107079119571683
2024,80301,urbana,mujer,682,3373,20.219389267714202
2024,80302,rural,hombre,2697,12451,21.66091077021926
2024,80302,rural,mujer,2581,10937,23.598793087684008
2024,80302,urbana,hombre,2228,11021,20.21595136557481
2024,80302,urbana,mujer,2404,11389,21.108086750373168
2024,80303,rural,hombre,596,3024,19.70899470899471
2024,80303,rural,mujer,522,2535,20.59171597633136
2024,80303,urbana,hombre,566,2822,20.05669737774628
2024,80303,urbana,mujer,549,2741,20.029186428310837
2024,80304,rural,hombre,829,3741,22.159850307404437
2024,80304,rural,mujer,720,3239,22.229083050324174
2024,80304,urbana,hombre,1712,7264,23.568281938325992
2024,80304,urbana,mujer,1474,6996,21.069182389937108
2024,80401,rural,hombre,623,2844,21.90576652601969
2024,80401,rural,mujer,487,2221,21.927059882935616
2024,80401,urbana,hombre,1274,6527,19.518921403401258
2024,80401,urbana,mujer,1326,6496,20.41256157635468
2024,80402,rural,hombre,938,3269,28.693790149892934
2024,80402,rural,mujer,774,2648,29.229607250755286
2024,80402,urbana,hombre,301,1144,26.31118881118881
2024,80402,urbana,mujer,263,951,27.655099894847528
2024,80501,rural,hombre,1220,6077,20.075695244363995
2024,80501,rural,mujer,1081,5192,20.82049306625578
2024,80501,urbana,hombre,1082,5228,20.696250956388678
2024,80501,urbana,mujer,1135,5087,22.31177511303322
2024,80601,rural,hombre,412,2247,18.33555852247441
2024,80601,rural,mujer,442,2022,21.8595450049456
2024,80602,rural,hombre,1680,7490,22.429906542056074
2024,80602,rural,mujer,1241,5531,22.437172301572954
2024,80602,urbana,hombre,273,1279,21.344800625488663
2024,80602,urbana,mujer,305,1270,24.015748031496063
2024,80701,rural,hombre,221,1133,19.505736981465137
2024,80701,rural,mujer,188,876,21.461187214611872
2024,80701,urbana,hombre,694,2535,27.3767258382643
2024,80701,urbana,mujer,500,2264,22.084805653710248
2024,80702,rural,hombre,226,981,23.037716615698265
2024,80702,rural,mujer,170,671,25.33532041728763
2024,80702,urbana,hombre,413,1957,21.10373019928462
2024,80702,urbana,mujer,393,1880,20.904255319148938
2024,80703,rural,hombre,120,599,20.03338898163606
2024,80703,rural,mujer,114,492,23.170731707317074
2024,80801,rural,hombre,325,1710,19.005847953216374
2024,80801,rural,mujer,233,1230,18.943089430894307
2024,80801,urbana,hombre,942,5032,18.72019077901431
2024,80801,urbana,mujer,902,4813,18.740910035321004
2024,80802,rural,hombre,767,3210,23.894080996884735
2024,80802,rural,mujer,479,2130,22.488262910798124
2024,80802,urbana,hombre,196,1099,17.8343949044586
2024,80802,urbana,mujer,194,1049,18.493803622497616
2024,80803,rural,hombre,289,1327,21.778447626224565
2024,80803,rural,mujer,225,1065,21.12676056338028
2024,80803,urbana,hombre,217,1200,18.083333333333332
2024,80803,urbana,mujer,169,1038,16.28131021194605
2024,80901,rural,hombre,421,2138,19.69130028063611
2024,80901,rural,mujer,387,1835,21.08991825613079
2024,90101,rural,hombre,249,985,25.279187817258883
2024,90101,rural,mujer,205,762,26.902887139107612
2024,90101,urbana,hombre,7221,27136,26.61040683962264
2024,90101,urbana,mujer,6726,26231,25.641416644428347
2024,90102,rural,hombre,204,1087,18.767249310027598
2024,90102,rural,mujer,223,959,23.253388946819605
2024,90102,urbana,hombre,899,3567,25.203252032520325
2024,90102,urbana,mujer,903,3740,24.144385026737968
2024,90103,rural,hombre,296,1394,21.233859397417504
2024,90103,rural,mujer,211,1043,20.230105465004794
2024,90104,rural,hombre,497,2107,23.588039867109636
2024,90104,rural,mujer,352,1523,23.112278397898883
2024,90201,rural,hombre,550,2146,25.629077353215283
2024,90201,rural,mujer,437,1684,25.950118764845605
2024,90201,urbana,hombre,692,1953,35.43266769073221
2024,90201,urbana,mujer,480,1584,30.303030303030305
2024,90202,rural,hombre,450,1811,24.84815019326339
2024,90202,rural,mujer,412,1707,24.135910954891624
2024,90203,rural,hombre,1028,4487,22.910630710942723
2024,90203,rural,mujer,832,3558,23.383923552557615
2024,90301,rural,hombre,1157,5458,21.198241113961156
2024,90301,rural,mujer,1149,4956,23.18401937046005
2024,90301,urbana,hombre,225,1091,20.623281393217233
2024,90301,urbana,mujer,212,926,22.89416846652268
2024,90302,rural,hombre,1320,5261,25.090287017677248
2024,90302,rural,mujer,1171,4571,25.61802669000219
2024,90303,rural,hombre,785,3361,23.356144004760488
2024,90303,rural,mujer,597,2666,22.393098274568644
2024,90303,urbana,hombre,510,2322,21.963824289405686
2024,90303,urbana,mujer,525,2173,24.16014726184998
2024,90401,rural,hombre,373,1647,22.64723740133576
